phase,dataset,horizon,outer_fold,scheme,role,group_id,n,origin_min,origin_max,target_min,target_max,membership_sha256
before,rico,60,0,whole_run_group_blocked,inner_select,P5S36,166,2024-05-14 07:15:00,2024-05-14 10:00:00,2024-05-14 08:15:00,2024-05-14 11:00:00,aedb71583ff7700d74c06d4da391ca6e3c852393ccafa3d3faacf9b8cc5562c7
before,rico,60,0,whole_run_group_blocked,inner_select,P5S37,166,2024-05-14 11:15:00,2024-05-14 14:00:00,2024-05-14 12:15:00,2024-05-14 15:00:00,e86a624952b18ebcd91b63698f43fdf564199e36c3000b9ed6f18f9385e00630
before,rico,60,0,whole_run_group_blocked,inner_select,P5S38,166,2024-05-14 15:15:00,2024-05-14 18:00:00,2024-05-14 16:15:00,2024-05-14 19:00:00,82b0bc075d87a615ee16c5765c4da28d1645109310ec74ffc968aff765a2d17f
before,rico,60,0,whole_run_group_blocked,inner_select,P5S39,166,2024-05-14 19:15:00,2024-05-14 22:00:00,2024-05-14 20:15:00,2024-05-14 23:00:00,8c752cee2b999b39129b033a1f065e1df179b4997c734bd1ee5c0f0b5b9d9555
before,rico,60,0,whole_run_group_blocked,inner_select,P5S40,166,2024-05-14 23:15:00,2024-05-15 02:00:00,2024-05-15 00:15:00,2024-05-15 03:00:00,54a66287fdab230789e649906b9e6d4772d6950ba96e7c29ce54182833467642
before,rico,60,0,whole_run_group_blocked,inner_select,P5S41,166,2024-05-15 03:15:00,2024-05-15 06:00:00,2024-05-15 04:15:00,2024-05-15 07:00:00,c319770e38b0c28191cc9fb991829d5f057c2c680b59596986c303e0b5320c7a
before,rico,60,0,whole_run_group_blocked,inner_select,P5S42,166,2024-05-15 07:15:00,2024-05-15 10:00:00,2024-05-15 08:15:00,2024-05-15 11:00:00,bd6623855b5e2ea761faab076c0b2d4888de9e7b14bc7c28a6aa28f781a00678
before,rico,60,0,whole_run_group_blocked,inner_select,P5S43,166,2024-05-15 11:15:00,2024-05-15 14:00:00,2024-05-15 12:15:00,2024-05-15 15:00:00,9bc142b616169ee85a57c2e8a597171623bc2a2f7e9c2af76873e3ac692ff4c5
before,rico,60,0,whole_run_group_blocked,inner_select,P5S44,166,2024-05-15 15:15:00,2024-05-15 18:00:00,2024-05-15 16:15:00,2024-05-15 19:00:00,3c2f163a84a00344969331b6c7b906a3cf57d1337d1418bb85f89ee6cdf1613b
before,rico,60,0,whole_run_group_blocked,inner_select,P5S45,166,2024-05-15 19:15:00,2024-05-15 22:00:00,2024-05-15 20:15:00,2024-05-15 23:00:00,d929190a9dfc7f5a24bc35a8296b68ac27bad4d7833a0c9f6489f19fecba54d8
before,rico,60,0,whole_run_group_blocked,inner_select,P5S46,166,2024-05-15 23:15:00,2024-05-16 02:00:00,2024-05-16 00:15:00,2024-05-16 03:00:00,33a1b4f03eb49976421b1f92f80736f24d0047e6b3768380a71564d9f945fcbe
before,rico,60,0,whole_run_group_blocked,inner_select,P5S47,166,2024-05-16 03:15:00,2024-05-16 06:00:00,2024-05-16 04:15:00,2024-05-16 07:00:00,f14dc8f5f536875d6f1e85b6a7be9cb28d0c3a6c57314ade904c3c73b431c0a1
before,rico,60,0,whole_run_group_blocked,inner_select,P5S48,166,2024-05-16 07:15:00,2024-05-16 10:00:00,2024-05-16 08:15:00,2024-05-16 11:00:00,921af1c7f1fc7baec82eeeb387f23d6c8c0bcf35c39bbf3217fa53a6e7d29e6b
before,rico,60,0,whole_run_group_blocked,inner_select,P5S49,166,2024-05-16 11:15:00,2024-05-16 14:00:00,2024-05-16 12:15:00,2024-05-16 15:00:00,e6c689c5ac49a3a2e1a3bf07fe62b9c6d9497ef5dd9db4c5e27d8ba16885ae4d
before,rico,60,0,whole_run_group_blocked,inner_select,P5S50,166,2024-05-16 15:15:00,2024-05-16 18:00:00,2024-05-16 16:15:00,2024-05-16 19:00:00,38e5b12153f5865ad8bb7d4676314c62897fb0b60c10c062f5cc66e0d360e5d8
before,rico,60,0,whole_run_group_blocked,inner_select,P5S51,166,2024-05-16 19:15:00,2024-05-16 22:00:00,2024-05-16 20:15:00,2024-05-16 23:00:00,a8e3eb3618081673f1321e9ed336406c5ab11d2adcc994cf856a7e2cc7931100
before,rico,60,0,whole_run_group_blocked,inner_select,P5S52,166,2024-05-16 23:15:00,2024-05-17 02:00:00,2024-05-17 00:15:00,2024-05-17 03:00:00,285892dba6baf761b155f22b99a8d5429d7c06d11ac53f6ceb3d80169b5f8712
before,rico,60,0,whole_run_group_blocked,inner_select,P5S53,166,2024-05-17 03:15:00,2024-05-17 06:00:00,2024-05-17 04:15:00,2024-05-17 07:00:00,ca50c212b9238a628f1a698c55beef9117dca0d1983cd2af8b85fb35b267ed4f
before,rico,60,0,whole_run_group_blocked,inner_select,P5S54,166,2024-05-17 07:15:00,2024-05-17 10:00:00,2024-05-17 08:15:00,2024-05-17 11:00:00,f1915624039aa677c98d70cc591be7254db9afdbafe6e904b282d2bdf15e84d3
before,rico,60,0,whole_run_group_blocked,inner_select,P5S55,166,2024-05-17 11:15:00,2024-05-17 14:00:00,2024-05-17 12:15:00,2024-05-17 15:00:00,4c71f5cb5fdf185e75f67a01117b138c93bfe0454b985de2aa8c2c2429c3ba9d
before,rico,60,0,whole_run_group_blocked,inner_select,P5S56,166,2024-05-17 15:15:00,2024-05-17 18:00:00,2024-05-17 16:15:00,2024-05-17 19:00:00,1fc8474de4b46bd70a66ac90d93cd2244f4ccc9d07e49f9669dcc8276bb51df3
before,rico,60,0,whole_run_group_blocked,inner_select,P5S57,166,2024-05-17 19:15:00,2024-05-17 22:00:00,2024-05-17 20:15:00,2024-05-17 23:00:00,432aef2b5281d3358184997e5b5e839f9cf3d8661fdcf9285ade2ce317315cf5
before,rico,60,0,whole_run_group_blocked,inner_select,P5S58,166,2024-05-17 23:15:00,2024-05-18 02:00:00,2024-05-18 00:15:00,2024-05-18 03:00:00,1ea4756aba4691662687a01758cb59ec6a0d99c11eb9c1a21daafe24298c9635
before,rico,60,0,whole_run_group_blocked,refit_train,P1S1,166,2023-07-26 15:15:00,2023-07-26 18:00:00,2023-07-26 16:15:00,2023-07-26 19:00:00,f0ee7585e5363af2a6156c2195a471f7b0b4f5d489dd4fe7c33b32c3c6f243aa
before,rico,60,0,whole_run_group_blocked,refit_train,P1S2,166,2023-07-26 19:15:00,2023-07-26 22:00:00,2023-07-26 20:15:00,2023-07-26 23:00:00,de5e1f3c9036f4cd5dca4ddc38a4d7eeb0905910ff8153b8dfdf2c1a287ea02c
before,rico,60,0,whole_run_group_blocked,refit_train,P1S4,166,2023-07-27 03:15:00,2023-07-27 06:00:00,2023-07-27 04:15:00,2023-07-27 07:00:00,9d67ef69d8da9e47fa3953bf3986c87eec570db87d55b42e0a1a412276f4f3bd
before,rico,60,0,whole_run_group_blocked,refit_train,P1S5,166,2023-07-27 07:15:00,2023-07-27 10:00:00,2023-07-27 08:15:00,2023-07-27 11:00:00,ad328ff31df3bbf67492258be71725096de31c32b5d7331a46e0587a9864770c
before,rico,60,0,whole_run_group_blocked,refit_train,P1S7,166,2023-07-27 15:15:00,2023-07-27 18:00:00,2023-07-27 16:15:00,2023-07-27 19:00:00,8757b676476d0bf65cebdbf860823eec18ead7c071c6c2e035890b63b8b92d9d
before,rico,60,0,whole_run_group_blocked,refit_train,P1S8,166,2023-07-27 19:15:00,2023-07-27 22:00:00,2023-07-27 20:15:00,2023-07-27 23:00:00,7981daa9f869dbc0924744abd4286b34a312539c506548a426a8aa754a7ec67c
before,rico,60,0,whole_run_group_blocked,refit_train,P1S9,166,2023-07-27 23:15:00,2023-07-28 02:00:00,2023-07-28 00:15:00,2023-07-28 03:00:00,30dc9756ed810871c12c29e0cd79af06d76b08237d8c03bf0182eeed076232a7
before,rico,60,0,whole_run_group_blocked,refit_train,P1S10,166,2023-07-28 03:15:00,2023-07-28 06:00:00,2023-07-28 04:15:00,2023-07-28 07:00:00,fd4311c487eff69404808bea0f252e706dc756e865b92dc49ea57e7693ff69f6
before,rico,60,0,whole_run_group_blocked,refit_train,P1S11,166,2023-07-28 07:15:00,2023-07-28 10:00:00,2023-07-28 08:15:00,2023-07-28 11:00:00,6af79058dd77db54c8386badbe77b73f69f758dab443ec76bd5e5ee90e8fea6d
before,rico,60,0,whole_run_group_blocked,refit_train,P1S12,166,2023-07-28 11:15:00,2023-07-28 14:00:00,2023-07-28 12:15:00,2023-07-28 15:00:00,0cd1ea63c4285424f1e1572dc461812bf2895ef9b787ba64e50f731748a21aa4
before,rico,60,0,whole_run_group_blocked,refit_train,P1S13,166,2023-07-28 15:15:00,2023-07-28 18:00:00,2023-07-28 16:15:00,2023-07-28 19:00:00,def9ae95d702cd906fa12e726008e806b2d4a4157fa89e95f6a6de6d76826135
before,rico,60,0,whole_run_group_blocked,refit_train,P1S14,166,2023-07-28 19:15:00,2023-07-28 22:00:00,2023-07-28 20:15:00,2023-07-28 23:00:00,8516abbb33c354d74920402fea2295da016e710528f86db4d5e65e28e6e994a9
before,rico,60,0,whole_run_group_blocked,refit_train,P1S15,166,2023-07-28 23:15:00,2023-07-29 02:00:00,2023-07-29 00:15:00,2023-07-29 03:00:00,1032e14b8aee5be053c49fe6c1411eea660cf2cd8902046864804a0820e886cf
before,rico,60,0,whole_run_group_blocked,refit_train,P1S16,166,2023-07-29 03:15:00,2023-07-29 06:00:00,2023-07-29 04:15:00,2023-07-29 07:00:00,d7cfb1c1d5cf247c9979c4d179d202ab4742689d4ae65335b336adce084e2d87
before,rico,60,0,whole_run_group_blocked,refit_train,P1S17,166,2023-07-29 07:15:00,2023-07-29 10:00:00,2023-07-29 08:15:00,2023-07-29 11:00:00,2d250d11a3889656903b654ea138ecaf554796670d71fcfc01d27872caf5f0e3
before,rico,60,0,whole_run_group_blocked,refit_train,P1S20,166,2023-07-29 19:15:00,2023-07-29 22:00:00,2023-07-29 20:15:00,2023-07-29 23:00:00,39bdd12df9ad6a9c3063851cee99c19bcbc61d0e099c1e124133c272d554ea00
before,rico,60,0,whole_run_group_blocked,refit_train,P1S21,166,2023-07-29 23:15:00,2023-07-30 02:00:00,2023-07-30 00:15:00,2023-07-30 03:00:00,7e28c47d227c103e3fad342612f62cb00c2133bc3d7841c16b8701384ec53f81
before,rico,60,0,whole_run_group_blocked,refit_train,P1S22,166,2023-07-30 03:15:00,2023-07-30 06:00:00,2023-07-30 04:15:00,2023-07-30 07:00:00,231b92d36376e6bee4b3725a7d1133ce6d5a42230a6b19f66eb20607cd2ec56e
before,rico,60,0,whole_run_group_blocked,refit_train,P1S23,166,2023-07-30 07:15:00,2023-07-30 10:00:00,2023-07-30 08:15:00,2023-07-30 11:00:00,b6194345833156ae96047f3d2b883a7f79f3617f4abc4c32f2034f40166acef7
before,rico,60,0,whole_run_group_blocked,refit_train,P1S26,166,2023-07-30 19:15:00,2023-07-30 22:00:00,2023-07-30 20:15:00,2023-07-30 23:00:00,a46042b9323d2b9d18b78ced49dbdbc713f3348406331a3f326866c98b387fd8
before,rico,60,0,whole_run_group_blocked,refit_train,P1S27,166,2023-07-30 23:15:00,2023-07-31 02:00:00,2023-07-31 00:15:00,2023-07-31 03:00:00,7c5f244020a3ba98d6b4272fb757e97c3001b49e8b50e1d78689f6ac09d2becf
before,rico,60,0,whole_run_group_blocked,refit_train,P1S28,166,2023-07-31 03:15:00,2023-07-31 06:00:00,2023-07-31 04:15:00,2023-07-31 07:00:00,c4196f687d4e545fe99315a012cb53991b6b7d5bedec787f71956eb3d49dbc01
before,rico,60,0,whole_run_group_blocked,refit_train,P1S29,166,2023-07-31 07:15:00,2023-07-31 10:00:00,2023-07-31 08:15:00,2023-07-31 11:00:00,eedf8b5248322708d33b2d77d5e250761e4b3f61be7da9db97d5f5ad06aefc00
before,rico,60,0,whole_run_group_blocked,refit_train,P1S31,166,2023-07-31 15:15:00,2023-07-31 18:00:00,2023-07-31 16:15:00,2023-07-31 19:00:00,ee9d93b5024e049c2782b6edc628ae9d5358ffc7c2c325ecd34f5a086c28f781
before,rico,60,0,whole_run_group_blocked,refit_train,P1S32,166,2023-07-31 19:15:00,2023-07-31 22:00:00,2023-07-31 20:15:00,2023-07-31 23:00:00,41c330fede551fdf63e86e755dc95209a3e654a5b2a06c4182ea79ae8b5c660e
before,rico,60,0,whole_run_group_blocked,refit_train,P1S33,166,2023-07-31 23:15:00,2023-08-01 02:00:00,2023-08-01 00:15:00,2023-08-01 03:00:00,4373c9f75941ef486ab4adb3b0bbf81b3a004c9c7583f36be6fb9d2a17fa618c
before,rico,60,0,whole_run_group_blocked,refit_train,P1S34,166,2023-08-01 03:15:00,2023-08-01 06:00:00,2023-08-01 04:15:00,2023-08-01 07:00:00,23e45e075d9c75fd51f5f3eb93feeab07edea0d427045697f0ebc001fb631ff0
before,rico,60,0,whole_run_group_blocked,refit_train,P1S37,166,2023-08-01 15:15:00,2023-08-01 18:00:00,2023-08-01 16:15:00,2023-08-01 19:00:00,0f3cc8e97657adcfa6043359d04363bf377fb772b7f99d76be67f5b2e0fb1ff2
before,rico,60,0,whole_run_group_blocked,refit_train,P1S38,166,2023-08-01 19:15:00,2023-08-01 22:00:00,2023-08-01 20:15:00,2023-08-01 23:00:00,db2739772dc0970fd00c6df15cab72e9c1daa87c24fe220f9fe54fea8d2316b3
before,rico,60,0,whole_run_group_blocked,refit_train,P1S39,166,2023-08-01 23:15:00,2023-08-02 02:00:00,2023-08-02 00:15:00,2023-08-02 03:00:00,97b2ec00a6f12a79a6089a3447654b624236b3e23c89565ed12dac4b8d744d8a
before,rico,60,0,whole_run_group_blocked,refit_train,P1S40,166,2023-08-02 03:15:00,2023-08-02 06:00:00,2023-08-02 04:15:00,2023-08-02 07:00:00,8df5bde8fc3e221f2e62f240b0153d1ef3fe44189564037182b410cd543288d4
before,rico,60,0,whole_run_group_blocked,refit_train,P1S41,166,2023-08-02 07:15:00,2023-08-02 10:00:00,2023-08-02 08:15:00,2023-08-02 11:00:00,df4b48eb4126ec0b06875e3cd13bffbab1ac84309397e267831e89b275508235
before,rico,60,0,whole_run_group_blocked,refit_train,P1S42,166,2023-08-02 11:15:00,2023-08-02 14:00:00,2023-08-02 12:15:00,2023-08-02 15:00:00,aee24d440ef2d162258f68bbed743711d1c5282f5d00fe93987c02844fa5e782
before,rico,60,0,whole_run_group_blocked,refit_train,P1S43,166,2023-08-02 15:15:00,2023-08-02 18:00:00,2023-08-02 16:15:00,2023-08-02 19:00:00,c2871fa12393e7e74195a057f535132cb0211b21556614a96919e3dd1c687e5c
before,rico,60,0,whole_run_group_blocked,refit_train,P1S44,166,2023-08-02 19:15:00,2023-08-02 22:00:00,2023-08-02 20:15:00,2023-08-02 23:00:00,43d7537b4404e1010224aa51b0bf87b7873858e573c88b2f4a29b292ca3242b9
before,rico,60,0,whole_run_group_blocked,refit_train,P1S45,166,2023-08-02 23:15:00,2023-08-03 02:00:00,2023-08-03 00:15:00,2023-08-03 03:00:00,1211d3bf8cb05d14b25b80ce96fe81a59eb3c7204bc21d8ddc264e1b29ac4cf9
before,rico,60,0,whole_run_group_blocked,refit_train,P1S46,166,2023-08-03 03:15:00,2023-08-03 06:00:00,2023-08-03 04:15:00,2023-08-03 07:00:00,512117951dc2174750e5172163d766db2da5d30fe2106ce169a556abc52dd531
before,rico,60,0,whole_run_group_blocked,refit_train,P1S47,166,2023-08-03 07:15:00,2023-08-03 10:00:00,2023-08-03 08:15:00,2023-08-03 11:00:00,7b345eb9b6c481ede74e1f02dd3670ca57f08d015436a6c7918620099a696531
before,rico,60,0,whole_run_group_blocked,refit_train,P1S49,166,2023-08-03 15:15:00,2023-08-03 18:00:00,2023-08-03 16:15:00,2023-08-03 19:00:00,264203afa9ca695639d2e98a9edc8b182cf30bed1eb1944597b2d330c41e46f0
before,rico,60,0,whole_run_group_blocked,refit_train,P1S50,166,2023-08-03 19:15:00,2023-08-03 22:00:00,2023-08-03 20:15:00,2023-08-03 23:00:00,30c416e896d8f246b17180c481108f637f8d2a13c974fdcae1d3712020e2be7f
before,rico,60,0,whole_run_group_blocked,refit_train,P1S51,166,2023-08-03 23:15:00,2023-08-04 02:00:00,2023-08-04 00:15:00,2023-08-04 03:00:00,8bc56427b3cfa8c29a263c0451f4ba48778511d121d3bacab9028e16dde6426b
before,rico,60,0,whole_run_group_blocked,refit_train,P1S52,166,2023-08-04 03:15:00,2023-08-04 06:00:00,2023-08-04 04:15:00,2023-08-04 07:00:00,fcf1e776cf892f47448b22daf9269d9ee6da51e6b35ff859be25e5c455f8beb1
before,rico,60,0,whole_run_group_blocked,refit_train,P1S53,166,2023-08-04 07:15:00,2023-08-04 10:00:00,2023-08-04 08:15:00,2023-08-04 11:00:00,fcc4d1e43a864a892205e5bc2be138b831ff0245cd9ba92672e3bed96d649084
before,rico,60,0,whole_run_group_blocked,refit_train,P1S55,166,2023-08-04 15:15:00,2023-08-04 18:00:00,2023-08-04 16:15:00,2023-08-04 19:00:00,f8bc10cffff2337042c0722e89e46c4c44dfa1a2e79378191586aef239dd8d3b
before,rico,60,0,whole_run_group_blocked,refit_train,P1S56,166,2023-08-04 19:15:00,2023-08-04 22:00:00,2023-08-04 20:15:00,2023-08-04 23:00:00,52b21768a101fc126ef25e86104776330cd1dc23bc525615961e0a1ee1001c1a
before,rico,60,0,whole_run_group_blocked,refit_train,P1S57,166,2023-08-04 23:15:00,2023-08-05 02:00:00,2023-08-05 00:15:00,2023-08-05 03:00:00,03af0e7bf290d2b4926a1e7a9920b28d4251b2198265dd9ae5b5e066ac3b8d8e
before,rico,60,0,whole_run_group_blocked,refit_train,P1S58,166,2023-08-05 03:15:00,2023-08-05 06:00:00,2023-08-05 04:15:00,2023-08-05 07:00:00,12a2e11f998eb950e044e5ab663a3b6788db69210a20fc3bab81354298d80775
before,rico,60,0,whole_run_group_blocked,refit_train,P1S59,166,2023-08-05 07:15:00,2023-08-05 10:00:00,2023-08-05 08:15:00,2023-08-05 11:00:00,9ce2d95f2872853d63a461d0d3145b6f3b918b8b5715d0b6dff05e4d1e15061b
before,rico,60,0,whole_run_group_blocked,refit_train,P1S60,166,2023-08-05 11:15:00,2023-08-05 14:00:00,2023-08-05 12:15:00,2023-08-05 15:00:00,8d5cd967755c0197a53bd68205e8dfbb693adce8aa3e21b356e6b18fdaec511f
before,rico,60,0,whole_run_group_blocked,refit_train,P1S61,166,2023-08-05 15:15:00,2023-08-05 18:00:00,2023-08-05 16:15:00,2023-08-05 19:00:00,de13fbe68188a674d26c3d8d636f9a3c404549442b2218fde8c5c66c2438671b
before,rico,60,0,whole_run_group_blocked,refit_train,P1S62,166,2023-08-05 19:15:00,2023-08-05 22:00:00,2023-08-05 20:15:00,2023-08-05 23:00:00,303dcd7b96cbb8a0e401321a3906a13eaeecba6ae06261e81e70017cf35e61eb
before,rico,60,0,whole_run_group_blocked,refit_train,P1S63,166,2023-08-05 23:15:00,2023-08-06 02:00:00,2023-08-06 00:15:00,2023-08-06 03:00:00,de76b4b08df64f847f104f4424f057ab59e7f75a846070dda03ce7c979bf7a5f
before,rico,60,0,whole_run_group_blocked,refit_train,P1S64,166,2023-08-06 03:15:00,2023-08-06 06:00:00,2023-08-06 04:15:00,2023-08-06 07:00:00,974f207b685ae424195d6fb960265097041adb638a69d182d20b39af4f2b2902
before,rico,60,0,whole_run_group_blocked,refit_train,P1S65,166,2023-08-06 07:15:00,2023-08-06 10:00:00,2023-08-06 08:15:00,2023-08-06 11:00:00,2a7b545d82d9a71aca5c6a25d5f3c798bd3da6880b4f0176abd60467af06db40
before,rico,60,0,whole_run_group_blocked,refit_train,P1S67,166,2023-08-06 15:15:00,2023-08-06 18:00:00,2023-08-06 16:15:00,2023-08-06 19:00:00,249f2ab83bb57535614d6ccb113c5eaefec871bdcd241af4692196aefc1f7db0
before,rico,60,0,whole_run_group_blocked,refit_train,P1S68,166,2023-08-06 19:15:00,2023-08-06 22:00:00,2023-08-06 20:15:00,2023-08-06 23:00:00,592f21d9985fed020625542c1d0645203ddcc1f79fb43f97c3ced9db5dc162dc
before,rico,60,0,whole_run_group_blocked,refit_train,P1S69,166,2023-08-06 23:15:00,2023-08-07 02:00:00,2023-08-07 00:15:00,2023-08-07 03:00:00,7f9c70c051450bd8cd78d117a4a9fd901c41fd1d89f5a08e9ddf1c01346cfe59
before,rico,60,0,whole_run_group_blocked,refit_train,P1S70,166,2023-08-07 03:15:00,2023-08-07 06:00:00,2023-08-07 04:15:00,2023-08-07 07:00:00,87518eea001fcc6d33f243fd538e255f805573589fe79cff55366f810d4b1d23
before,rico,60,0,whole_run_group_blocked,refit_train,P1S72,166,2023-08-07 11:15:00,2023-08-07 14:00:00,2023-08-07 12:15:00,2023-08-07 15:00:00,786123cc064d62669e4c443a240769a811be08cbf1b085a0b4364d916fe11c82
before,rico,60,0,whole_run_group_blocked,refit_train,P1S73,166,2023-08-07 15:15:00,2023-08-07 18:00:00,2023-08-07 16:15:00,2023-08-07 19:00:00,0337ec16a02235ff69e56b1439a6be472801e62b920dcb5877dba474cf29c50e
before,rico,60,0,whole_run_group_blocked,refit_train,P1S74,166,2023-08-07 19:15:00,2023-08-07 22:00:00,2023-08-07 20:15:00,2023-08-07 23:00:00,d8b07dce71b75b2262ac8273a796bcbed98916bc9158f3bd97e664774fdecd80
before,rico,60,0,whole_run_group_blocked,refit_train,P1S75,166,2023-08-07 23:15:00,2023-08-08 02:00:00,2023-08-08 00:15:00,2023-08-08 03:00:00,697c64ed56eed45ddd8945f1215561f344651f025137f9526438e8e119b6a751
before,rico,60,0,whole_run_group_blocked,refit_train,P1S76,166,2023-08-08 03:15:00,2023-08-08 06:00:00,2023-08-08 04:15:00,2023-08-08 07:00:00,7a03c1bc5502fb8b6c0b943cab237b89c2865c7498593ac474eb9cdea8d6e585
before,rico,60,0,whole_run_group_blocked,refit_train,P1S77,166,2023-08-08 07:15:00,2023-08-08 10:00:00,2023-08-08 08:15:00,2023-08-08 11:00:00,97df4c96c5d47896b6edb48dd9886a01b81f0aca2c5af3a352d1b3cf92176138
before,rico,60,0,whole_run_group_blocked,refit_train,P1S78,166,2023-08-08 11:15:00,2023-08-08 14:00:00,2023-08-08 12:15:00,2023-08-08 15:00:00,774b6eae616a12361aec84cad3196d957c0cd7ac422421ee8ae2957c111f4d8e
before,rico,60,0,whole_run_group_blocked,refit_train,P1S79,166,2023-08-08 15:15:00,2023-08-08 18:00:00,2023-08-08 16:15:00,2023-08-08 19:00:00,8fd696c4fd8a32ccd81c1fff2770d55e2c08a1f22a9393625567792940e2c6e0
before,rico,60,0,whole_run_group_blocked,refit_train,P1S80,166,2023-08-08 19:15:00,2023-08-08 22:00:00,2023-08-08 20:15:00,2023-08-08 23:00:00,f16a76209c1ac1be5c9a53f8a9e7658e7edf916f3a066c197b541e2f56e3d4d4
before,rico,60,0,whole_run_group_blocked,refit_train,P1S81,166,2023-08-08 23:15:00,2023-08-09 02:00:00,2023-08-09 00:15:00,2023-08-09 03:00:00,a823862d2ebcc60a4e3364c65ead33499df2881d44cbacdfda1ca236ea2a662d
before,rico,60,0,whole_run_group_blocked,refit_train,P1S82,166,2023-08-09 03:15:00,2023-08-09 06:00:00,2023-08-09 04:15:00,2023-08-09 07:00:00,8140217694bef5c15aa4a518b77ddd203c78d2fd986385cae3a16759823e40e0
before,rico,60,0,whole_run_group_blocked,refit_train,P1S83,166,2023-08-09 07:15:00,2023-08-09 10:00:00,2023-08-09 08:15:00,2023-08-09 11:00:00,fd7372f621ccc7d0adde0bcd076cb081975cd85a0622aa1cf14c45096cda2431
before,rico,60,0,whole_run_group_blocked,refit_train,P1S85,166,2023-08-09 15:15:00,2023-08-09 18:00:00,2023-08-09 16:15:00,2023-08-09 19:00:00,aca45fbb34a06552bae22b645cf464a263c051f437032d67bb4657650b4aaed8
before,rico,60,0,whole_run_group_blocked,refit_train,P1S86,166,2023-08-09 19:15:00,2023-08-09 22:00:00,2023-08-09 20:15:00,2023-08-09 23:00:00,e41d1606b376e31881c8bec7c8bd180bec4407b1b6df7630bc0174a8bf6762bf
before,rico,60,0,whole_run_group_blocked,refit_train,P1S87,166,2023-08-09 23:15:00,2023-08-10 02:00:00,2023-08-10 00:15:00,2023-08-10 03:00:00,5e82df97500462903c9d82e4e27cbd1dc079642f769e0239890e2447f389c839
before,rico,60,0,whole_run_group_blocked,refit_train,P1S89,166,2023-08-10 07:15:00,2023-08-10 10:00:00,2023-08-10 08:15:00,2023-08-10 11:00:00,3e2688cba575ae0853327ad4f3e5409d36d13b8b0e7919c48ecd2289e8b7032b
before,rico,60,0,whole_run_group_blocked,refit_train,P1S91,166,2023-08-10 15:15:00,2023-08-10 18:00:00,2023-08-10 16:15:00,2023-08-10 19:00:00,ff32bb0beec609a27b6e8f51caa75b975c1df649d652e7cb66c762cc4a74a0d3
before,rico,60,0,whole_run_group_blocked,refit_train,P1S92,166,2023-08-10 19:15:00,2023-08-10 22:00:00,2023-08-10 20:15:00,2023-08-10 23:00:00,94eec467194e2451c2fca4a8eef21876e3d0356fef41ce9fc4c2cf4812cd1d32
before,rico,60,0,whole_run_group_blocked,refit_train,P1S93,166,2023-08-10 23:15:00,2023-08-11 02:00:00,2023-08-11 00:15:00,2023-08-11 03:00:00,a1b3b8063f37682b79bc55b69457258625bf2c499860ab2121999841a72a78c0
before,rico,60,0,whole_run_group_blocked,refit_train,P1S94,166,2023-08-11 03:15:00,2023-08-11 06:00:00,2023-08-11 04:15:00,2023-08-11 07:00:00,49f41b4a2667a6b46e5e6ef00cc18f794baee7c7ae05139fc31ba5960be72d09
before,rico,60,0,whole_run_group_blocked,refit_train,P1S95,166,2023-08-11 07:15:00,2023-08-11 10:00:00,2023-08-11 08:15:00,2023-08-11 11:00:00,7dff1ee2bf33438e2bb4ae1f1dc1cf631e212c157896bdd682c3d3041a9a0e0b
before,rico,60,0,whole_run_group_blocked,refit_train,P1S96,166,2023-08-11 11:15:00,2023-08-11 14:00:00,2023-08-11 12:15:00,2023-08-11 15:00:00,6f5039e1495afa819aa505a1d3d946e44ebf7bdfa77edd7951f0b7b98358df2e
before,rico,60,0,whole_run_group_blocked,refit_train,P1S98,166,2023-08-11 19:15:00,2023-08-11 22:00:00,2023-08-11 20:15:00,2023-08-11 23:00:00,2e717cac2c62033db9ed4e2e63ab7857a3b0bb46b6237ba5db3220a617917938
before,rico,60,0,whole_run_group_blocked,refit_train,P1S99,166,2023-08-11 23:15:00,2023-08-12 02:00:00,2023-08-12 00:15:00,2023-08-12 03:00:00,85efdb17b794e66aa30af0226e3f3d826033ce259d50fed31675fc69c575fa9b
before,rico,60,0,whole_run_group_blocked,refit_train,P1S101,166,2023-08-12 07:15:00,2023-08-12 10:00:00,2023-08-12 08:15:00,2023-08-12 11:00:00,fed8a58ebca10b4490f76e00961ea11033b9edebc66cf5ebdb12c6be2d96f266
before,rico,60,0,whole_run_group_blocked,refit_train,P3S0,166,2024-01-22 13:44:00,2024-01-22 16:29:00,2024-01-22 14:44:00,2024-01-22 17:29:00,61e6bce66c31bf5f61419d3283b2fc4d2189e453bce60b8b9630cc568a2bc661
before,rico,60,0,whole_run_group_blocked,refit_train,P3S1,166,2024-01-23 05:44:00,2024-01-23 08:29:00,2024-01-23 06:44:00,2024-01-23 09:29:00,5bbabb3ebc4be33a02c143e3c1d1fded03ba34f29124dd0e3d9e95693e9a654e
before,rico,60,0,whole_run_group_blocked,refit_train,P3S2,166,2024-01-23 21:44:00,2024-01-24 00:29:00,2024-01-23 22:44:00,2024-01-24 01:29:00,67d3128a243d4fbce8b0df0bc3d764ea196e2f397ecac30fc18264f263b4729d
