phase,dataset,horizon,outer_fold,scheme,boundary,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
before,pleia,1,0,chronological,inner_train->inner_calib,19813,9907,2021-01-08 00:00:00,2021-05-25 14:00:00,2021-05-25 14:10:00,2021-05-25 14:10:00,2021-08-02 09:10:00,2021-05-25 14:20:00,2021-08-02 09:20:00,1,0,,0,3c9865c0fd88a59397b01372706b3c75ec97c714a54053b681b535a42c2b19cc,b6bdcea0efeca5c07185bc1f75980e8a2570387a5c08e31f9cd301cf38cb60bd
before,pleia,1,0,chronological,inner_calib->inner_select,9907,9907,2021-05-25 14:10:00,2021-08-02 09:10:00,2021-08-02 09:20:00,2021-08-02 09:20:00,2021-10-10 04:20:00,2021-08-02 09:30:00,2021-10-10 04:30:00,1,0,,0,b6bdcea0efeca5c07185bc1f75980e8a2570387a5c08e31f9cd301cf38cb60bd,42d0c4713c5ecaaa74c82362a9855bbff73541096b246a9001cff04c23ca9dac
before,pleia,1,0,chronological,inner_select->outer_test,9907,9907,2021-08-02 09:20:00,2021-10-10 04:20:00,2021-10-10 04:30:00,2021-10-10 04:40:00,2021-12-17 23:40:00,2021-10-10 04:50:00,2021-12-17 23:50:00,0,0,,0,42d0c4713c5ecaaa74c82362a9855bbff73541096b246a9001cff04c23ca9dac,77c805ec1206f5f4b8d69c832dbcdd0c7a9105f7eb908635b0cdce64c5e7f6d4
before,pleia,1,0,chronological,refit_train->refit_calibration,29720,9907,2021-01-08 00:00:00,2021-08-02 09:10:00,2021-08-02 09:20:00,2021-08-02 09:20:00,2021-10-10 04:20:00,2021-08-02 09:30:00,2021-10-10 04:30:00,1,0,,0,66f18799dcd614a9ff415f567ac91b8e0bc173e88306dd5530297bb4eb0be787,42d0c4713c5ecaaa74c82362a9855bbff73541096b246a9001cff04c23ca9dac
before,pleia,1,0,chronological,refit_calibration->outer_test,9907,9907,2021-08-02 09:20:00,2021-10-10 04:20:00,2021-10-10 04:30:00,2021-10-10 04:40:00,2021-12-17 23:40:00,2021-10-10 04:50:00,2021-12-17 23:50:00,0,0,,0,42d0c4713c5ecaaa74c82362a9855bbff73541096b246a9001cff04c23ca9dac,77c805ec1206f5f4b8d69c832dbcdd0c7a9105f7eb908635b0cdce64c5e7f6d4
before,pleia,1,1,chronological,inner_train->inner_calib,14860,7430,2021-01-08 00:00:00,2021-04-21 04:30:00,2021-04-21 04:40:00,2021-04-21 04:40:00,2021-06-11 18:50:00,2021-04-21 04:50:00,2021-06-11 19:00:00,1,0,,0,026776f02c87544f286f1843fd4cf6269acc50ba67bc521eccd91c44a3df6a8f,0589c60879f1f23d9cf9666404d8c892da0e27057bd0cd4989f823a47bf62a7c
before,pleia,1,1,chronological,inner_calib->inner_select,7430,7430,2021-04-21 04:40:00,2021-06-11 18:50:00,2021-06-11 19:00:00,2021-06-11 19:00:00,2021-08-02 09:10:00,2021-06-11 19:10:00,2021-08-02 09:20:00,1,0,,0,0589c60879f1f23d9cf9666404d8c892da0e27057bd0cd4989f823a47bf62a7c,86657dcb0f77fbc9623945440c7506f715c60eb35a0730800cf21dfcbcbe1c03
before,pleia,1,1,chronological,inner_select->outer_test,7430,9907,2021-06-11 19:00:00,2021-08-02 09:10:00,2021-08-02 09:20:00,2021-08-02 09:30:00,2021-10-10 04:30:00,2021-08-02 09:40:00,2021-10-10 04:40:00,0,0,,0,86657dcb0f77fbc9623945440c7506f715c60eb35a0730800cf21dfcbcbe1c03,c8e3a1cedc00a08cc2d4b24cfd948e6f75432fbd0b28b80c87c5d7a3c856a903
before,pleia,1,1,chronological,refit_train->refit_calibration,22290,7430,2021-01-08 00:00:00,2021-06-11 18:50:00,2021-06-11 19:00:00,2021-06-11 19:00:00,2021-08-02 09:10:00,2021-06-11 19:10:00,2021-08-02 09:20:00,1,0,,0,6c3a7892e9227389e1d8299b8e1f48839b85ea920be9c38213044fbd0be69e54,86657dcb0f77fbc9623945440c7506f715c60eb35a0730800cf21dfcbcbe1c03
before,pleia,1,1,chronological,refit_calibration->outer_test,7430,9907,2021-06-11 19:00:00,2021-08-02 09:10:00,2021-08-02 09:20:00,2021-08-02 09:30:00,2021-10-10 04:30:00,2021-08-02 09:40:00,2021-10-10 04:40:00,0,0,,0,86657dcb0f77fbc9623945440c7506f715c60eb35a0730800cf21dfcbcbe1c03,c8e3a1cedc00a08cc2d4b24cfd948e6f75432fbd0b28b80c87c5d7a3c856a903
before,pleia,1,2,chronological,inner_train->inner_calib,9906,4953,2021-01-08 00:00:00,2021-03-17 18:50:00,2021-03-17 19:00:00,2021-03-17 19:00:00,2021-04-21 04:20:00,2021-03-17 19:10:00,2021-04-21 04:30:00,1,0,,0,3c8c45d7a07cba17b37ba7f7431e88b584eb45fd63162bf86c27ec92ae68bb84,2a914f3b4ed7962196f39770c296584f119d25a955d931986e54bffd37d647fb
before,pleia,1,2,chronological,inner_calib->inner_select,4953,4954,2021-03-17 19:00:00,2021-04-21 04:20:00,2021-04-21 04:30:00,2021-04-21 04:30:00,2021-05-25 14:00:00,2021-04-21 04:40:00,2021-05-25 14:10:00,1,0,,0,2a914f3b4ed7962196f39770c296584f119d25a955d931986e54bffd37d647fb,3d035a82a1c25db2861f3f6267e4cdb4c66195d89cc0bd97bce8e1c3b1a3a37c
before,pleia,1,2,chronological,inner_select->outer_test,4954,9907,2021-04-21 04:30:00,2021-05-25 14:00:00,2021-05-25 14:10:00,2021-05-25 14:20:00,2021-08-02 09:20:00,2021-05-25 14:30:00,2021-08-02 09:30:00,0,0,,0,3d035a82a1c25db2861f3f6267e4cdb4c66195d89cc0bd97bce8e1c3b1a3a37c,9873f938ec58b7643a4b9bb6625e3522fa47921a83ef136da20c6e62a17a410f
before,pleia,1,2,chronological,refit_train->refit_calibration,14859,4954,2021-01-08 00:00:00,2021-04-21 04:20:00,2021-04-21 04:30:00,2021-04-21 04:30:00,2021-05-25 14:00:00,2021-04-21 04:40:00,2021-05-25 14:10:00,1,0,,0,67e2ecfb156130da009905a3c65ed1c64539220da2d81ae5dcbc400231b7ed6f,3d035a82a1c25db2861f3f6267e4cdb4c66195d89cc0bd97bce8e1c3b1a3a37c
before,pleia,1,2,chronological,refit_calibration->outer_test,4954,9907,2021-04-21 04:30:00,2021-05-25 14:00:00,2021-05-25 14:10:00,2021-05-25 14:20:00,2021-08-02 09:20:00,2021-05-25 14:30:00,2021-08-02 09:30:00,0,0,,0,3d035a82a1c25db2861f3f6267e4cdb4c66195d89cc0bd97bce8e1c3b1a3a37c,9873f938ec58b7643a4b9bb6625e3522fa47921a83ef136da20c6e62a17a410f
before,pleia,3,0,chronological,inner_train->inner_calib,19812,9906,2021-01-07 23:40:00,2021-05-25 13:30:00,2021-05-25 14:00:00,2021-05-25 13:40:00,2021-08-02 08:30:00,2021-05-25 14:10:00,2021-08-02 09:00:00,3,0,,0,a82cccde0c0bd16e0630eab5d7f51b2c1a31f99da5848d5946ea2ec7768a0d73,bf0c79d0d70ff447877a7da1c498d85cbb0ed002b402a77869d9012e7ab44538
before,pleia,3,0,chronological,inner_calib->inner_select,9906,9907,2021-05-25 13:40:00,2021-08-02 08:30:00,2021-08-02 09:00:00,2021-08-02 08:40:00,2021-10-10 03:40:00,2021-08-02 09:10:00,2021-10-10 04:10:00,3,0,,0,bf0c79d0d70ff447877a7da1c498d85cbb0ed002b402a77869d9012e7ab44538,e17bdf4b0555084ffe740163dd3ff961ff42bdf55221dc12e928ef74803174f9
before,pleia,3,0,chronological,inner_select->outer_test,9907,9907,2021-08-02 08:40:00,2021-10-10 03:40:00,2021-10-10 04:10:00,2021-10-10 04:20:00,2021-12-17 23:20:00,2021-10-10 04:50:00,2021-12-17 23:50:00,0,0,,0,e17bdf4b0555084ffe740163dd3ff961ff42bdf55221dc12e928ef74803174f9,2c56104e38d2b03ffb6873b914346890d589bc0240acd42fd31d3b6d068570b6
before,pleia,3,0,chronological,refit_train->refit_calibration,29718,9907,2021-01-07 23:40:00,2021-08-02 08:30:00,2021-08-02 09:00:00,2021-08-02 08:40:00,2021-10-10 03:40:00,2021-08-02 09:10:00,2021-10-10 04:10:00,3,0,,0,d20f0a8015a81ca7e6a47aa5512e4abaa4ff1643eab79f93c0479d2405dee08f,e17bdf4b0555084ffe740163dd3ff961ff42bdf55221dc12e928ef74803174f9
before,pleia,3,0,chronological,refit_calibration->outer_test,9907,9907,2021-08-02 08:40:00,2021-10-10 03:40:00,2021-10-10 04:10:00,2021-10-10 04:20:00,2021-12-17 23:20:00,2021-10-10 04:50:00,2021-12-17 23:50:00,0,0,,0,e17bdf4b0555084ffe740163dd3ff961ff42bdf55221dc12e928ef74803174f9,2c56104e38d2b03ffb6873b914346890d589bc0240acd42fd31d3b6d068570b6
before,pleia,3,1,chronological,inner_train->inner_calib,14859,7429,2021-01-07 23:40:00,2021-04-21 04:00:00,2021-04-21 04:30:00,2021-04-21 04:10:00,2021-06-11 18:10:00,2021-04-21 04:40:00,2021-06-11 18:40:00,3,0,,0,15643ce845f22bd625678dd0f5a8ef6db87e33754a5902b40e2052d1a5a45430,2bbec91104e9fe2ccf3832cef90ad443ed9f542f0bcb8d627b595e55c6b4d755
before,pleia,3,1,chronological,inner_calib->inner_select,7429,7430,2021-04-21 04:10:00,2021-06-11 18:10:00,2021-06-11 18:40:00,2021-06-11 18:20:00,2021-08-02 08:30:00,2021-06-11 18:50:00,2021-08-02 09:00:00,3,0,,0,2bbec91104e9fe2ccf3832cef90ad443ed9f542f0bcb8d627b595e55c6b4d755,11ccb9c9287215411979c858201874ef71cdfaedf165f2216c7e45d1a55c85ea
before,pleia,3,1,chronological,inner_select->outer_test,7430,9907,2021-06-11 18:20:00,2021-08-02 08:30:00,2021-08-02 09:00:00,2021-08-02 09:10:00,2021-10-10 04:10:00,2021-08-02 09:40:00,2021-10-10 04:40:00,0,0,,0,11ccb9c9287215411979c858201874ef71cdfaedf165f2216c7e45d1a55c85ea,c5da2785e6c23a1036254aba633cd42130cf6b895b6cf8a36e621a2696ddb52b
before,pleia,3,1,chronological,refit_train->refit_calibration,22288,7430,2021-01-07 23:40:00,2021-06-11 18:10:00,2021-06-11 18:40:00,2021-06-11 18:20:00,2021-08-02 08:30:00,2021-06-11 18:50:00,2021-08-02 09:00:00,3,0,,0,30ce830b077d8d87891a9d17a0778f8e622b1d3e18183176d36d1b6efa286b25,11ccb9c9287215411979c858201874ef71cdfaedf165f2216c7e45d1a55c85ea
before,pleia,3,1,chronological,refit_calibration->outer_test,7430,9907,2021-06-11 18:20:00,2021-08-02 08:30:00,2021-08-02 09:00:00,2021-08-02 09:10:00,2021-10-10 04:10:00,2021-08-02 09:40:00,2021-10-10 04:40:00,0,0,,0,11ccb9c9287215411979c858201874ef71cdfaedf165f2216c7e45d1a55c85ea,c5da2785e6c23a1036254aba633cd42130cf6b895b6cf8a36e621a2696ddb52b
before,pleia,3,2,chronological,inner_train->inner_calib,9905,4953,2021-01-07 23:40:00,2021-03-17 18:20:00,2021-03-17 18:50:00,2021-03-17 18:30:00,2021-04-21 03:50:00,2021-03-17 19:00:00,2021-04-21 04:20:00,3,0,,0,195f1b3f79311ca048dae1f212b549a9e4cb57935b9677f479ca4667b37c4651,cecea5450687112e7d8bc4ac87b376fb414146bb7d3c0dffabb9abbf0cbf1ce6
before,pleia,3,2,chronological,inner_calib->inner_select,4953,4953,2021-03-17 18:30:00,2021-04-21 03:50:00,2021-04-21 04:20:00,2021-04-21 04:00:00,2021-05-25 13:20:00,2021-04-21 04:30:00,2021-05-25 13:50:00,3,0,,0,cecea5450687112e7d8bc4ac87b376fb414146bb7d3c0dffabb9abbf0cbf1ce6,bc8dcbffcea88647722e5e257b61365651fa909cf12f836e0b9e5a3e61f84141
before,pleia,3,2,chronological,inner_select->outer_test,4953,9907,2021-04-21 04:00:00,2021-05-25 13:20:00,2021-05-25 13:50:00,2021-05-25 14:00:00,2021-08-02 09:00:00,2021-05-25 14:30:00,2021-08-02 09:30:00,0,0,,0,bc8dcbffcea88647722e5e257b61365651fa909cf12f836e0b9e5a3e61f84141,bac99d6be4cb79fe22304f53e75236e112bbd0869eb6fec15e881e232b076cc3
before,pleia,3,2,chronological,refit_train->refit_calibration,14858,4953,2021-01-07 23:40:00,2021-04-21 03:50:00,2021-04-21 04:20:00,2021-04-21 04:00:00,2021-05-25 13:20:00,2021-04-21 04:30:00,2021-05-25 13:50:00,3,0,,0,67b576f8415d84291c342e92066cbfa59e46e0a2a339b365675cfa1a21440aae,bc8dcbffcea88647722e5e257b61365651fa909cf12f836e0b9e5a3e61f84141
before,pleia,3,2,chronological,refit_calibration->outer_test,4953,9907,2021-04-21 04:00:00,2021-05-25 13:20:00,2021-05-25 13:50:00,2021-05-25 14:00:00,2021-08-02 09:00:00,2021-05-25 14:30:00,2021-08-02 09:30:00,0,0,,0,bc8dcbffcea88647722e5e257b61365651fa909cf12f836e0b9e5a3e61f84141,bac99d6be4cb79fe22304f53e75236e112bbd0869eb6fec15e881e232b076cc3
before,pleia,6,0,chronological,inner_train->inner_calib,19811,9905,2021-01-07 23:10:00,2021-05-25 12:50:00,2021-05-25 13:50:00,2021-05-25 13:00:00,2021-08-02 07:40:00,2021-05-25 14:00:00,2021-08-02 08:40:00,6,0,,0,499576796c7ff43212927aac1bcc9bb2f9a356682550505db06fb9cd0a9f3d21,8fc93cedbe33666b0aed9155d141b016e314c9707f3a64ce125bc1997d5960e7
before,pleia,6,0,chronological,inner_calib->inner_select,9905,9906,2021-05-25 13:00:00,2021-08-02 07:40:00,2021-08-02 08:40:00,2021-08-02 07:50:00,2021-10-10 02:40:00,2021-08-02 08:50:00,2021-10-10 03:40:00,6,0,,0,8fc93cedbe33666b0aed9155d141b016e314c9707f3a64ce125bc1997d5960e7,f8405bfa9c47ed31fa685ae242412e10fb86195702805dde0bca0ee6f8d73643
before,pleia,6,0,chronological,inner_select->outer_test,9906,9907,2021-08-02 07:50:00,2021-10-10 02:40:00,2021-10-10 03:40:00,2021-10-10 03:50:00,2021-12-17 22:50:00,2021-10-10 04:50:00,2021-12-17 23:50:00,0,0,,0,f8405bfa9c47ed31fa685ae242412e10fb86195702805dde0bca0ee6f8d73643,d49d239e790e4d4ac222855ae25cdaac52374834298fd0a50aea54a1301ed1ee
before,pleia,6,0,chronological,refit_train->refit_calibration,29716,9906,2021-01-07 23:10:00,2021-08-02 07:40:00,2021-08-02 08:40:00,2021-08-02 07:50:00,2021-10-10 02:40:00,2021-08-02 08:50:00,2021-10-10 03:40:00,6,0,,0,9bd038f7ca9b4414fbc2617ea7133b63a7ee58c52e2e5b47a1487aa672c13b55,f8405bfa9c47ed31fa685ae242412e10fb86195702805dde0bca0ee6f8d73643
before,pleia,6,0,chronological,refit_calibration->outer_test,9906,9907,2021-08-02 07:50:00,2021-10-10 02:40:00,2021-10-10 03:40:00,2021-10-10 03:50:00,2021-12-17 22:50:00,2021-10-10 04:50:00,2021-12-17 23:50:00,0,0,,0,f8405bfa9c47ed31fa685ae242412e10fb86195702805dde0bca0ee6f8d73643,d49d239e790e4d4ac222855ae25cdaac52374834298fd0a50aea54a1301ed1ee
before,pleia,6,1,chronological,inner_train->inner_calib,14857,7429,2021-01-07 23:10:00,2021-04-21 03:10:00,2021-04-21 04:10:00,2021-04-21 03:20:00,2021-06-11 17:20:00,2021-04-21 04:20:00,2021-06-11 18:20:00,6,0,,0,309b35478f748a60e305ceb98df1e12d01b1ec6c1998070d740b2890084deeeb,da2abbc56f4cdff7196931d27ea2caaedb7921f768c50c4d2002f6aa700e53a2
before,pleia,6,1,chronological,inner_calib->inner_select,7429,7429,2021-04-21 03:20:00,2021-06-11 17:20:00,2021-06-11 18:20:00,2021-06-11 17:30:00,2021-08-02 07:30:00,2021-06-11 18:30:00,2021-08-02 08:30:00,6,0,,0,da2abbc56f4cdff7196931d27ea2caaedb7921f768c50c4d2002f6aa700e53a2,3c40a57a57c6c8fbdb7ca1c46024d1cc0e490a1b80261a6ac703c5064a0b59f1
before,pleia,6,1,chronological,inner_select->outer_test,7429,9907,2021-06-11 17:30:00,2021-08-02 07:30:00,2021-08-02 08:30:00,2021-08-02 08:40:00,2021-10-10 03:40:00,2021-08-02 09:40:00,2021-10-10 04:40:00,0,0,,0,3c40a57a57c6c8fbdb7ca1c46024d1cc0e490a1b80261a6ac703c5064a0b59f1,fa45890988d25946876a84abd68f3543a379c544700b897ef1b1b0aedab6c64d
before,pleia,6,1,chronological,refit_train->refit_calibration,22286,7429,2021-01-07 23:10:00,2021-06-11 17:20:00,2021-06-11 18:20:00,2021-06-11 17:30:00,2021-08-02 07:30:00,2021-06-11 18:30:00,2021-08-02 08:30:00,6,0,,0,e1483b2089bc144478e9f92b24d61f7d8fab5c689d8554224aa3395ab696ce29,3c40a57a57c6c8fbdb7ca1c46024d1cc0e490a1b80261a6ac703c5064a0b59f1
before,pleia,6,1,chronological,refit_calibration->outer_test,7429,9907,2021-06-11 17:30:00,2021-08-02 07:30:00,2021-08-02 08:30:00,2021-08-02 08:40:00,2021-10-10 03:40:00,2021-08-02 09:40:00,2021-10-10 04:40:00,0,0,,0,3c40a57a57c6c8fbdb7ca1c46024d1cc0e490a1b80261a6ac703c5064a0b59f1,fa45890988d25946876a84abd68f3543a379c544700b897ef1b1b0aedab6c64d
before,pleia,6,2,chronological,inner_train->inner_calib,9904,4952,2021-01-07 23:10:00,2021-03-17 17:40:00,2021-03-17 18:40:00,2021-03-17 17:50:00,2021-04-21 03:00:00,2021-03-17 18:50:00,2021-04-21 04:00:00,6,0,,0,3e5119a58ef2e163f784b6b817b6f2f8191b73ea22c93d50483670e6ef4530a5,f347844a71005e6ecee7d1e1982663c1971ab3fc05a191a53a10d7a433d0a9f5
before,pleia,6,2,chronological,inner_calib->inner_select,4952,4952,2021-03-17 17:50:00,2021-04-21 03:00:00,2021-04-21 04:00:00,2021-04-21 03:10:00,2021-05-25 12:20:00,2021-04-21 04:10:00,2021-05-25 13:20:00,6,0,,0,f347844a71005e6ecee7d1e1982663c1971ab3fc05a191a53a10d7a433d0a9f5,032fc7c88a210b63cd98661a9a0d4954b2ea6d302e7e167af18b73fd330164d3
before,pleia,6,2,chronological,inner_select->outer_test,4952,9907,2021-04-21 03:10:00,2021-05-25 12:20:00,2021-05-25 13:20:00,2021-05-25 13:30:00,2021-08-02 08:30:00,2021-05-25 14:30:00,2021-08-02 09:30:00,0,0,,0,032fc7c88a210b63cd98661a9a0d4954b2ea6d302e7e167af18b73fd330164d3,c6974f8d3bde0930d9d56239e658a56ee8f6554aea2606844b45a070315571f1
before,pleia,6,2,chronological,refit_train->refit_calibration,14856,4952,2021-01-07 23:10:00,2021-04-21 03:00:00,2021-04-21 04:00:00,2021-04-21 03:10:00,2021-05-25 12:20:00,2021-04-21 04:10:00,2021-05-25 13:20:00,6,0,,0,b3a2c23a097ba246e3488d9af0ceb066cfe4ab33fe7bdae6c0c8fdc0cca1c54b,032fc7c88a210b63cd98661a9a0d4954b2ea6d302e7e167af18b73fd330164d3
before,pleia,6,2,chronological,refit_calibration->outer_test,4952,9907,2021-04-21 03:10:00,2021-05-25 12:20:00,2021-05-25 13:20:00,2021-05-25 13:30:00,2021-08-02 08:30:00,2021-05-25 14:30:00,2021-08-02 09:30:00,0,0,,0,032fc7c88a210b63cd98661a9a0d4954b2ea6d302e7e167af18b73fd330164d3,c6974f8d3bde0930d9d56239e658a56ee8f6554aea2606844b45a070315571f1
before,pleia_energy,1,0,chronological,inner_train->inner_calib,19813,9907,2021-01-07 23:50:00,2021-05-25 13:50:00,2021-05-25 14:00:00,2021-05-25 14:00:00,2021-08-02 09:00:00,2021-05-25 14:10:00,2021-08-02 09:10:00,1,0,,0,42646bc7936b0099bdebe808c6199e0ccbe975ede09e7712205149d00d31d7a1,bc43489126279e531661ba68b9743fda3502cec95a36ea7ec09692c03ea90a20
before,pleia_energy,1,0,chronological,inner_calib->inner_select,9907,9907,2021-05-25 14:00:00,2021-08-02 09:00:00,2021-08-02 09:10:00,2021-08-02 09:10:00,2021-10-10 04:10:00,2021-08-02 09:20:00,2021-10-10 04:20:00,1,0,,0,bc43489126279e531661ba68b9743fda3502cec95a36ea7ec09692c03ea90a20,f0f8b451dfb574d144f74d9b8f12760a1e9f5f23be72da1c5af27a0ab50e441e
before,pleia_energy,1,0,chronological,inner_select->outer_test,9907,9909,2021-08-02 09:10:00,2021-10-10 04:10:00,2021-10-10 04:20:00,2021-10-10 04:30:00,2021-12-17 23:50:00,2021-10-10 04:40:00,2021-12-18 00:00:00,0,0,,0,f0f8b451dfb574d144f74d9b8f12760a1e9f5f23be72da1c5af27a0ab50e441e,476e7318dbf374e67575f39312f24c0e0b1fa6742e837eb8e7680478b99ee1bc
before,pleia_energy,1,0,chronological,refit_train->refit_calibration,29720,9907,2021-01-07 23:50:00,2021-08-02 09:00:00,2021-08-02 09:10:00,2021-08-02 09:10:00,2021-10-10 04:10:00,2021-08-02 09:20:00,2021-10-10 04:20:00,1,0,,0,6e7dc27087fe443c4c95a4d315824eeda4e839a652fd73b1e460a91abd23e7f2,f0f8b451dfb574d144f74d9b8f12760a1e9f5f23be72da1c5af27a0ab50e441e
before,pleia_energy,1,0,chronological,refit_calibration->outer_test,9907,9909,2021-08-02 09:10:00,2021-10-10 04:10:00,2021-10-10 04:20:00,2021-10-10 04:30:00,2021-12-17 23:50:00,2021-10-10 04:40:00,2021-12-18 00:00:00,0,0,,0,f0f8b451dfb574d144f74d9b8f12760a1e9f5f23be72da1c5af27a0ab50e441e,476e7318dbf374e67575f39312f24c0e0b1fa6742e837eb8e7680478b99ee1bc
before,pleia_energy,1,1,chronological,inner_train->inner_calib,14860,7430,2021-01-07 23:50:00,2021-04-21 04:20:00,2021-04-21 04:30:00,2021-04-21 04:30:00,2021-06-11 18:40:00,2021-04-21 04:40:00,2021-06-11 18:50:00,1,0,,0,c928c407af9415e9622df8ea229e486a06945b90bf5c31bf21d213b206869bea,40c000db18fbd1f504af0f4acd69a9e3b981b52d1c1d8e60423f4079ea20bb70
before,pleia_energy,1,1,chronological,inner_calib->inner_select,7430,7430,2021-04-21 04:30:00,2021-06-11 18:40:00,2021-06-11 18:50:00,2021-06-11 18:50:00,2021-08-02 09:00:00,2021-06-11 19:00:00,2021-08-02 09:10:00,1,0,,0,40c000db18fbd1f504af0f4acd69a9e3b981b52d1c1d8e60423f4079ea20bb70,9c360aca5b71da423ffaf9138f7f64d749447e9d8487e7c6abee5f77833d1e98
before,pleia_energy,1,1,chronological,inner_select->outer_test,7430,9907,2021-06-11 18:50:00,2021-08-02 09:00:00,2021-08-02 09:10:00,2021-08-02 09:20:00,2021-10-10 04:20:00,2021-08-02 09:30:00,2021-10-10 04:30:00,0,0,,0,9c360aca5b71da423ffaf9138f7f64d749447e9d8487e7c6abee5f77833d1e98,42d0c4713c5ecaaa74c82362a9855bbff73541096b246a9001cff04c23ca9dac
before,pleia_energy,1,1,chronological,refit_train->refit_calibration,22290,7430,2021-01-07 23:50:00,2021-06-11 18:40:00,2021-06-11 18:50:00,2021-06-11 18:50:00,2021-08-02 09:00:00,2021-06-11 19:00:00,2021-08-02 09:10:00,1,0,,0,cf1eba353f743af517ea3b6f2a21cfd3c3ea31c24535c8d0781cfae5e9bab718,9c360aca5b71da423ffaf9138f7f64d749447e9d8487e7c6abee5f77833d1e98
before,pleia_energy,1,1,chronological,refit_calibration->outer_test,7430,9907,2021-06-11 18:50:00,2021-08-02 09:00:00,2021-08-02 09:10:00,2021-08-02 09:20:00,2021-10-10 04:20:00,2021-08-02 09:30:00,2021-10-10 04:30:00,0,0,,0,9c360aca5b71da423ffaf9138f7f64d749447e9d8487e7c6abee5f77833d1e98,42d0c4713c5ecaaa74c82362a9855bbff73541096b246a9001cff04c23ca9dac
before,pleia_energy,1,2,chronological,inner_train->inner_calib,9906,4953,2021-01-07 23:50:00,2021-03-17 18:40:00,2021-03-17 18:50:00,2021-03-17 18:50:00,2021-04-21 04:10:00,2021-03-17 19:00:00,2021-04-21 04:20:00,1,0,,0,2cc2306761418c6d150b42de1bd9d24a11148af8823f13b4aa23b38cec960031,af2dbfce54bc80c97b7250e3d85c70b3feb7714d2fb1b6436b4b00eeaec9ed9e
before,pleia_energy,1,2,chronological,inner_calib->inner_select,4953,4954,2021-03-17 18:50:00,2021-04-21 04:10:00,2021-04-21 04:20:00,2021-04-21 04:20:00,2021-05-25 13:50:00,2021-04-21 04:30:00,2021-05-25 14:00:00,1,0,,0,af2dbfce54bc80c97b7250e3d85c70b3feb7714d2fb1b6436b4b00eeaec9ed9e,a13613150b9860333ae69f89996ce813bb253ed2ac65b95eced5609d44d773d6
before,pleia_energy,1,2,chronological,inner_select->outer_test,4954,9907,2021-04-21 04:20:00,2021-05-25 13:50:00,2021-05-25 14:00:00,2021-05-25 14:10:00,2021-08-02 09:10:00,2021-05-25 14:20:00,2021-08-02 09:20:00,0,0,,0,a13613150b9860333ae69f89996ce813bb253ed2ac65b95eced5609d44d773d6,b6bdcea0efeca5c07185bc1f75980e8a2570387a5c08e31f9cd301cf38cb60bd
before,pleia_energy,1,2,chronological,refit_train->refit_calibration,14859,4954,2021-01-07 23:50:00,2021-04-21 04:10:00,2021-04-21 04:20:00,2021-04-21 04:20:00,2021-05-25 13:50:00,2021-04-21 04:30:00,2021-05-25 14:00:00,1,0,,0,fe2d59bb10f03e9f540a6990e2e8581271f0828a64005aa5cab568cf0d6f2c39,a13613150b9860333ae69f89996ce813bb253ed2ac65b95eced5609d44d773d6
before,pleia_energy,1,2,chronological,refit_calibration->outer_test,4954,9907,2021-04-21 04:20:00,2021-05-25 13:50:00,2021-05-25 14:00:00,2021-05-25 14:10:00,2021-08-02 09:10:00,2021-05-25 14:20:00,2021-08-02 09:20:00,0,0,,0,a13613150b9860333ae69f89996ce813bb253ed2ac65b95eced5609d44d773d6,b6bdcea0efeca5c07185bc1f75980e8a2570387a5c08e31f9cd301cf38cb60bd
before,pleia_energy,3,0,chronological,inner_train->inner_calib,19812,9906,2021-01-07 23:30:00,2021-05-25 13:20:00,2021-05-25 13:50:00,2021-05-25 13:30:00,2021-08-02 08:20:00,2021-05-25 14:00:00,2021-08-02 08:50:00,3,0,,0,67dcf1d38fd0d3e357ba05daa8a80c81410b6bc52bf24fbf79acbc3a00f9b589,f4f17b3475f19e837804d4726ff866b4242702f8f2981d5da33158883490bcd7
before,pleia_energy,3,0,chronological,inner_calib->inner_select,9906,9907,2021-05-25 13:30:00,2021-08-02 08:20:00,2021-08-02 08:50:00,2021-08-02 08:30:00,2021-10-10 03:30:00,2021-08-02 09:00:00,2021-10-10 04:00:00,3,0,,0,f4f17b3475f19e837804d4726ff866b4242702f8f2981d5da33158883490bcd7,6270ee4d46414d3486ec1f7aaa41d433d070bdf50f2b15eaff319060c80f4e45
before,pleia_energy,3,0,chronological,inner_select->outer_test,9907,9909,2021-08-02 08:30:00,2021-10-10 03:30:00,2021-10-10 04:00:00,2021-10-10 04:10:00,2021-12-17 23:30:00,2021-10-10 04:40:00,2021-12-18 00:00:00,0,0,,0,6270ee4d46414d3486ec1f7aaa41d433d070bdf50f2b15eaff319060c80f4e45,ae5506e6b646c1fa25ed2290b0ef64c2f71b595bb6b134f88e76887f8fbc41af
