candidate_id,group_id,exposure_days,clean_episodes,unmatched_episodes,corrupted_episodes,time_in_alert_days,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,tp0,tp1,tp2,tp3,tp4,tp5,tp6,tp7,tp8,tp9,tp10,tp11,tp12,tp13,tp14,tp15,tp16,tp17,tp18,tp19,tp20,outer_fold
c0012_23099bed3753,Lamb_assembly_Bertie,144.83333333333331,298.0,1407.0,1705.0,19.891666666666666,3.0,7.0,13.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,3.0,7.0,12.0,15.0,15.0,14.0,7.0,10.0,11.0,18.0,20.0,20.0,19.0,20.0,20.0,15.0,16.0,15.0,14.0,13.0,14.0,0
c0012_23099bed3753,Lamb_assembly_Cesar,144.83333333333331,6.0,39.0,257.0,3.7583333333333333,7.0,11.0,18.0,19.0,18.0,17.0,2.0,3.0,5.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,7.0,11.0,18.0,19.0,18.0,16.0,1.0,2.0,2.0,5.0,4.0,5.0,7.0,8.0,14.0,6.0,15.0,17.0,9.0,16.0,18.0,0
c0012_23099bed3753,Moose_education_Ricardo,134.83333333333331,48.0,270.0,532.0,6.1499999999999995,6.0,8.0,14.0,16.0,17.0,18.0,19.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,6.0,8.0,14.0,16.0,17.0,18.0,0.0,7.0,5.0,18.0,17.0,16.0,14.0,15.0,15.0,10.0,15.0,15.0,8.0,13.0,15.0,0
c0012_23099bed3753,Mouse_health_Estela,144.83333333333331,37.0,226.0,485.0,6.416666666666667,2.0,7.0,13.0,15.0,15.0,15.0,4.0,10.0,11.0,8.0,9.0,12.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,2.0,7.0,13.0,14.0,15.0,15.0,0.0,6.0,3.0,8.0,9.0,12.0,17.0,18.0,20.0,17.0,20.0,19.0,15.0,13.0,16.0,0
c0012_23099bed3753,Mouse_health_Justin,144.83333333333331,81.0,421.0,695.0,9.225,7.0,12.0,19.0,20.0,20.0,19.0,9.0,7.0,9.0,8.0,9.0,8.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,7.0,12.0,19.0,20.0,20.0,18.0,3.0,4.0,6.0,8.0,9.0,8.0,14.0,15.0,15.0,14.0,15.0,16.0,14.0,18.0,19.0,0
c0013_a21278d4e492,Eagle_assembly_Benny,144.83333333333331,0.0,0.0,34.0,0.525,4.0,12.0,14.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,1.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,4.0,0
c0013_a21278d4e492,Eagle_assembly_Ian,144.83333333333331,4.0,17.0,62.0,0.775,7.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,0.0,1.0,5.0,0.0,4.0,15.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,7.0,0
c0013_a21278d4e492,Fox_education_Henrietta,144.83333333333331,1.0,5.0,38.0,0.6166666666666667,5.0,9.0,16.0,20.0,20.0,20.0,19.0,20.0,20.0,18.0,18.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,0.0,2.0,4.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0
c0013_a21278d4e492,Hog_assembly_Colette,144.83333333333331,2.0,7.0,55.0,0.7583333333333333,4.0,8.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,0.0,0.0,1.0,2.0,4.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,3.0,10.0,0
c0013_a21278d4e492,Hog_assembly_Dona,144.83333333333331,2.0,9.0,57.0,0.775,5.0,15.0,14.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,0.0,0.0,3.0,1.0,6.0,20.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,8.0,0
c0013_a21278d4e492,Lamb_assembly_Bertie,144.83333333333331,15.0,62.0,131.0,2.075,3.0,7.0,13.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,0.0,0.0,5.0,0.0,9.0,15.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,8.0,1.0,4.0,8.0,0
c0013_a21278d4e492,Lamb_assembly_Cesar,144.83333333333331,0.0,0.0,47.0,0.7,7.0,11.0,18.0,19.0,18.0,17.0,2.0,3.0,5.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,0.0,0.0,2.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,1.0,8.0,0
c0013_a21278d4e492,Moose_education_Ricardo,134.83333333333331,1.0,5.0,48.0,0.7583333333333333,6.0,8.0,14.0,16.0,17.0,18.0,19.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,1.0,3.0,0.0,1.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,10.0,0
c0013_a21278d4e492,Mouse_health_Estela,144.83333333333331,6.0,24.0,84.0,1.1,2.0,7.0,13.0,15.0,15.0,15.0,4.0,10.0,11.0,8.0,9.0,12.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,4.0,5.0,5.0,7.0,13.0,0
c0013_a21278d4e492,Mouse_health_Justin,144.83333333333331,3.0,15.0,110.0,1.5166666666666666,7.0,12.0,19.0,20.0,20.0,19.0,9.0,7.0,9.0,8.0,9.0,8.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,0.0,2.0,5.0,0.0,3.0,19.0,0.0,0.0,3.0,0.0,5.0,5.0,0.0,0.0,4.0,1.0,4.0,8.0,7.0,12.0,17.0,0
c0024_ba16b82adffd,Eagle_assembly_Benny,144.83333333333331,163.0,647.0,899.0,8.783333333333333,4.0,12.0,14.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,4.0,12.0,13.0,19.0,20.0,20.0,6.0,2.0,7.0,20.0,19.0,18.0,9.0,12.0,15.0,7.0,12.0,13.0,2.0,8.0,14.0,0
c0024_ba16b82adffd,Eagle_assembly_Ian,144.83333333333331,160.0,599.0,854.0,8.683333333333334,7.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,7.0,12.0,14.0,15.0,15.0,15.0,1.0,3.0,4.0,13.0,16.0,17.0,10.0,15.0,20.0,13.0,13.0,20.0,3.0,11.0,18.0,0
c0024_ba16b82adffd,Fox_education_Henrietta,144.83333333333331,149.0,624.0,842.0,10.058333333333334,5.0,9.0,16.0,20.0,20.0,20.0,19.0,20.0,20.0,18.0,18.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,5.0,8.0,16.0,20.0,19.0,20.0,5.0,3.0,2.0,18.0,18.0,16.0,8.0,6.0,11.0,8.0,8.0,8.0,4.0,7.0,8.0,0
c0024_ba16b82adffd,Hog_assembly_Colette,144.83333333333331,175.0,642.0,907.0,8.991666666666667,4.0,8.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,4.0,8.0,14.0,15.0,15.0,15.0,4.0,4.0,4.0,16.0,17.0,18.0,14.0,17.0,20.0,10.0,15.0,20.0,6.0,13.0,16.0,0
c0024_ba16b82adffd,Hog_assembly_Dona,144.83333333333331,174.0,597.0,848.0,8.658333333333333,5.0,15.0,14.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,5.0,15.0,13.0,20.0,20.0,20.0,1.0,3.0,5.0,16.0,15.0,14.0,7.0,12.0,15.0,8.0,13.0,15.0,5.0,13.0,16.0,0
c0024_ba16b82adffd,Lamb_assembly_Bertie,144.83333333333331,168.0,554.0,809.0,8.766666666666666,3.0,7.0,13.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,3.0,7.0,13.0,15.0,15.0,15.0,3.0,6.0,9.0,17.0,18.0,15.0,14.0,16.0,18.0,10.0,15.0,16.0,7.0,8.0,15.0,0
c0024_ba16b82adffd,Lamb_assembly_Cesar,144.83333333333331,42.0,243.0,516.0,11.391666666666666,7.0,11.0,18.0,19.0,18.0,17.0,2.0,3.0,5.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,7.0,11.0,18.0,18.0,17.0,15.0,1.0,3.0,3.0,14.0,14.0,13.0,8.0,14.0,14.0,15.0,15.0,17.0,18.0,18.0,20.0,0
c0024_ba16b82adffd,Moose_education_Ricardo,134.83333333333331,149.0,493.0,760.0,8.9,6.0,8.0,14.0,16.0,17.0,18.0,19.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,6.0,8.0,13.0,16.0,17.0,17.0,4.0,6.0,6.0,18.0,17.0,16.0,14.0,15.0,15.0,10.0,15.0,15.0,10.0,14.0,15.0,0
c0024_ba16b82adffd,Mouse_health_Estela,144.83333333333331,65.0,274.0,529.0,8.183333333333334,2.0,7.0,13.0,15.0,15.0,15.0,4.0,10.0,11.0,8.0,9.0,12.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,2.0,7.0,13.0,14.0,15.0,14.0,0.0,4.0,3.0,8.0,9.0,12.0,17.0,18.0,20.0,18.0,17.0,19.0,16.0,13.0,16.0,0
c0024_ba16b82adffd,Mouse_health_Justin,144.83333333333331,72.0,281.0,544.0,9.558333333333334,7.0,12.0,19.0,20.0,20.0,19.0,9.0,7.0,9.0,8.0,9.0,8.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,7.0,11.0,19.0,20.0,19.0,19.0,3.0,2.0,7.0,8.0,9.0,8.0,11.0,15.0,15.0,12.0,15.0,16.0,10.0,18.0,19.0,0
diagnostic_persistence_split_095_single_sample,Eagle_assembly_Benny,144.83333333333331,0.0,9.0,104.0,1.65,4.0,12.0,14.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,4.0,12.0,14.0,19.0,20.0,20.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
diagnostic_persistence_split_095_single_sample,Eagle_assembly_Ian,144.83333333333331,333.0,1619.0,1926.0,21.73333333333333,7.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,7.0,12.0,14.0,15.0,14.0,15.0,8.0,9.0,5.0,14.0,16.0,17.0,15.0,19.0,20.0,15.0,20.0,19.0,14.0,20.0,19.0,0
diagnostic_persistence_split_095_single_sample,Fox_education_Henrietta,144.83333333333331,1.0,21.0,130.0,1.8833333333333333,5.0,9.0,16.0,20.0,20.0,20.0,19.0,20.0,20.0,18.0,18.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,5.0,9.0,16.0,20.0,20.0,20.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
diagnostic_persistence_split_095_single_sample,Hog_assembly_Colette,144.83333333333331,471.0,2242.0,2557.0,31.10833333333333,4.0,8.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,4.0,8.0,13.0,14.0,14.0,13.0,9.0,12.0,12.0,16.0,17.0,18.0,17.0,20.0,20.0,19.0,20.0,20.0,15.0,18.0,16.0,0
diagnostic_persistence_split_095_single_sample,Hog_assembly_Dona,144.83333333333331,331.0,1601.0,1894.0,19.775,5.0,15.0,14.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,5.0,15.0,14.0,19.0,20.0,17.0,11.0,8.0,13.0,15.0,15.0,15.0,12.0,14.0,15.0,11.0,14.0,15.0,11.0,16.0,18.0,0
diagnostic_persistence_split_095_single_sample,Lamb_assembly_Bertie,144.83333333333331,30.0,170.0,328.0,3.6666666666666665,3.0,7.0,13.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,3.0,7.0,13.0,15.0,15.0,15.0,3.0,2.0,5.0,8.0,7.0,5.0,4.0,0.0,19.0,3.0,2.0,17.0,0.0,1.0,14.0,0
diagnostic_persistence_split_095_single_sample,Lamb_assembly_Cesar,144.83333333333331,0.0,9.0,99.0,1.4833333333333334,7.0,11.0,18.0,19.0,18.0,17.0,2.0,3.0,5.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,20.0,20.0,7.0,11.0,18.0,19.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
diagnostic_persistence_split_095_single_sample,Moose_education_Ricardo,134.83333333333331,0.0,70.0,257.0,3.025,6.0,8.0,14.0,16.0,17.0,18.0,19.0,20.0,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,6.0,8.0,14.0,16.0,17.0,18.0,0.0,3.0,4.0,18.0,17.0,16.0,0.0,2.0,15.0,0.0,2.0,15.0,0.0,1.0,15.0,0
diagnostic_persistence_split_095_single_sample,Mouse_health_Estela,144.83333333333331,65.0,361.0,550.0,5.6499999999999995,2.0,7.0,13.0,15.0,15.0,15.0,4.0,10.0,11.0,8.0,9.0,12.0,20.0,20.0,20.0,20.0,20.0,19.0,18.0,17.0,16.0,2.0,6.0,13.0,15.0,15.0,15.0,2.0,4.0,3.0,8.0,9.0,12.0,6.0,7.0,20.0,4.0,6.0,19.0,3.0,4.0,16.0,0
diagnostic_persistence_split_095_single_sample,Mouse_health_Justin,144.83333333333331,180.0,918.0,1194.0,15.924999999999999,7.0,12.0,19.0,20.0,20.0,19.0,9.0,7.0,9.0,8.0,9.0,8.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,19.0,6.0,12.0,19.0,19.0,20.0,18.0,4.0,3.0,9.0,8.0,9.0,8.0,13.0,15.0,15.0,14.0,15.0,16.0,17.0,18.0,18.0,0
