stage,category,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
context_d5858223e66340a75051_v17,context_replay,0.6227455000043847,451706880,451743744,412598272,412663808,36864,452841472,4235960320,0.05,0.609375
context_d5858223e66340a75051_v18,context_replay,0.002782600000500679,451706880,451723264,412598272,412631040,16384,452841472,4255256576,0.05,0.0
context_d5858223e66340a75051_v19,context_replay,0.6540319000050658,451710976,453066752,412864512,414355456,1355776,453111808,4215832576,0.05,0.65625
context_d5858223e66340a75051_v2,context_replay,0.0029722999897785485,450633728,450650112,412065792,412098560,16384,451764224,4274548736,0.05,0.015625
context_d5858223e66340a75051_v20,context_replay,0.002331200012122281,451977216,451993600,413237248,413270016,16384,453111808,4256743424,0.05,0.0
context_d5858223e66340a75051_v21,context_replay,0.625455499990494,451977216,451997696,413237248,413286400,20480,453111808,4245962752,0.05,0.59375
context_d5858223e66340a75051_v22,context_replay,0.002560499997343868,451977216,451993600,413237248,413270016,16384,453111808,4243709952,0.05,0.0
context_d5858223e66340a75051_v23,context_replay,0.6293270000023767,451981312,452702208,413237248,414339072,720896,453181440,4235063296,0.05,0.59375
context_d5858223e66340a75051_v24,context_replay,0.002613399992696941,452046848,452063232,413237248,413270016,16384,453181440,4232179712,0.05,0.0
context_d5858223e66340a75051_v25,context_replay,0.6365893000038341,452046848,453279744,413237248,414351360,1232896,453447680,4219834368,0.05,0.625
context_d5858223e66340a75051_v26,context_replay,0.6795498999999836,452313088,453459968,413237248,414347264,1146880,453513216,4242423808,0.05,0.65625
context_d5858223e66340a75051_v27,context_replay,0.6247036999993725,452378624,452399104,413237248,413286400,20480,453513216,4239138816,0.05,0.609375
context_d5858223e66340a75051_v28,context_replay,0.65062780000153,452378624,452866048,413237248,414343168,487424,453513216,4228747264,0.05,0.640625
context_d5858223e66340a75051_v29,context_replay,0.6302675000042655,452378624,453156864,413237248,414339072,778240,453578752,4251021312,0.05,0.640625
context_d5858223e66340a75051_v3,context_replay,0.0023569000040879473,450633728,450650112,412065792,412098560,16384,451764224,4258947072,0.05,0.0
context_d5858223e66340a75051_v30,context_replay,0.6154535999958171,452448256,453005312,413507584,414609408,557056,453844992,4238004224,0.05,0.609375
context_d5858223e66340a75051_v31,context_replay,0.7915658999991138,452710400,453783552,413507584,414609408,1073152,453844992,4228898816,0.05,0.75
context_d5858223e66340a75051_v32,context_replay,0.6410990000003949,452714496,452734976,413507584,413556736,20480,453849088,4241764352,0.05,0.625
context_d5858223e66340a75051_v33,context_replay,0.6598214999976335,452714496,452734976,413507584,413556736,20480,453849088,4231286784,0.05,0.625
context_d5858223e66340a75051_v34,context_replay,0.6313235999987228,452714496,452734976,413507584,413556736,20480,453849088,4224700416,0.05,0.59375
context_d5858223e66340a75051_v35,context_replay,0.6300618999957805,452714496,453357568,413507584,414625792,643072,453849088,4234899456,0.05,0.625
context_d5858223e66340a75051_v36,context_replay,0.623583000007784,452718592,453971968,413773824,414875648,1253376,454180864,4235968512,0.05,0.609375
context_d5858223e66340a75051_v37,context_replay,0.7639478999917628,453046272,453267456,413773824,414875648,221184,454180864,4234444800,0.05,0.734375
context_d5858223e66340a75051_v38,context_replay,0.655869199996232,453046272,453398528,413773824,414883840,352256,454180864,4235063296,0.05,0.625
context_d5858223e66340a75051_v39,context_replay,0.7616739999939455,453046272,453820416,413773824,414875648,774144,454180864,4212391936,0.05,0.75
context_d5858223e66340a75051_v4,context_replay,0.6026277999917511,450633728,452079616,412065792,413196288,1445888,452112384,4261605376,0.05,0.5625
context_d5858223e66340a75051_v40,context_replay,0.6416252000053646,453046272,454086656,413773824,414892032,1040384,454180864,4232945664,0.05,0.609375
context_d5858223e66340a75051_v41,context_replay,0.6977570000017295,453132288,453615616,413773824,415248384,483328,454451200,4181815296,0.05,0.6875
context_d5858223e66340a75051_v42,context_replay,0.687874199997168,453316608,454361088,414146560,415268864,1044480,454516736,4174815232,0.05,0.671875
context_d5858223e66340a75051_v5,context_replay,0.6213791999907698,450977792,451563520,412065792,413167616,585728,452112384,4267524096,0.05,0.609375
context_d5858223e66340a75051_v6,context_replay,0.644144599995343,450977792,451010560,412065792,412127232,32768,452112384,4250198016,0.05,0.640625
context_d5858223e66340a75051_v7,context_replay,0.6191414999921108,450977792,451248128,412065792,413175808,270336,452112384,4242776064,0.05,0.609375
context_d5858223e66340a75051_v8,context_replay,0.0029817000031471252,450981888,450998272,412332032,412364800,16384,452112384,4268544000,0.05,0.0
context_d5858223e66340a75051_v9,context_replay,0.6346208000031766,450981888,452124672,412332032,413433856,1142784,452444160,4245917696,0.05,0.625
context_d831661c6244c5b8ca44_v0,context_replay,0.6543466000002809,516259840,517332992,480763904,481865728,1073152,517394432,3563360256,0.05,0.609375
context_d831661c6244c5b8ca44_v1,context_replay,0.003173899996909313,516259840,516276224,480763904,480796672,16384,517394432,3564572672,0.05,0.0
context_d831661c6244c5b8ca44_v10,context_replay,0.002281100008985959,516923392,516939776,481300480,481333248,16384,518057984,3586756608,0.05,0.0
context_d831661c6244c5b8ca44_v11,context_replay,0.6581722999981139,516923392,517996544,481300480,482402304,1073152,518057984,3553374208,0.05,0.671875
context_d831661c6244c5b8ca44_v12,context_replay,0.0022806000051787123,516923392,516939776,481300480,481333248,16384,518057984,3570626560,0.05,0.0
context_d831661c6244c5b8ca44_v13,context_replay,0.8143844000005629,516923392,517996544,481300480,482406400,1073152,518057984,3558608896,0.05,0.8125
context_d831661c6244c5b8ca44_v14,context_replay,0.002639300000737421,516927488,516927488,481566720,481566720,0,518057984,3582492672,0.05,0.0
context_d831661c6244c5b8ca44_v15,context_replay,0.6767381999961799,516927488,518041600,481566720,482668544,1114112,518324224,3564933120,0.05,0.65625
context_d831661c6244c5b8ca44_v16,context_replay,0.0037211000017123297,517189632,517206016,481566720,481599488,16384,518324224,3578302464,0.05,0.0
context_d831661c6244c5b8ca44_v17,context_replay,0.6363433000078658,517189632,517275648,481566720,481615872,86016,518385664,3564167168,0.05,0.625
context_d831661c6244c5b8ca44_v18,context_replay,0.003039100003661588,517259264,517275648,481832960,481865728,16384,518385664,3573821440,0.05,0.0
context_d831661c6244c5b8ca44_v19,context_replay,0.6284815999970306,517259264,518594560,481832960,482934784,1335296,518656000,3572637696,0.05,0.578125
context_d831661c6244c5b8ca44_v2,context_replay,0.6443965999933425,516259840,516861952,480763904,481886208,602112,517394432,3569766400,0.05,0.640625
context_d831661c6244c5b8ca44_v20,context_replay,0.0036659000033978373,517521408,517537792,481832960,481865728,16384,518656000,3566825472,0.05,0.015625
context_d831661c6244c5b8ca44_v21,context_replay,0.64290500000061,517521408,518656000,481832960,482934784,1134592,518717440,3575648256,0.05,0.578125
context_d831661c6244c5b8ca44_v22,context_replay,0.0025894999998854473,517591040,517607424,482099200,482131968,16384,518717440,3563085824,0.05,0.0
context_d831661c6244c5b8ca44_v23,context_replay,0.7163860000000568,517591040,518742016,482099200,483217408,1150976,519053312,3558150144,0.05,0.703125
context_d831661c6244c5b8ca44_v24,context_replay,0.003803600004175678,517918720,517935104,482099200,482131968,16384,519053312,3559292928,0.05,0.0
context_d831661c6244c5b8ca44_v25,context_replay,0.6631372000119882,517918720,518012928,482099200,482156544,94208,519118848,3586838528,0.05,0.671875
context_d831661c6244c5b8ca44_v26,context_replay,0.6475088000006508,517984256,518967296,482099200,483225600,983040,519118848,3557601280,0.05,0.640625
context_d831661c6244c5b8ca44_v27,context_replay,0.6460798000043724,517984256,518426624,482099200,483201024,442368,519118848,3565432832,0.05,0.640625
context_d831661c6244c5b8ca44_v28,context_replay,0.7423704000102589,517988352,518492160,482365440,483467264,503808,519385088,3553615872,0.05,0.71875
context_d831661c6244c5b8ca44_v29,context_replay,0.6315441000042483,518250496,519331840,482365440,483475456,1081344,519385088,3542151168,0.05,0.625
context_d831661c6244c5b8ca44_v3,context_replay,0.7216409999964526,516263936,517607424,481030144,482140160,1343488,517660672,3566788608,0.05,0.71875
context_d831661c6244c5b8ca44_v30,context_replay,0.6307166000042344,518250496,519368704,482365440,483512320,1118208,519385088,3538710528,0.05,0.625
context_d831661c6244c5b8ca44_v31,context_replay,0.6341780999937328,518250496,519061504,482365440,483475456,811008,519450624,3538698240,0.05,0.609375
context_d831661c6244c5b8ca44_v32,context_replay,0.7242817999940598,518316032,518705152,482365440,483479552,389120,519450624,3529904128,0.05,0.703125
context_d831661c6244c5b8ca44_v33,context_replay,0.6228344999981346,518320128,519536640,482631680,483733504,1216512,519716864,3547877376,0.05,0.578125
context_d831661c6244c5b8ca44_v34,context_replay,0.66351620000205,518582272,519110656,482631680,483733504,528384,519716864,3545243648,0.05,0.671875
context_d831661c6244c5b8ca44_v35,context_replay,0.6900438000011491,518582272,519397376,482631680,483733504,815104,519782400,3529715712,0.05,0.671875
context_d831661c6244c5b8ca44_v36,context_replay,0.6720965999993496,518647808,519168000,482631680,483737600,520192,519782400,3515437056,0.05,0.671875
context_d831661c6244c5b8ca44_v37,context_replay,0.80070490000071,518647808,519720960,482631680,483733504,1073152,519782400,3545292800,0.05,0.765625
context_d831661c6244c5b8ca44_v38,context_replay,0.6658953000005567,518647808,518668288,482631680,482680832,20480,519782400,3542298624,0.05,0.65625
context_d831661c6244c5b8ca44_v39,context_replay,0.7006277000036789,518651904,519356416,482897920,483999744,704512,520048640,3533008896,0.05,0.703125
context_d831661c6244c5b8ca44_v4,context_replay,0.6838372000056552,516526080,517599232,481030144,482131968,1073152,517660672,3555815424,0.05,0.640625
context_d831661c6244c5b8ca44_v40,context_replay,0.686316600011196,518914048,519520256,482897920,484016128,606208,520114176,3560837120,0.05,0.6875
context_d831661c6244c5b8ca44_v41,context_replay,0.7777400000049965,518979584,519819264,482897920,484007936,839680,520114176,3539750912,0.05,0.734375
context_d831661c6244c5b8ca44_v42,context_replay,0.7632803000014974,518979584,519000064,482897920,482947072,20480,520114176,3537199104,0.05,0.765625
context_d831661c6244c5b8ca44_v5,context_replay,0.6833833000127925,516526080,517496832,481030144,482140160,970752,517722112,3573219328,0.05,0.65625
context_d831661c6244c5b8ca44_v6,context_replay,0.6810550999944098,516595712,517931008,481300480,482402304,1335296,517992448,3567796224,0.05,0.640625
context_d831661c6244c5b8ca44_v7,context_replay,0.002984999999171123,516857856,516866048,481300480,481333248,8192,517992448,3588046848,0.05,0.0
context_d831661c6244c5b8ca44_v8,context_replay,0.0024498999991919845,516857856,516874240,481300480,481333248,16384,517992448,3589779456,0.05,0.015625
context_d831661c6244c5b8ca44_v9,context_replay,0.6891642000118736,516857856,517259264,481300480,482402304,401408,518057984,3572330496,0.05,0.671875
context_e1daa44a8746acf0df3b_v0,context_replay,0.5960807999945246,377106432,377421824,332308480,333422592,315392,417636352,2408026112,0.05,0.59375
context_e1daa44a8746acf0df3b_v1,context_replay,0.0030237000028137118,377106432,377122816,332308480,332341248,16384,417636352,2402062336,0.05,0.0
context_e1daa44a8746acf0df3b_v10,context_replay,0.002720400007092394,377102336,377118720,332308480,332341248,16384,417636352,2415972352,0.05,0.0
context_e1daa44a8746acf0df3b_v11,context_replay,0.6534798000066075,377098240,378171392,332308480,333410304,1073152,417636352,2409742336,0.05,0.640625
context_e1daa44a8746acf0df3b_v12,context_replay,0.0030587000073865056,377098240,377114624,332308480,332341248,16384,417636352,2409627648,0.05,0.0
context_e1daa44a8746acf0df3b_v13,context_replay,0.6336523999925703,377098240,378187776,332308480,333426688,1089536,417636352,2397790208,0.05,0.625
context_e1daa44a8746acf0df3b_v14,context_replay,0.01280550000956282,377098240,377114624,332308480,332341248,16384,417636352,2401189888,0.05,0.0
context_e1daa44a8746acf0df3b_v15,context_replay,0.5902286999917123,377098240,377376768,332308480,333418496,278528,417636352,2413199360,0.05,0.5625
context_e1daa44a8746acf0df3b_v16,context_replay,0.0024571999965701252,377094144,377110528,332308480,332341248,16384,417636352,2428198912,0.05,0.015625
context_e1daa44a8746acf0df3b_v17,context_replay,0.5842466000030981,377094144,378171392,332308480,333414400,1077248,417636352,2396241920,0.05,0.578125
context_e1daa44a8746acf0df3b_v18,context_replay,0.002679199998965487,377094144,377110528,332308480,332341248,16384,417636352,2419273728,0.05,0.0
context_e1daa44a8746acf0df3b_v19,context_replay,0.5926538999920012,377094144,378015744,332308480,333426688,921600,417636352,2422915072,0.05,0.546875
context_e1daa44a8746acf0df3b_v2,context_replay,0.6007758000050671,377106432,378060800,332308480,333410304,954368,417636352,2415669248,0.05,0.578125
context_e1daa44a8746acf0df3b_v20,context_replay,0.002628100002766587,377094144,377110528,332308480,332341248,16384,417636352,2423906304,0.05,0.0
context_e1daa44a8746acf0df3b_v21,context_replay,0.6276560999976937,377094144,377229312,332308480,333410304,135168,417636352,2416128000,0.05,0.5625
context_e1daa44a8746acf0df3b_v22,context_replay,0.003630499995779246,377090048,377106432,332308480,332341248,16384,417636352,2417790976,0.05,0.015625
context_e1daa44a8746acf0df3b_v23,context_replay,0.6001648000092246,377090048,377110528,332308480,332357632,20480,417636352,2408067072,0.05,0.609375
context_e1daa44a8746acf0df3b_v24,context_replay,0.002686299994820729,377090048,377106432,332308480,332341248,16384,417636352,2423779328,0.05,0.0
context_e1daa44a8746acf0df3b_v25,context_replay,0.7149365000077523,377090048,377110528,332308480,332357632,20480,417636352,2425663488,0.05,0.6875
context_e1daa44a8746acf0df3b_v26,context_replay,0.6179154999990715,377090048,377942016,332308480,333422592,851968,417636352,2406510592,0.05,0.578125
context_e1daa44a8746acf0df3b_v27,context_replay,0.6578635000041686,377090048,377110528,332308480,332357632,20480,417636352,2415505408,0.05,0.609375
context_e1daa44a8746acf0df3b_v28,context_replay,0.6564074000052642,377085952,378159104,332308480,333410304,1073152,417636352,2414149632,0.05,0.609375
context_e1daa44a8746acf0df3b_v29,context_replay,0.6516263999947114,377085952,377409536,332308480,333410304,323584,417636352,2400882688,0.05,0.609375
context_e1daa44a8746acf0df3b_v3,context_replay,0.622939499997301,377106432,378179584,332308480,333410304,1073152,417636352,2382143488,0.05,0.625
context_e1daa44a8746acf0df3b_v30,context_replay,0.6355922000075225,377085952,378159104,332308480,333410304,1073152,417636352,2422525952,0.05,0.609375
context_e1daa44a8746acf0df3b_v31,context_replay,0.634409999998752,377085952,378155008,332308480,333410304,1069056,417636352,2395426816,0.05,0.625
context_e1daa44a8746acf0df3b_v32,context_replay,0.6055252000078326,377085952,377925632,332308480,333418496,839680,417636352,2412421120,0.05,0.59375
context_e1daa44a8746acf0df3b_v33,context_replay,0.6567585000011604,377081856,378179584,332308480,333434880,1097728,417636352,2399535104,0.05,0.59375
context_e1daa44a8746acf0df3b_v34,context_replay,0.729103399993619,377081856,377122816,332308480,332378112,40960,417636352,2407325696,0.05,0.71875
context_e1daa44a8746acf0df3b_v35,context_replay,0.6218856000050437,377081856,377597952,332308480,333418496,516096,417636352,2398461952,0.05,0.609375
context_e1daa44a8746acf0df3b_v36,context_replay,0.5681778000143822,377081856,377872384,332308480,333414400,790528,417636352,2401632256,0.05,0.5625
context_e1daa44a8746acf0df3b_v37,context_replay,0.5811964999884367,377081856,377655296,332308480,333418496,573440,417636352,2407964672,0.05,0.578125
context_e1daa44a8746acf0df3b_v38,context_replay,0.5887710999959381,377081856,378056704,332308480,333430784,974848,417636352,2395111424,0.05,0.5625
context_e1daa44a8746acf0df3b_v39,context_replay,0.6185691999999108,377085952,378257408,332574720,334069760,1171456,417636352,2403012608,0.05,0.625
context_e1daa44a8746acf0df3b_v4,context_replay,0.0033380999957444146,377106432,377122816,332308480,332341248,16384,417636352,2400481280,0.05,0.0
context_e1daa44a8746acf0df3b_v40,context_replay,0.5869393999892054,377413632,378269696,332947456,334069760,856064,417636352,2422513664,0.05,0.5625
context_e1daa44a8746acf0df3b_v41,context_replay,0.6584914999984903,377413632,377434112,332947456,332996608,20480,417636352,2424348672,0.05,0.609375
context_e1daa44a8746acf0df3b_v42,context_replay,0.645170000003418,377413632,377970688,332947456,334061568,557056,417636352,2427699200,0.05,0.625
context_e1daa44a8746acf0df3b_v5,context_replay,0.6174580000079004,377102336,377589760,332308480,333422592,487424,417636352,2377904128,0.05,0.59375
context_e1daa44a8746acf0df3b_v6,context_replay,0.6038141000026371,377102336,378056704,332308480,333410304,954368,417636352,2380054528,0.05,0.578125
context_e1daa44a8746acf0df3b_v7,context_replay,0.667760600001202,377102336,377925632,332308480,333418496,823296,417636352,2383921152,0.05,0.65625
context_e1daa44a8746acf0df3b_v8,context_replay,0.0034288000024389476,377102336,377118720,332308480,332341248,16384,417636352,2437578752,0.05,0.0
context_e1daa44a8746acf0df3b_v9,context_replay,0.592493000003742,377102336,378175488,332308480,333410304,1073152,417636352,2391351296,0.05,0.578125
context_e3f77ea122d4c41ae893_v0,context_replay,0.5756210000108695,381689856,382431232,337104896,338223104,741376,417636352,2273292288,0.05,0.5625
context_e3f77ea122d4c41ae893_v1,context_replay,0.0030483000009553507,381689856,381706240,337104896,337137664,16384,417636352,2264174592,0.05,0.0
context_e3f77ea122d4c41ae893_v10,context_replay,0.002445699996314943,382222336,382238720,337637376,337670144,16384,417636352,2269646848,0.05,0.0
context_e3f77ea122d4c41ae893_v11,context_replay,0.6102706999954535,382222336,382242816,337637376,337686528,20480,417636352,2260848640,0.05,0.609375
context_e3f77ea122d4c41ae893_v12,context_replay,0.0028815000114263967,382222336,382238720,337637376,337670144,16384,417636352,2275454976,0.05,0.0
context_e3f77ea122d4c41ae893_v13,context_replay,0.7895191999996314,382222336,382558208,337637376,338747392,335872,417636352,2177449984,0.05,0.78125
context_e3f77ea122d4c41ae893_v14,context_replay,0.0026852000009967014,382222336,382238720,337637376,337670144,16384,417636352,2242056192,0.05,0.015625
context_e3f77ea122d4c41ae893_v15,context_replay,0.6884302999969805,382226432,383115264,337903616,339013632,888832,417636352,2221031424,0.05,0.703125
context_e3f77ea122d4c41ae893_v16,context_replay,0.003734099998837337,382488576,382504960,337903616,337936384,16384,417636352,2226454528,0.05,0.0
context_e3f77ea122d4c41ae893_v17,context_replay,0.6205812999978662,382488576,382509056,337903616,337952768,20480,417636352,2232360960,0.05,0.625
context_e3f77ea122d4c41ae893_v18,context_replay,0.0028756999963661656,382488576,382504960,337903616,337936384,16384,417636352,2253271040,0.05,0.0
context_e3f77ea122d4c41ae893_v19,context_replay,0.6337090000015451,382488576,382783488,337903616,339013632,294912,417636352,2229317632,0.05,0.625
context_e3f77ea122d4c41ae893_v2,context_replay,0.0034955000010086223,381689856,381706240,337104896,337137664,16384,417636352,2239094784,0.05,0.0
context_e3f77ea122d4c41ae893_v20,context_replay,0.0028728000033879653,382492672,382492672,338169856,338169856,0,417636352,2258702336,0.05,0.0
context_e3f77ea122d4c41ae893_v21,context_replay,0.6482343999959994,382492672,383815680,338169856,339279872,1323008,417636352,2267131904,0.05,0.640625
context_e3f77ea122d4c41ae893_v22,context_replay,0.0037357999972300604,382754816,382771200,338169856,338202624,16384,417636352,2179313664,0.05,0.0
context_e3f77ea122d4c41ae893_v23,context_replay,0.6476656000013463,382754816,383819776,338169856,339279872,1064960,417636352,2167214080,0.05,0.640625
context_e3f77ea122d4c41ae893_v24,context_replay,0.002980399993248284,382754816,382771200,338169856,338202624,16384,417636352,2238488576,0.05,0.0
context_e3f77ea122d4c41ae893_v25,context_replay,0.7760548999940511,382754816,382775296,338169856,338219008,20480,417636352,2217689088,0.05,0.71875
context_e3f77ea122d4c41ae893_v26,context_replay,0.6645017999981064,382849024,384253952,338440192,339922944,1404928,417636352,2210607104,0.05,0.65625
context_e3f77ea122d4c41ae893_v27,context_replay,0.6298701999912737,383213568,383488000,338812928,339914752,274432,417636352,2219556864,0.05,0.609375
context_e3f77ea122d4c41ae893_v28,context_replay,0.6485356000048341,383213568,384286720,338812928,339914752,1073152,417636352,2172801024,0.05,0.609375
context_e3f77ea122d4c41ae893_v29,context_replay,0.8294220999960089,383213568,383479808,338812928,339914752,266240,417636352,2153377792,0.05,0.75
context_e3f77ea122d4c41ae893_v3,context_replay,0.63919079999323,381693952,382738432,337371136,338481152,1044480,417636352,2153504768,0.05,0.609375
context_e3f77ea122d4c41ae893_v30,context_replay,0.595462299999781,383213568,383483904,338812928,339914752,270336,417636352,2142420992,0.05,0.546875
context_e3f77ea122d4c41ae893_v31,context_replay,0.6009600999968825,383209472,383496192,338812928,338862080,286720,417636352,2167099392,0.05,0.578125
context_e3f77ea122d4c41ae893_v32,context_replay,0.5808608000079403,383475712,384405504,338812928,339922944,929792,417636352,2167767040,0.05,0.53125
context_e3f77ea122d4c41ae893_v33,context_replay,0.688558900001226,383475712,383729664,338812928,339922944,253952,417636352,2136473600,0.05,0.65625
context_e3f77ea122d4c41ae893_v34,context_replay,0.7019623999949545,383475712,383627264,338812928,339914752,151552,417636352,2157010944,0.05,0.6875
context_e3f77ea122d4c41ae893_v35,context_replay,0.621027300003334,383475712,383516672,338812928,338882560,40960,417636352,2165960704,0.05,0.5625
context_e3f77ea122d4c41ae893_v36,context_replay,0.6105122000008123,383475712,384548864,338812928,339914752,1073152,417636352,2153865216,0.05,0.578125
context_e3f77ea122d4c41ae893_v37,context_replay,0.6035496999975294,383479808,384016384,339079168,340553728,536576,417636352,2131865600,0.05,0.546875
context_e3f77ea122d4c41ae893_v38,context_replay,0.5701521000009961,383746048,384159744,339451904,340561920,413696,417636352,2183909376,0.05,0.53125
context_e3f77ea122d4c41ae893_v39,context_replay,0.6790476000023773,383746048,384057344,339451904,340570112,311296,417636352,2183397376,0.05,0.640625
context_e3f77ea122d4c41ae893_v4,context_replay,0.6220857000007527,381956096,381992960,337371136,337436672,36864,417636352,2250989568,0.05,0.546875
context_e3f77ea122d4c41ae893_v40,context_replay,0.5993141999933869,383746048,384339968,339451904,340561920,593920,417636352,2168389632,0.05,0.546875
context_e3f77ea122d4c41ae893_v41,context_replay,0.6173799999960465,383746048,384643072,339451904,340574208,897024,417636352,2183221248,0.05,0.609375
context_e3f77ea122d4c41ae893_v42,context_replay,0.5827821999992011,383746048,384401408,339451904,340561920,655360,417636352,2167234560,0.05,0.546875
context_e3f77ea122d4c41ae893_v5,context_replay,0.6064537999918684,381956096,382803968,337371136,338497536,847872,417636352,2266742784,0.05,0.578125
context_e3f77ea122d4c41ae893_v6,context_replay,0.6246562000014819,381956096,381992960,337371136,337436672,36864,417636352,2268405760,0.05,0.625
context_e3f77ea122d4c41ae893_v7,context_replay,0.6303697000112152,381956096,382238720,337371136,338477056,282624,417636352,2256506880,0.05,0.546875
context_e3f77ea122d4c41ae893_v8,context_replay,0.0022184999979799613,381956096,381972480,337371136,337403904,16384,417636352,2276302848,0.05,0.0
context_e3f77ea122d4c41ae893_v9,context_replay,0.636941000004299,381960192,383307776,337637376,338751488,1347584,417636352,2263470080,0.05,0.625
context_e4bb01376a6471794653_v0,context_replay,0.6584068999945885,430342144,431411200,390262784,392421376,1069056,431489024,4101623808,0.05,0.625
context_e4bb01376a6471794653_v1,context_replay,0.004129600012674928,430354432,430370816,391311360,391344128,16384,431489024,4145553408,0.05,0.0
context_e4bb01376a6471794653_v10,context_replay,0.0021763999975519255,430735360,430751744,391577600,391610368,16384,431869952,4357193728,0.05,0.0
context_e4bb01376a6471794653_v11,context_replay,0.6660253000009106,430743552,432132096,391843840,392957952,1388544,432193536,4352249856,0.05,0.671875
context_e4bb01376a6471794653_v12,context_replay,0.0037441000022226945,431058944,431075328,391843840,391876608,16384,432193536,4318060544,0.05,0.015625
context_e4bb01376a6471794653_v13,context_replay,0.6697362999984762,431058944,432132096,391843840,392949760,1073152,432193536,4293210112,0.05,0.640625
context_e4bb01376a6471794653_v14,context_replay,0.002776399996946566,431058944,431075328,391843840,391876608,16384,432193536,4315328512,0.05,0.0
context_e4bb01376a6471794653_v15,context_replay,0.6271048999915365,431058944,431386624,391843840,392953856,327680,432193536,4300713984,0.05,0.640625
context_e4bb01376a6471794653_v16,context_replay,0.0022834999981569126,431063040,431079424,392110080,392142848,16384,432193536,4318941184,0.05,0.0
context_e4bb01376a6471794653_v17,context_replay,0.6213652000005823,431063040,431874048,392110080,393220096,811008,432525312,4297797632,0.05,0.609375
context_e4bb01376a6471794653_v18,context_replay,0.0026174999948125333,431394816,431411200,392110080,392142848,16384,432525312,4312449024,0.05,0.0
context_e4bb01376a6471794653_v19,context_replay,0.6069232000008924,431394816,432238592,392110080,393216000,843776,432529408,4279148544,0.05,0.578125
context_e4bb01376a6471794653_v2,context_replay,0.6595249000092736,430354432,430374912,391311360,391360512,20480,431489024,4122107904,0.05,0.625
context_e4bb01376a6471794653_v20,context_replay,0.002609999995911494,431394816,431411200,392110080,392142848,16384,432529408,4326420480,0.05,0.0
context_e4bb01376a6471794653_v21,context_replay,0.594749599986244,431394816,432459776,392110080,393220096,1064960,432529408,4319182848,0.05,0.5625
context_e4bb01376a6471794653_v22,context_replay,0.0025679999962449074,431398912,431415296,392376320,392409088,16384,432529408,4313178112,0.05,0.0
context_e4bb01376a6471794653_v23,context_replay,0.6164844000013545,431398912,432386048,392376320,393490432,987136,432861184,4302327808,0.05,0.5625
context_e4bb01376a6471794653_v24,context_replay,0.002477699992596172,431726592,431742976,392376320,392409088,16384,432861184,4305432576,0.05,0.0
context_e4bb01376a6471794653_v25,context_replay,0.6189242999971611,431726592,432824320,392376320,393506816,1097728,432861184,4282863616,0.05,0.609375
context_e4bb01376a6471794653_v26,context_replay,0.6332747999986168,431730688,431816704,392376320,392425472,86016,432930816,4293988352,0.05,0.59375
context_e4bb01376a6471794653_v27,context_replay,0.6359120999986771,431796224,432152576,392376320,392802304,356352,433266688,4298952704,0.05,0.59375
context_e4bb01376a6471794653_v28,context_replay,0.6655539999919711,432132096,433205248,392753152,393859072,1073152,433266688,4289667072,0.05,0.671875
context_e4bb01376a6471794653_v29,context_replay,0.6124453000084031,432132096,432586752,392753152,393859072,454656,433266688,4287053824,0.05,0.609375
context_e4bb01376a6471794653_v3,context_replay,0.7283057000022382,430354432,431345664,391311360,392417280,991232,431542272,4145729536,0.05,0.703125
context_e4bb01376a6471794653_v30,context_replay,0.623029399997904,432132096,433061888,392753152,393859072,929792,433332224,4268195840,0.05,0.625
context_e4bb01376a6471794653_v31,context_replay,0.6351214000023901,432197632,432934912,392753152,393867264,737280,433332224,4322156544,0.05,0.59375
context_e4bb01376a6471794653_v32,context_replay,0.7000295000034384,432197632,433270784,392753152,393859072,1073152,433332224,4282540032,0.05,0.671875
context_e4bb01376a6471794653_v33,context_replay,0.6585492000012891,432201728,433496064,393019392,394149888,1294336,433532928,4288860160,0.05,0.640625
context_e4bb01376a6471794653_v34,context_replay,0.7521650999988196,432398336,433471488,393019392,394125312,1073152,433532928,4193861632,0.05,0.671875
context_e4bb01376a6471794653_v35,context_replay,0.6672855999931926,432402432,432422912,393019392,393068544,20480,433537024,4159877120,0.05,0.65625
context_e4bb01376a6471794653_v36,context_replay,0.645949700003257,432402432,432488448,393019392,393068544,86016,433602560,4146847744,0.05,0.640625
context_e4bb01376a6471794653_v37,context_replay,0.6221157999971183,432467968,432488448,393019392,393068544,20480,433602560,4124614656,0.05,0.59375
context_e4bb01376a6471794653_v38,context_replay,0.6118827000027522,432467968,433557504,393019392,394141696,1089536,433602560,4125163520,0.05,0.578125
context_e4bb01376a6471794653_v39,context_replay,0.6188215000001946,432472064,432754688,393285632,393334784,282624,433868800,4120645632,0.05,0.578125
context_e4bb01376a6471794653_v4,context_replay,0.003926099991076626,430407680,430424064,391311360,391344128,16384,431542272,4294656000,0.05,0.0
context_e4bb01376a6471794653_v40,context_replay,0.584240399999544,432734208,433782784,393285632,394395648,1048576,433868800,4114788352,0.05,0.5625
