dataset,horizon,level,method,distribution,n,mean,q1,q5,q25,q50,q75,q95,q99
bdg2,3,0.9,cqr,own_calibration_signed_error,17360,3.116687425566594,-128.08670543522652,-62.54798823754916,-9.505821993166796,0.20905734908299323,11.38915542904168,82.38494421612776,173.08155060163756
bdg2,3,0.9,cqr,own_test_signed_error,34640,3.5637853720889536,-139.16765859663977,-59.45456767109254,-9.453747089558806,0.15650435611422608,10.621360099170246,76.75838801775568,203.43793466243886
bdg2,3,0.9,cqr,native_calibration_score,52080,-41.34398704098477,-297.7123669468548,-162.56767213797292,-58.79096122216738,-19.807860495259277,-3.8142240426758036,6.432624131855119,59.56907214688846
bdg2,3,0.95,cqr,own_calibration_signed_error,17360,3.116687425566594,-128.08670543522652,-62.54798823754916,-9.505821993166796,0.20905734908299323,11.38915542904168,82.38494421612776,173.08155060163756
bdg2,3,0.95,cqr,own_test_signed_error,34640,3.5637853720889536,-139.16765859663977,-59.45456767109254,-9.453747089558806,0.15650435611422608,10.621360099170246,76.75838801775568,203.43793466243886
bdg2,3,0.95,cqr,native_calibration_score,52080,-54.33642772414283,-354.6173338948707,-187.63363652787496,-77.68897981405753,-30.81624462417632,-7.153584676655735,1.1062586178253533,42.783600970769726
bdg2,3,0.9,recentred_enbpi_static,own_calibration_signed_error,17360,1.3553508013824895,-122.67024209999995,-60.91572600000001,-17.238396,-8.824345999999998,11.886542500000004,95.63618050000008,191.56600169999996
bdg2,3,0.9,recentred_enbpi_static,own_test_signed_error,34640,0.10308116864896194,-144.662591,-63.87862900000001,-18.238517499999993,-9.1914745,13.273382499999855,84.62472999999977,196.34330680000016
bdg2,3,0.9,recentred_enbpi_static,native_calibration_score,15567,-0.9574940480303595,-127.50625204589844,-64.40176413167318,-18.130846228027345,-9.375379943847655,9.48475458984376,89.32538317871091,176.75138164794924
bdg2,3,0.95,recentred_enbpi_static,own_calibration_signed_error,17360,1.3553508013824895,-122.67024209999995,-60.91572600000001,-17.238396,-8.824345999999998,11.886542500000004,95.63618050000008,191.56600169999996
bdg2,3,0.95,recentred_enbpi_static,own_test_signed_error,34640,0.10308116864896194,-144.662591,-63.87862900000001,-18.238517499999993,-9.1914745,13.273382499999855,84.62472999999977,196.34330680000016
bdg2,3,0.95,recentred_enbpi_static,native_calibration_score,15567,-0.9574940480303595,-127.50625204589844,-64.40176413167318,-18.130846228027345,-9.375379943847655,9.48475458984376,89.32538317871091,176.75138164794924
bdg2,6,0.9,cqr,own_calibration_signed_error,17350,3.801892461453554,-139.8707691921455,-78.29224075633776,-12.794160101641548,0.05681768778115526,12.49803601209345,101.21629944353165,222.60142805040076
bdg2,6,0.9,cqr,own_test_signed_error,34640,4.946081115156782,-140.84054527358802,-71.5511569558654,-12.409724380595327,-0.5867157590485128,11.673627257994045,92.9545088413411,274.01047604450997
bdg2,6,0.9,cqr,native_calibration_score,52050,-47.61153183898058,-327.76990831053826,-187.40640884825575,-68.74591085170981,-24.693855247193845,-4.300922164986531,10.324950749576374,74.6584850527174
bdg2,6,0.95,cqr,own_calibration_signed_error,17350,3.801892461453554,-139.8707691921455,-78.29224075633776,-12.794160101641548,0.05681768778115526,12.49803601209345,101.21629944353165,222.60142805040076
bdg2,6,0.95,cqr,own_test_signed_error,34640,4.946081115156782,-140.84054527358802,-71.5511569558654,-12.409724380595327,-0.5867157590485128,11.673627257994045,92.9545088413411,274.01047604450997
bdg2,6,0.95,cqr,native_calibration_score,52050,-63.49497634541833,-374.11140539130463,-218.01497018803306,-93.78342061085063,-38.83280303176875,-8.660412872112351,1.7781288476649024,57.67625892733031
bdg2,6,0.9,recentred_enbpi_static,own_calibration_signed_error,17350,0.9542131561959666,-135.75314299999997,-77.10934800000008,-20.41363725,-9.96395500000002,11.480829999999997,113.82641999999989,234.3265813999995
bdg2,6,0.9,recentred_enbpi_static,own_test_signed_error,34640,0.22122413123556736,-159.0793327,-77.913605,-20.667649999999995,-9.398772500000005,13.607054999999981,99.2331029999999,249.03684280000004
bdg2,6,0.9,recentred_enbpi_static,native_calibration_score,15557,-1.2315175441230182,-151.15044738769532,-77.79240076497419,-21.909234591674803,-10.656694335937502,9.96331787109375,108.70629038085934,226.41505432128932
bdg2,6,0.95,recentred_enbpi_static,own_calibration_signed_error,17350,0.9542131561959666,-135.75314299999997,-77.10934800000008,-20.41363725,-9.96395500000002,11.480829999999997,113.82641999999989,234.3265813999995
bdg2,6,0.95,recentred_enbpi_static,own_test_signed_error,34640,0.22122413123556736,-159.0793327,-77.913605,-20.667649999999995,-9.398772500000005,13.607054999999981,99.2331029999999,249.03684280000004
bdg2,6,0.95,recentred_enbpi_static,native_calibration_score,15557,-1.2315175441230182,-151.15044738769532,-77.79240076497419,-21.909234591674803,-10.656694335937502,9.96331787109375,108.70629038085934,226.41505432128932
