dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,model,role,candidate_id,selected_candidate,prediction_source,aggregation,n,bias,mae,rmse,truth_mean,truth_min,truth_max,prediction_min,prediction_max
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,persistence,calibration,-1,0,saved prediction stream,sample weighted,4953,-0.0011306279022814452,0.26803957197657985,0.37247297824610187,24.09687058348476,17.5,29.6,17.5,29.6
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,persistence,test,-1,0,saved prediction stream,sample weighted,9907,-0.00039366104774401925,0.23937619864742102,0.3366736506882145,28.939154133440997,21.8,33.4,21.8,33.4
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,persistence,fit,0,0,new inference from unchanged saved final model,sample weighted,14858,-0.0002961367613406918,0.21844124377439764,0.3439749276347007,20.120500740341903,15.0,28.6,15.0,28.6
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,sample weighted,4952,-2.0193861066235435e-05,0.2409733441033926,0.3484358077412777,20.12990710823909,15.0,26.6,15.0,26.6
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,persistence,inner1_validation,-1,0,deterministic persistence on identical existing inner rows,sample weighted,4953,0.00032303654350898474,0.27264284272158285,0.4294198096330791,20.311064001615186,15.0,28.6,15.0,28.6
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,xgboost,calibration,-1,0,saved prediction stream,sample weighted,4953,-0.3205352656123568,0.4718112689857167,0.6392747618391231,24.09687058348476,17.5,29.6,17.653270721435547,27.323259353637695
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,xgboost,test,-1,0,saved prediction stream,sample weighted,9907,-2.237018568763413,2.2618093530838386,2.6662944008183764,28.939154133440997,21.8,33.4,21.77215003967285,28.41333770751953
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,xgboost,fit,0,0,new inference from unchanged saved final model,sample weighted,14858,7.483625752170294e-05,0.21168086811517028,0.30372877316874847,20.120500740341903,15.0,28.6,14.808145523071289,28.315248489379883
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,xgboost,inner0_validation,0,0,saved prediction stream,sample weighted,4952,-0.030535728134130666,0.3624454374267134,0.5682604154672075,20.12990710823909,15.0,26.6,15.561747550964355,23.392166137695312
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,xgboost,inner1_validation,0,0,saved prediction stream,sample weighted,4953,-0.017112392323103298,0.3029195003020458,0.45972671369387036,20.311064001615186,15.0,28.6,15.129942893981934,26.301225662231445
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,xgboost,inner0_validation,1,0,saved prediction stream,sample weighted,4952,-0.0024897225646480065,0.3809343820242196,0.5837027693752979,20.12990710823909,15.0,26.6,15.62682056427002,23.38714027404785
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,xgboost,inner1_validation,1,0,saved prediction stream,sample weighted,4953,-0.032181312781306405,0.3226852733535813,0.49268035305955926,20.311064001615186,15.0,28.6,15.193788528442383,26.17868423461914
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,attention_lstm,calibration,-1,0,saved prediction stream,sample weighted,4953,-0.5456358108042997,0.6741968407911073,0.9551311503488724,24.09687058348476,17.5,29.6,17.518884658813477,26.397022247314453
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,attention_lstm,test,-1,0,saved prediction stream,sample weighted,9907,-3.0251901440414897,3.031291556211537,3.3386067777834803,28.939154133440997,21.8,33.4,21.651649475097656,27.28594207763672
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,attention_lstm,fit,0,0,new inference from unchanged saved final model,sample weighted,14858,0.06913725466181986,0.23005265424479093,0.3340359108293231,20.120500740341903,15.0,28.6,15.198871612548828,27.779226303100586
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,attention_lstm,inner0_validation,0,0,saved prediction stream,sample weighted,4952,0.08361889110435766,0.6523676571822898,0.8965446177975603,20.12990710823909,15.0,26.6,15.750750541687012,24.04227066040039
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,attention_lstm,inner1_validation,0,0,saved prediction stream,sample weighted,4953,-0.028889155681509227,0.30627709517160284,0.48173736014820423,20.311064001615186,15.0,28.6,15.18195629119873,26.258649826049805
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,attention_lstm,inner0_validation,1,0,saved prediction stream,sample weighted,4952,0.10818139824998202,0.7171626688012784,0.9497038455915255,20.12990710823909,15.0,26.6,16.147470474243164,24.096750259399414
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,attention_lstm,inner1_validation,1,0,saved prediction stream,sample weighted,4953,-0.008114605500629276,0.3494661664664324,0.5381882418025691,20.311064001615186,15.0,28.6,15.264659881591797,26.04574966430664
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,persistence,calibration,-1,0,saved prediction stream,sample weighted,4952,-0.0032512116316639745,0.432532310177706,0.598448114205233,24.095294830371564,17.5,29.6,17.5,29.6
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,persistence,test,-1,0,saved prediction stream,sample weighted,9907,-0.001080044413041284,0.3915918037751086,0.5655364111359953,28.939154133440997,21.8,33.4,21.8,33.4
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,persistence,fit,0,0,new inference from unchanged saved final model,sample weighted,14855,-0.0010501514641534835,0.3876539885560418,0.5881667174472065,20.12028946482666,15.0,28.6,15.0,28.6
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,sample weighted,4949,0.0011719539300868867,0.4234794908062235,0.5958569154839495,20.128975550616286,15.0,26.6,15.0,26.6
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,persistence,inner1_validation,-1,0,deterministic persistence on identical existing inner rows,sample weighted,4952,8.077544426494316e-05,0.47778675282714056,0.7251845066320209,20.31136914378029,15.0,28.6,15.0,28.6
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,xgboost,calibration,-1,0,saved prediction stream,sample weighted,4952,-0.6809807683423956,0.8748168008585547,1.1558259722823612,24.095294830371564,17.5,29.6,17.813976287841797,25.99900245666504
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,xgboost,test,-1,0,saved prediction stream,sample weighted,9907,-3.509208008748943,3.5233621233994703,3.9173721260654064,28.939154133440997,21.8,33.4,21.58057975769043,27.401439666748047
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,xgboost,fit,0,0,new inference from unchanged saved final model,sample weighted,14855,0.0005215974240862932,0.3404727921025274,0.4777114549646456,20.12028946482666,15.0,28.6,14.746679306030273,28.002161026000977
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,xgboost,inner0_validation,0,0,saved prediction stream,sample weighted,4949,0.12333212000934923,0.6836126717925674,0.9325785304173506,20.128975550616286,15.0,26.6,16.345518112182617,23.34628677368164
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,xgboost,inner1_validation,0,0,saved prediction stream,sample weighted,4952,-0.0444493396601885,0.5084650801919003,0.7371837630113987,20.31136914378029,15.0,28.6,15.382245063781738,26.252098083496094
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,xgboost,inner0_validation,1,0,saved prediction stream,sample weighted,4949,0.18487580454115865,0.7671776984093959,1.0311228350136137,20.128975550616286,15.0,26.6,16.604463577270508,23.31864356994629
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,xgboost,inner1_validation,1,0,saved prediction stream,sample weighted,4952,-0.05359848547058846,0.5441655187884132,0.7933090128089998,20.31136914378029,15.0,28.6,15.708109855651855,25.9440860748291
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,attention_lstm,calibration,-1,0,saved prediction stream,sample weighted,4952,-0.7923214744481595,0.999611473545697,1.3212439063346688,24.095294830371564,17.5,29.6,17.632526397705078,25.510334014892578
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,attention_lstm,test,-1,0,saved prediction stream,sample weighted,9907,-3.7515388373254317,3.7605450324553997,4.086237381599427,28.939154133440997,21.8,33.4,21.839223861694336,26.400230407714844
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,attention_lstm,fit,0,0,new inference from unchanged saved final model,sample weighted,14855,0.003782616419167818,0.38718552573045784,0.5461135661939658,20.12028946482666,15.0,28.6,14.97739028930664,26.847864151000977
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,attention_lstm,inner0_validation,0,0,saved prediction stream,sample weighted,4949,0.07771597049240629,0.8725234346357011,1.1390897099177855,20.128975550616286,15.0,26.6,16.37558364868164,24.05998992919922
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,attention_lstm,inner1_validation,0,0,saved prediction stream,sample weighted,4952,-0.020843538290464442,0.5761966342494638,0.8362927095947739,20.31136914378029,15.0,28.6,15.550020217895508,26.229900360107422
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,attention_lstm,inner0_validation,1,0,saved prediction stream,sample weighted,4949,-0.018471534730545542,0.9004147078490398,1.1657139746873288,20.128975550616286,15.0,26.6,16.325838088989258,23.844364166259766
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,attention_lstm,inner1_validation,1,0,saved prediction stream,sample weighted,4952,-0.025587476782729445,0.5905482837572237,0.8643977701290562,20.31136914378029,15.0,28.6,15.494765281677246,26.000755310058594
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,persistence,calibration,-1,0,saved prediction stream,sample weighted,4951,-0.005958392243991113,0.5877802464148657,0.7922302454881974,24.092607554029488,17.5,29.6,17.5,29.6
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,persistence,test,-1,0,saved prediction stream,sample weighted,9907,-0.002069243968910871,0.5479458968406178,0.7817754844230004,28.939154133440997,21.8,33.4,21.8,33.4
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,persistence,fit,0,0,new inference from unchanged saved final model,sample weighted,14850,-0.0024511784511784505,0.5581818181818182,0.8333648478889482,20.11980471380471,15.0,28.6,15.0,28.6
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,sample weighted,4944,0.000991100323624593,0.6088389967637541,0.8360082473540634,20.12807443365696,15.0,26.6,15.0,26.6
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,persistence,inner1_validation,-1,0,deterministic persistence on identical existing inner rows,sample weighted,4950,-0.0012525252525252524,0.7035151515151515,1.0470449036708172,20.310909090909092,15.0,28.6,15.0,28.6
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,xgboost,calibration,-1,0,saved prediction stream,sample weighted,4951,-0.9966188279384797,1.2169864771655536,1.5929871111792548,24.092607554029488,17.5,29.6,18.10554313659668,25.553112030029297
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,xgboost,test,-1,0,saved prediction stream,sample weighted,9907,-4.269074089240508,4.279730004668417,4.691436060986669,28.939154133440997,21.8,33.4,21.575281143188477,27.371631622314453
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,xgboost,fit,0,0,new inference from unchanged saved final model,sample weighted,14850,0.0006477661261253235,0.44036070445410735,0.6069990620577184,20.11980471380471,15.0,28.6,14.889182090759277,27.939163208007812
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,xgboost,inner0_validation,0,0,saved prediction stream,sample weighted,4944,0.350242972142488,1.0157069250989499,1.315846651713293,20.12807443365696,15.0,26.6,16.76307487487793,23.428125381469727
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,xgboost,inner1_validation,0,0,saved prediction stream,sample weighted,4950,-0.04563638109149357,0.6796520269759978,0.9743004174027886,20.310909090909092,15.0,28.6,15.512870788574219,25.858726501464844
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,xgboost,inner0_validation,1,0,saved prediction stream,sample weighted,4944,0.2927996022029987,1.0935821245403352,1.4244798631405484,20.12807443365696,15.0,26.6,16.970739364624023,23.2760066986084
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,xgboost,inner1_validation,1,0,saved prediction stream,sample weighted,4950,-0.04492389081704498,0.7324158745582657,1.0272203792746715,20.310909090909092,15.0,28.6,15.817436218261719,25.606021881103516
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,attention_lstm,calibration,-1,1,saved prediction stream,sample weighted,4951,-1.2253062899872116,1.4062374521809091,1.8010889042610445,24.092607554029488,17.5,29.6,17.470447540283203,24.961536407470703
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,attention_lstm,test,-1,1,saved prediction stream,sample weighted,9907,-4.461563995121057,4.463557159309852,4.752998409263015,28.939154133440997,21.8,33.4,21.934688568115234,25.906856536865234
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,attention_lstm,fit,1,1,new inference from unchanged saved final model,sample weighted,14850,-0.050812725786408205,0.5607368087383231,0.7554336837058135,20.11980471380471,15.0,28.6,15.356205940246582,26.687545776367188
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,attention_lstm,inner0_validation,0,1,saved prediction stream,sample weighted,4944,-0.009775077100710601,1.0093078589362232,1.3061334048631101,20.12807443365696,15.0,26.6,16.36153221130371,23.72032356262207
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,attention_lstm,inner1_validation,0,1,saved prediction stream,sample weighted,4950,0.019259037249016016,0.8358730392841378,1.1629984613891586,20.310909090909092,15.0,28.6,15.58807373046875,24.17885971069336
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,attention_lstm,inner0_validation,1,1,saved prediction stream,sample weighted,4944,0.03530509819104831,1.0278324278427173,1.333624963404015,20.12807443365696,15.0,26.6,16.433040618896484,23.826358795166016
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,attention_lstm,inner1_validation,1,1,saved prediction stream,sample weighted,4950,-0.07499131000403204,0.8133401140540537,1.129209409530662,20.310909090909092,15.0,28.6,15.487869262695312,24.716691970825195
