priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis,fit_n,original_priority,updated_low_model_seconds,updated_high_model_seconds
124,bdg2,3,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s44_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.39574438897014,1782.8047330362917,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51634,125,203.95350943445138,4616.022116798437
125,bdg2,6,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s44_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.20750045630083,1781.078346611614,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51584,126,203.75601019999885,4611.552172462536
126,bdg2,1,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s44_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.4633035523875,2682.183004836449,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77682,127,306.8427106148478,6944.68431802952
127,bdg2,3,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s44_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.3127084062521,2680.801895696707,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77642,128,306.6847112272858,6941.108362560799
128,bdg2,6,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s44_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.1244644735828,2679.075509272029,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77592,129,306.48721199283324,6936.638418224898
129,bdg2,1,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s44_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.3576782977492,3579.973001125903,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103684,130,409.5502124995479,9269.234170471573
130,bdg2,3,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s44_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.2070831516137,3578.5918919861606,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103644,131,409.3922131119859,9265.658215002852
131,bdg2,6,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s44_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.0188392189444,3576.8655055614827,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103594,132,409.19471387753333,9261.188270666951
132,bdg2,1,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s45_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.50869074857175,1783.8405648910984,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51664,133,204.0720089751229,4618.704083399978
133,bdg2,3,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s45_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.39574438897014,1782.8047330362917,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51634,134,203.95350943445138,4616.022116798437
134,bdg2,6,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s45_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.20750045630083,1781.078346611614,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51584,135,203.75601019999885,4611.552172462536
135,bdg2,1,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s45_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.4633035523875,2682.183004836449,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77682,136,306.8427106148478,6944.68431802952
136,bdg2,3,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s45_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.3127084062521,2680.801895696707,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77642,137,306.6847112272858,6941.108362560799
137,bdg2,6,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s45_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.1244644735828,2679.075509272029,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77592,138,306.48721199283324,6936.638418224898
138,bdg2,1,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s45_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.3576782977492,3579.973001125903,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103684,139,409.5502124995479,9269.234170471573
139,bdg2,3,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s45_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.2070831516137,3578.5918919861606,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103644,140,409.3922131119859,9265.658215002852
140,bdg2,6,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s45_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.0188392189444,3576.8655055614827,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103594,141,409.19471387753333,9261.188270666951
141,bdg2,1,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s46_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.50869074857175,1783.8405648910984,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51664,142,204.0720089751229,4618.704083399978
142,bdg2,3,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s46_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.39574438897014,1782.8047330362917,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51634,143,203.95350943445138,4616.022116798437
143,bdg2,6,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s46_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.20750045630083,1781.078346611614,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51584,144,203.75601019999885,4611.552172462536
144,bdg2,1,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s46_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.4633035523875,2682.183004836449,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77682,145,306.8427106148478,6944.68431802952
145,bdg2,3,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s46_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.3127084062521,2680.801895696707,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77642,146,306.6847112272858,6941.108362560799
146,bdg2,6,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s46_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.1244644735828,2679.075509272029,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77592,147,306.48721199283324,6936.638418224898
147,bdg2,1,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s46_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.3576782977492,3579.973001125903,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103684,148,409.5502124995479,9269.234170471573
148,bdg2,3,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s46_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.2070831516137,3578.5918919861606,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103644,149,409.3922131119859,9265.658215002852
149,bdg2,6,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s46_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.0188392189444,3576.8655055614827,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103594,150,409.19471387753333,9261.188270666951
153,pleia,1,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f1_s42_v1""]",outputs/matched_forecasting005/pleia_h1_f1_s42_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.91538030533671,769.5885403928788,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22289,154,79.33274201364745,968.1904804305937
154,pleia,3,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f1_s42_v1""]",outputs/matched_forecasting005/pleia_h3_f1_s42_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.90032079072316,769.4504294789047,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22285,155,79.31850490260368,968.0167282693607
155,pleia,6,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f1_s42_v1""]",outputs/matched_forecasting005/pleia_h6_f1_s42_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.88149639745623,769.2777908364369,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22280,156,79.30070851379897,967.7995380678194
156,pleia,1,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f2_s43_v1""]",outputs/matched_forecasting005/pleia_h1_f2_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,157,52.88374897208371,645.4024028999847
157,pleia,3,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f2_s43_v1""]",outputs/matched_forecasting005/pleia_h3_f2_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,158,52.87307113880088,645.27208877906
158,pleia,6,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f2_s43_v1""]",outputs/matched_forecasting005/pleia_h6_f2_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,159,52.85527474999617,645.0548985775188
159,pleia,1,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f1_s43_v1""]",outputs/matched_forecasting005/pleia_h1_f1_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.91538030533671,769.5885403928788,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22289,160,79.33274201364745,968.1904804305937
160,pleia,3,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f1_s43_v1""]",outputs/matched_forecasting005/pleia_h3_f1_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.90032079072316,769.4504294789047,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22285,161,79.31850490260368,968.0167282693607
161,pleia,6,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f1_s43_v1""]",outputs/matched_forecasting005/pleia_h6_f1_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.88149639745623,769.2777908364369,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22280,162,79.30070851379897,967.7995380678194
162,pleia,1,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f0_s43_v1""]",outputs/matched_forecasting005/pleia_h1_f0_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.88842870000008,1026.129563100003,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29719,163,105.77817577745024,1290.9351199208943
163,pleia,3,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f0_s43_v1""]",outputs/matched_forecasting005/pleia_h3_f0_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.87336918538652,1025.9914521860287,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29715,164,105.76393866640647,1290.7613677596612
164,pleia,6,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f0_s43_v1""]",outputs/matched_forecasting005/pleia_h6_f0_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.8545447921196,1025.818813543561,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29710,165,105.74614227760176,1290.54417755812
