dataset,group_id,target_id,units,n_rows,start,end,freq,missing_fraction,mean,std,min,max,season_steps,seasonal_naive_supported
rico,P4S47,B.RTD3,degC,240,2024-02-06 11:01:00,2024-02-06 15:00:00,0 days 00:01:00,0.0,19.565416666666668,2.0547556414728674,14.2,21.4,,False
rico,P4S48,B.RTD3,degC,240,2024-02-06 15:01:00,2024-02-06 19:00:00,0 days 00:01:00,0.0,26.922916666666666,2.672018307203505,19.7,29.2,,False
rico,P4S49,B.RTD3,degC,240,2024-02-06 19:01:00,2024-02-06 23:00:00,0 days 00:01:00,0.0,19.229583333333334,4.027998224942443,14.9,29.2,,False
rico,P4S50,B.RTD3,degC,240,2024-02-06 23:01:00,2024-02-07 03:00:00,0 days 00:01:00,0.0,20.06,2.082700210631385,14.9,22.0,,False
rico,P4S51,B.RTD3,degC,240,2024-02-07 03:01:00,2024-02-07 07:00:00,0 days 00:01:00,0.0,16.65208333333333,2.367968744787418,14.1,22.1,,False
rico,P4S52,B.RTD3,degC,240,2024-02-07 07:01:00,2024-02-07 11:00:00,0 days 00:01:00,0.0,15.715416666666666,0.7637524581265069,14.1,17.3,,False
rico,P4S53,B.RTD3,degC,240,2024-02-07 11:01:00,2024-02-07 15:00:00,0 days 00:01:00,0.0,24.517083333333336,2.71322497847515,17.3,26.8,,False
rico,P4S54,B.RTD3,degC,240,2024-02-07 15:01:00,2024-02-07 19:00:00,0 days 00:01:00,0.0,22.485,1.2091803648801593,21.3,25.5,,False
rico,P4S55,B.RTD3,degC,240,2024-02-07 19:01:00,2024-02-07 23:00:00,0 days 00:01:00,0.0,23.052500000000002,0.6496168809769411,21.3,23.6,,False
rico,P4S56,B.RTD3,degC,240,2024-02-07 23:01:00,2024-02-08 03:00:00,0 days 00:01:00,0.0,22.34,0.5683272084808028,21.8,23.6,,False
rico,P4S57,B.RTD3,degC,240,2024-02-08 03:01:00,2024-02-08 07:00:00,0 days 00:01:00,0.0,16.45916666666667,2.1714386351367554,14.2,21.8,,False
rico,P4S58,B.RTD3,degC,240,2024-02-08 07:01:00,2024-02-08 11:00:00,0 days 00:01:00,0.0,17.100416666666668,1.227185026497964,14.2,18.5,,False
rico,P5S0,B.RTD3,degC,240,2024-05-08 07:01:00,2024-05-08 11:00:00,0 days 00:01:00,0.0,25.82875,1.554035945422522,21.8,27.5,,False
rico,P5S1,B.RTD3,degC,240,2024-05-08 11:01:00,2024-05-08 15:00:00,0 days 00:01:00,0.0,25.260833333333334,1.0181446604053153,24.1,27.5,,False
rico,P5S2,B.RTD3,degC,240,2024-05-08 15:01:00,2024-05-08 19:00:00,0 days 00:01:00,0.0,17.47125,2.664748667370161,14.6,24.1,,False
rico,P5S3,B.RTD3,degC,240,2024-05-08 19:01:00,2024-05-08 23:00:00,0 days 00:01:00,0.0,23.5175,3.658409524786151,14.5,27.2,,False
rico,P5S4,B.RTD3,degC,240,2024-05-08 23:01:00,2024-05-09 03:00:00,0 days 00:01:00,0.0,20.954166666666666,2.5816505969518766,18.2,27.2,,False
rico,P5S5,B.RTD3,degC,240,2024-05-09 03:01:00,2024-05-09 07:00:00,0 days 00:01:00,0.0,18.85291666666667,0.2357038629681981,18.2,19.0,,False
rico,P5S6,B.RTD3,degC,240,2024-05-09 07:01:00,2024-05-09 11:00:00,0 days 00:01:00,0.0,18.101666666666667,0.33908153901035215,17.8,19.0,,False
rico,P5S7,B.RTD3,degC,240,2024-05-09 11:01:00,2024-05-09 15:00:00,0 days 00:01:00,0.0,22.686666666666667,1.9871736550402215,17.8,24.7,,False
rico,P5S8,B.RTD3,degC,240,2024-05-09 15:01:00,2024-05-09 19:00:00,0 days 00:01:00,0.0,21.134166666666665,1.4084619245923902,19.8,24.7,,False
rico,P5S9,B.RTD3,degC,240,2024-05-09 19:01:00,2024-05-09 23:00:00,0 days 00:01:00,0.0,22.642916666666668,1.146557442050723,19.8,23.8,,False
rico,P5S10,B.RTD3,degC,240,2024-05-09 23:01:00,2024-05-10 03:00:00,0 days 00:01:00,0.0,20.615000000000002,1.8970203458235813,18.1,24.1,,False
