control_id,rule_id,channel,point,status,valid_draws,lower,upper
cqr_static,360min_4of36,numerical_only,0.16115231092436974,supported,2000,0.0833782403471851,0.24679514002570727
cqr_static,60min_4of6,availability_only,0.05965511204481792,supported,2000,0.055698885614852,0.06396331718171139
cqr_static,60min_4of6,combined,0.3619677871148459,supported,2000,0.30150540238873064,0.4254486322096098
cqr_static,60min_4of6,numerical_only,0.26575402661064423,supported,2000,0.22013472403364856,0.31336117473871267
cqr_static,single_sample,availability_only,0.2857142857142857,unavailable_valid_draw_or_degenerate,2000,,
cqr_static,single_sample,combined,0.8873905812324929,supported,2000,0.8459317226890756,0.93074317757406
cqr_static,single_sample,numerical_only,0.7596495098039215,supported,2000,0.6685280835250766,0.862601700189134
persistence_static,180min_3of18,availability_only,0.1261221988795518,supported,2000,0.11951980809124724,0.13350426930156956
persistence_static,180min_3of18,combined,0.15879551820728294,supported,2000,0.07557215931430711,0.24847851177508035
persistence_static,180min_3of18,numerical_only,0.08608018207282912,supported,2000,0.03816526610644258,0.13990255465363946
persistence_static,30min_3of3,availability_only,0.10777223389355742,supported,2000,0.10264694014615036,0.11280446269416858
persistence_static,30min_3of3,combined,0.44069065126050416,supported,2000,0.2547155805937632,0.6503403753679061
persistence_static,30min_3of3,numerical_only,0.39517419467787124,supported,2000,0.1591921720180609,0.656295835794635
persistence_static,360min_4of36,availability_only,0.05965511204481792,supported,2000,0.055698885614852,0.06396331718171139
persistence_static,360min_4of36,combined,0.09039128151260502,supported,2000,0.042809621961707386,0.1456869894008274
persistence_static,360min_4of36,numerical_only,0.05246673669467787,supported,2000,0.021008403361344536,0.09319423911142176
persistence_static,60min_4of6,availability_only,0.05965511204481792,supported,2000,0.055698885614852,0.06396331718171139
persistence_static,60min_4of6,combined,0.2604359243697479,supported,2000,0.17487343530983004,0.3621044204302556
persistence_static,60min_4of6,numerical_only,0.28061974789915967,supported,2000,0.1454288378190924,0.4281411352257699
persistence_static,single_sample,availability_only,0.2857142857142857,unavailable_valid_draw_or_degenerate,2000,,
persistence_static,single_sample,combined,0.8635425420168067,supported,2000,0.8487916373331247,0.8941646890058195
persistence_static,single_sample,numerical_only,0.7389478291316528,supported,2000,0.6513021214979497,0.8467965809512212
quantile_static,180min_3of18,availability_only,0.1261221988795518,supported,2000,0.11951980809124724,0.13350426930156956
quantile_static,180min_3of18,combined,0.3776188725490196,supported,2000,0.27839656567442994,0.4782825854247422
quantile_static,180min_3of18,numerical_only,0.30598476890756304,supported,2000,0.23542225008282885,0.37770270014571483
quantile_static,30min_3of3,availability_only,0.10777223389355742,supported,2000,0.10264694014615036,0.11280446269416858
quantile_static,30min_3of3,combined,0.4129506302521009,supported,2000,0.39262388157878075,0.4233894308508196
quantile_static,30min_3of3,numerical_only,0.27939355742296923,supported,2000,0.2556632985640224,0.29376567077030835
quantile_static,360min_4of36,availability_only,0.05965511204481792,supported,2000,0.055698885614852,0.06396331718171139
quantile_static,360min_4of36,combined,0.24775770308123243,supported,2000,0.14522923042522287,0.3503408667218691
quantile_static,360min_4of36,numerical_only,0.19585626750700283,supported,2000,0.11559043343320563,0.2757242164359256
quantile_static,60min_4of6,availability_only,0.05965511204481792,supported,2000,0.055698885614852,0.06396331718171139
quantile_static,60min_4of6,combined,0.3994322478991597,supported,2000,0.3682983884203347,0.428887892036247
quantile_static,60min_4of6,numerical_only,0.2831108193277311,supported,2000,0.2562621633941423,0.30957962696383207
quantile_static,single_sample,availability_only,0.2857142857142857,unavailable_valid_draw_or_degenerate,2000,,
quantile_static,single_sample,combined,0.893189775910364,supported,2000,0.8570658263305321,0.9303578060011883
quantile_static,single_sample,numerical_only,0.8043937324929971,supported,2000,0.7344154804779053,0.8801460096695496
