dataset,horizon,outer_fold,role,n,groups,membership_hash,row_id_hash,origin_min,origin_max,target_min,target_max,seasonal_rows
bdg2,6,1,inner0_validation,25916,10,d65ae941d669016a70b071a3d02a9939ddb8eed5a6b7e85727b3d2f108eef1b3,295229ee4f5fbebbc1b969d461292703fb77ee8a71c067b2a4f738082e4c353f,2016-04-25 04:00:00,2016-08-11 08:00:00,2016-04-25 10:00:00,2016-08-11 14:00:00,25916
bdg2,6,1,inner1_train,51494,10,ef9646ae4e6085ed056d41dc98b3569df29b027561df9c3af2ed53efbbe968cf,68da5476eab19172364d7648a731cc6be6bc68bc602a8049922f2466d20d363d,2016-01-07 18:00:00,2016-08-11 08:00:00,2016-01-08 00:00:00,2016-08-11 14:00:00,51494
bdg2,6,1,inner1_validation,25978,10,1d7c3c912e310a067c1b08129508095795f845ea1846a8a8d284f46b77a1884f,948d1555e881596980cd339e9a379166014fa2b7d96fd7f973b3480602e0fc52,2016-08-11 15:00:00,2016-11-28 01:00:00,2016-08-11 21:00:00,2016-11-28 07:00:00,25978
bdg2,6,2,fit,51584,10,ee0d65d4d8fd886cddd0836feb6cc554b3a0668bb8646e26ad368612e89933cf,2238d76a4dbf3773688730ddc491de3cefe37795d6a581e2848ae721c331e6bf,2016-01-07 18:00:00,2016-08-11 11:00:00,2016-01-08 00:00:00,2016-08-11 17:00:00,51584
bdg2,6,2,calibration,17350,10,cb99d3f6083f8add3d0568883b9be9ed322386b154e74837371f8bb0570068e3,aa683503ff148880151cae8fc08bfc24515ae8c36edb5767a336c52e0cdd96ed,2016-08-11 19:00:00,2016-10-23 01:00:00,2016-08-12 01:00:00,2016-10-23 07:00:00,17350
bdg2,6,2,test,34640,10,d2c8963470de5f63c6abdd989a9a7e8e9784ee1b533d376fa55278f758ab13ef,37fd04542c9ea0f00adda74f2d1670855cd47ee8d91e3a242b6c76c5ce0d762f,2016-10-23 08:00:00,2017-03-17 02:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,34640
bdg2,6,2,inner0_train,17033,10,f02c7d71705a3d16569d09c94aa6c7fb805b688993dc198b089dcc5412c536ac,8ca497a9ec0ddfa4978eff0e12b817bc3d8788f0c11d3e52e52fc002b3b19c38,2016-01-07 18:00:00,2016-03-19 17:00:00,2016-01-08 00:00:00,2016-03-19 23:00:00,17033
bdg2,6,2,inner0_validation,17145,10,6ddab6cde7fed95f1e35d8f0d2de163d9dfa7e49b74cc1fe856e19a448cc3e0d,a8bce31b5505b65db6595bffdb69845940891da0b8f2b8d6250d99ce20b5dfdd,2016-03-20 00:00:00,2016-05-30 23:00:00,2016-03-20 06:00:00,2016-05-31 05:00:00,17145
bdg2,6,2,inner1_train,34178,10,c721e4717a3a7db386cdb7de77770e79babb33f799d974a9fc843c6e093156f0,e68a0b396351fba557fbf54a0dece8e1c5545ebb7b8a096a7e1cd6d0fc3eb0dc,2016-01-07 18:00:00,2016-05-30 23:00:00,2016-01-08 00:00:00,2016-05-31 05:00:00,34178
bdg2,6,2,inner1_validation,17286,10,d9afb522d74237fbcb0085a235ee27867d8cc18c0b883edd9a4606f91b4382ee,decf7a3acf92420ae63e05af24db95ff28729fcdf67cd117b4ecbe0ba825a85f,2016-05-31 06:00:00,2016-08-11 11:00:00,2016-05-31 12:00:00,2016-08-11 17:00:00,17286
