dataset,horizon,outer_fold,role,n,groups,membership_hash,row_id_hash,origin_min,origin_max,target_min,target_max,seasonal_rows
pleia_energy,3,0,inner0_train,9902,1,6a804f50ec8a62f22855506db0669da4c1d0582db3d9e9d0f9a21488aef320ce,90b04c91ca28851d716e59653c41d71f30527281eaa72dd1ecc14da993a6a3bb,2021-01-07 23:30:00,2021-03-17 17:40:00,2021-01-08 00:00:00,2021-03-17 18:10:00,9902
pleia_energy,3,0,inner0_validation,9902,1,9ea284fb597d8925be6c42e2554cec354e2f8c6e3bf59cf289f082f674d08e29,f34d3ca7429f17a866285aa4e0f6107a504afc35637fc33cd5b035203271210e,2021-03-17 18:20:00,2021-05-25 12:30:00,2021-03-17 18:50:00,2021-05-25 13:00:00,9902
pleia_energy,3,0,inner1_train,19804,1,bf7974a656e8ed9dbb0a4d2411e268bdbdb2cf36eccabbd85f3a2a9c0d6b5b50,e2692d7e92875bf0a1a6f415cf900f9937007e77c76e99208a2fe278b70e93fc,2021-01-07 23:30:00,2021-05-25 12:30:00,2021-01-08 00:00:00,2021-05-25 13:00:00,19804
pleia_energy,3,0,inner1_validation,9905,1,1d4067617dd13ad0100b945f6e15ae16257c3fc7c63c97d3f7e66372129b288d,96ca1759e9af52d28084518f5c7389b2250c958c618e6d221f96fb25c6534725,2021-05-25 13:10:00,2021-08-02 07:50:00,2021-05-25 13:40:00,2021-08-02 08:20:00,9905
pleia_energy,3,1,fit,22285,1,c6214572228b7105c7dea4e41d566dd1cf09604b8891b6ebc67d7e8524ca4ec9,366e862cedd30e50098368ee2c33820af8c507a1863a0aefcf2e9cefd539b85b,2021-01-07 23:30:00,2021-06-11 17:30:00,2021-01-08 00:00:00,2021-06-11 18:00:00,22285
pleia_energy,3,1,calibration,7429,1,c54f8c56e40f1e77da3bfb234479e93f76be8e566c418b43330f299324becf45,6217d8fc9cdd9758490a12933e2b08ca5ac0b6357b38b173b9cedfbf649329c3,2021-06-11 18:20:00,2021-08-02 08:20:00,2021-06-11 18:50:00,2021-08-02 08:50:00,7429
pleia_energy,3,1,test,9907,1,ad2c4dfa64198051d63e0f75a601b763d439e079723619c241b5da7304685a8b,7048a77e77cca065624c16d6354d5192a4c5cdfadf3e23a54b38f4a1c94b1c89,2021-08-02 09:00:00,2021-10-10 04:00:00,2021-08-02 09:30:00,2021-10-10 04:30:00,9907
pleia_energy,3,1,inner0_train,7425,1,ba3d91e4d648dd5cad9dc9cba318b4ebc5089bf0d5eae8592324896b7993fdfa,955622e822a3ed7d85843f380778c6953575edbd25592d1ffae7249e7acf626d,2021-01-07 23:30:00,2021-02-28 12:50:00,2021-01-08 00:00:00,2021-02-28 13:20:00,7425
pleia_energy,3,1,inner0_validation,7425,1,ef13f61d345758ee259d781dff6593433cbdccd8f68e8db4f85d832256877dd2,8c8b6123ef6dd1a31b3a4ef2d10a8376dc8fbf3b1868e7c6ee3eb484f5993685,2021-02-28 13:30:00,2021-04-21 02:50:00,2021-02-28 14:00:00,2021-04-21 03:20:00,7425
pleia_energy,3,1,inner1_train,14850,1,77230e2ada2529d6f776317c4aeef64f686e7923171a649511e72effe9d3b628,0097bf713ba2232039937aebdb314e5d4253d6297e94f06bf89ecf500b2eb1cf,2021-01-07 23:30:00,2021-04-21 02:50:00,2021-01-08 00:00:00,2021-04-21 03:20:00,14850
pleia_energy,3,1,inner1_validation,7429,1,ace34771e705b08a3656f1d5daf82eefc2986a15f2e92e479da9abedb907430e,d5fa5bd8e7a9b9591f6ec136d812a3c068d4bb9bad06d152381a48326f37c2ef,2021-04-21 03:30:00,2021-06-11 17:30:00,2021-04-21 04:00:00,2021-06-11 18:00:00,7429
pleia_energy,3,2,fit,14855,1,9fc9e18746429e574996b5d318c420366de84a249898bc72faa113826ebf5288,558cff0744ce974849383acc7967f940020b64bfac9013ed4a208009b2708bf5,2021-01-07 23:30:00,2021-04-21 03:10:00,2021-01-08 00:00:00,2021-04-21 03:40:00,14855
pleia_energy,3,2,calibration,4952,1,314903ce4f8c8409c5417c2d6b829e4549971bebc3d6a0dc881d54aa3c565364,4229dfd898ed95c9f9693260d3cb9bb25c08cf354ea18d6e850f1422de1405f1,2021-04-21 04:00:00,2021-05-25 13:10:00,2021-04-21 04:30:00,2021-05-25 13:40:00,4952
pleia_energy,3,2,test,9907,1,f7a8b2ab436b98d9e3c4127b8c0c687d2944e7cc7512d2ddf6c76666e097c7ea,c2d53e2fc20a6e6e5143df383f37e38aeb9e86b2de67c63088da1d4583d4b1dd,2021-05-25 13:50:00,2021-08-02 08:50:00,2021-05-25 14:20:00,2021-08-02 09:20:00,9907
pleia_energy,3,2,inner0_train,4948,1,ebf7520964f58026cc222578bba1f1d2a33b67198299f1c5bba1566bd6784377,894b35f84e79ef291432eb4ec2ea7a1f5f02cfd69a67e241ecae730eafa5e89a,2021-01-07 23:30:00,2021-02-11 08:00:00,2021-01-08 00:00:00,2021-02-11 08:30:00,4948
pleia_energy,3,2,inner0_validation,4949,1,2aa22d1ba1125056fdd68d6b2027eacd834f9664eaae2b53cff2a9faa7ddf126,41af3db740ef555be369e15e8e0eabcc34559abc88a624a17301e8eed7414656,2021-02-11 08:40:00,2021-03-17 17:20:00,2021-02-11 09:10:00,2021-03-17 17:50:00,4949
pleia_energy,3,2,inner1_train,9897,1,78a72344eb383f72004edb224f83c552a272dfeaffbb94ff79fcbecf0505fce1,581506cccfe66c620c944cd60584ec2109d04279aca39b38d38f40d6b80f9d9a,2021-01-07 23:30:00,2021-03-17 17:20:00,2021-01-08 00:00:00,2021-03-17 17:50:00,9897
pleia_energy,3,2,inner1_validation,4952,1,5e7ec7b15735ad3fbb7d39223dba2b0d10397023ec6e05681ca69c5b3cfa1106,72c8599283ed3e772db63a8669d21aa9c29578597a29d0cc7558d3f93476d419,2021-03-17 18:00:00,2021-04-21 03:10:00,2021-03-17 18:30:00,2021-04-21 03:40:00,4952
pleia_energy,6,0,fit,29710,1,37f214f5db11e13be7f13341da31d667571af3649262d1ae48885f7a7eba5a1b,abf2f81f889875933d9f6ab7883b7aaa0079bff63af9797fde633e75c0f6025b,2021-01-07 23:00:00,2021-08-02 06:30:00,2021-01-08 00:00:00,2021-08-02 07:30:00,29710
pleia_energy,6,0,calibration,9904,1,e59aee5a534e0d47f0f53b1aed75722dd115abec11bda911cecfb53491461905,948256c55852b368809ad3b8e7babbd5bd042516d6cd97312325bfae3b129acd,2021-08-02 08:00:00,2021-10-10 02:30:00,2021-08-02 09:00:00,2021-10-10 03:30:00,9904
pleia_energy,6,0,test,9909,1,acee79d85b01535344cec08f6124b73cdb75dee57439b08142cb6522588a6d08,a51a765dc025c5c0f5e95004785355c70307a220a3783ef0fe08283aaf3471fc,2021-10-10 03:40:00,2021-12-17 23:00:00,2021-10-10 04:40:00,2021-12-18 00:00:00,9909
pleia_energy,6,0,inner0_train,9897,1,5948ea2b66712f8d850268b9b30c0442f6650ec50fc55ac300f0f6aea77d35b5,35e1be58191cd0c4345ca721f3be736d348c56555382658e5d28d394d6cf7948,2021-01-07 23:00:00,2021-03-17 16:20:00,2021-01-08 00:00:00,2021-03-17 17:20:00,9897
pleia_energy,6,0,inner0_validation,9897,1,1f672082d95a2084c9253aaea74b0256c0d3a732027582e50c454c7c13fe7dce,15ebf4bf0a3e65cb474e34c86d18312dea9d73cf46a15433a4c0c65ed4ddd958,2021-03-17 17:30:00,2021-05-25 10:50:00,2021-03-17 18:30:00,2021-05-25 11:50:00,9897
pleia_energy,6,0,inner1_train,19794,1,354f69b5302b90e2fd31b040de48df259db1e54b901f64d28be93093fe6affc4,d44f23e1b9e1397089dfc5342964145dc25fd429aef4ee4fc8c1ef8bb821fd39,2021-01-07 23:00:00,2021-05-25 10:50:00,2021-01-08 00:00:00,2021-05-25 11:50:00,19794
pleia_energy,6,0,inner1_validation,9904,1,ad9455126bbe819fa08eab9fe092f17e21a38570718aedfce1d704b12adc9d88,a998823d7522057b4dce95a55d494cd74ab730d80ec8ae9f257abe860d894261,2021-05-25 12:00:00,2021-08-02 06:30:00,2021-05-25 13:00:00,2021-08-02 07:30:00,9904
pleia_energy,6,1,fit,22280,1,b212c8c561ac5bd2d37ff7d8160d061d0a9fca4d0141ab909973c2e767dbbf93,c6a28287d6560f976eaac625c718e37f570824a32e299859366fb9c278088788,2021-01-07 23:00:00,2021-06-11 16:10:00,2021-01-08 00:00:00,2021-06-11 17:10:00,22280
pleia_energy,6,1,calibration,7428,1,73730b55480f5c025643f7c35f3619e0c32e5ae13866a8a682cd5f275ef55769,6f8d2db13f196f9588cc95bcd636ac2ed92221f4a6218d45b8f772fd03775c9f,2021-06-11 17:30:00,2021-08-02 07:20:00,2021-06-11 18:30:00,2021-08-02 08:20:00,7428
pleia_energy,6,1,test,9907,1,0206cf47128d6e35469fb115f5a271195742ccc0a53ccfc1ef96813755647fe6,9a3e710878889c61fb9bbbe4d70a9639872835f41600654d0f8a464556b03ad9,2021-08-02 08:30:00,2021-10-10 03:30:00,2021-08-02 09:30:00,2021-10-10 04:30:00,9907
pleia_energy,6,1,inner0_train,7420,1,169304b67adad997e482829eb53d659f6ca073ca492628c740cf94f07a3e83c9,cea7a56916d033dd6d41fced179c54a0f57d12bb3758b4af39a519beedb5063d,2021-01-07 23:00:00,2021-02-28 11:30:00,2021-01-08 00:00:00,2021-02-28 12:30:00,7420
pleia_energy,6,1,inner0_validation,7421,1,6778020cc522016fc3f3a96504359f9f112d80744b7b2b3bc8e5e6822ed8c6ce,80bfd70ba7c1dc51197651ee1815f269ef1c75390375c92d3f1e1f18eeb7fe57,2021-02-28 12:40:00,2021-04-21 01:20:00,2021-02-28 13:40:00,2021-04-21 02:20:00,7421
pleia_energy,6,1,inner1_train,14841,1,1d31d828b28e79db49e5c3b68ab34bb42aef00e27889e30942ca640faf877495,766b3044e79e5f1f2db9af27752e9eaf6820ac031d3c079dc32364486a751c08,2021-01-07 23:00:00,2021-04-21 01:20:00,2021-01-08 00:00:00,2021-04-21 02:20:00,14841
pleia_energy,6,1,inner1_validation,7427,1,eee4e1aa592eeb70409c2379877ead005acc0ab8b994f884fb5ea1163e5a306f,fd5bbdb7f1dcd1530d0968808c8dda0d526bd94b03b2ae7608670b8c931fe132,2021-04-21 02:30:00,2021-06-11 16:10:00,2021-04-21 03:30:00,2021-06-11 17:10:00,7427
pleia_energy,6,2,fit,14850,1,c21c125ed8b2b56ebab6814a8c4c6928ac9b4775caaa9582d3c5ea87dcb4ad99,81ae297f2155a20502ed6b8c4f4e4ee7495737057e22b71392aeb2aa2ddc47a5,2021-01-07 23:00:00,2021-04-21 01:50:00,2021-01-08 00:00:00,2021-04-21 02:50:00,14850
pleia_energy,6,2,calibration,4951,1,1b95885bd959657f0d1505f6455c91dfcaf78fa9649478e989853104b5d655ff,0ee87531d3a77d326c99ffdf39a8bb6058827ab4d41014255a2219c6f898c125,2021-04-21 03:10:00,2021-05-25 12:10:00,2021-04-21 04:10:00,2021-05-25 13:10:00,4951
pleia_energy,6,2,test,9907,1,061c08c3374dc0f9d45dfa8547f11e8a31a823c67efe645c11e25597c6f32a22,de4207e52d512c374af24bbef6311e23f19f23ecb4445280cc7d8e7442dfa6fc,2021-05-25 13:20:00,2021-08-02 08:20:00,2021-05-25 14:20:00,2021-08-02 09:20:00,9907
pleia_energy,6,2,inner0_train,4944,1,ef4c97630e1a30ed5ea78b5d3220a444b45a45deea3db4bc05921facedfefdd0,328842348301366ce8fe85db3fa1025816d1385a1911ecdf0085057400431be3,2021-01-07 23:00:00,2021-02-11 06:50:00,2021-01-08 00:00:00,2021-02-11 07:50:00,4944
pleia_energy,6,2,inner0_validation,4944,1,987b5f86df7c4ef83440458fc6052673b666f7afaa8cafe432b957312a7baf1a,3fca8ca2b13c38ef70b28003e66e17aaa36980997b69268ed2b7829d5d5eaec1,2021-02-11 08:00:00,2021-03-17 15:50:00,2021-02-11 09:00:00,2021-03-17 16:50:00,4944
pleia_energy,6,2,inner1_train,9888,1,2dc694d5d8c75613f988358567fc902a59612824bf4fe52e48f329877f9414ae,2827d1ac25edee475ef3b63d536bcbb06ff0c60d11e75fbecbab90adb8c43ffc,2021-01-07 23:00:00,2021-03-17 15:50:00,2021-01-08 00:00:00,2021-03-17 16:50:00,9888
pleia_energy,6,2,inner1_validation,4950,1,572dcac44c6e1158610a08b78ecb5c1149b22c6d871aff27ae12237385d67cc1,ad6053be09fd9bdb574b94eeacd9604602b0c455963142350f227dfa3ec50447,2021-03-17 17:00:00,2021-04-21 01:50:00,2021-03-17 18:00:00,2021-04-21 02:50:00,4950
rico,5,0,fit,26076,123,23d31853a6091931f4c10203e6cecb349f412c36def75142070ef32d45fae0b7,a82058d34aab19f12a8458f961735d040c0f43d2934e7da99322fea2f9be3d94,2023-07-26 15:24:00,2024-02-04 10:55:00,2023-07-26 15:29:00,2024-02-04 11:00:00,0
rico,5,0,calibration,8692,41,2d950d50e07e1f6069acdc1cc654d01d6218dd5537de36b8da16ffc1ddf5a6b8,82d373352eb0987ce1e89cb109bddde9345800f53fa0a9320c89a765623579a4,2024-02-04 11:24:00,2024-05-11 02:55:00,2024-02-04 11:29:00,2024-05-11 03:00:00,0
rico,5,0,test,9116,43,cb30dbd784fa7319c1a094e89baf4098a4d325d100188f2bec73f97b3970477d,b000e1dae9c5308e06cb7691bfbffadfd716961dcc3223b3434bc9e11e13fdfb,2024-05-11 03:24:00,2024-05-18 06:55:00,2024-05-11 03:29:00,2024-05-18 07:00:00,0
rico,5,0,inner0_train,8692,41,a3de03e31bd18febda3e3ccd1f6805d57362afb6f1ba0dc14e6dea5902b7a666,a021971cad41bc0beab17f8629596e0e84daa78d7be45cd04d26e1069b767b08,2023-07-26 15:24:00,2023-08-04 02:55:00,2023-07-26 15:29:00,2023-08-04 03:00:00,0
rico,5,0,inner0_validation,8692,41,a3b21352afde57f20622bb30b4d0d2c66fda387c33727b3c277b29cdaa46c3a0,d744017f975bb1b5c32ba7983c19268aa3e146c11a2f995c6392d702350d120a,2023-08-04 03:24:00,2023-08-12 02:55:00,2023-08-04 03:29:00,2023-08-12 03:00:00,0
rico,5,0,inner1_train,17384,82,e4ff3e326d9f07ecbe1b62be26e9288e67d799c5bf3f7c5859b652ec96396666,6c795acad6728393e05c64a5dfd83423442ffe2f727f1df600e04be6280935a3,2023-07-26 15:24:00,2023-08-12 02:55:00,2023-07-26 15:29:00,2023-08-12 03:00:00,0
rico,5,0,inner1_validation,8692,41,0083f660ce00ba82b7680ac8a176432167c878e986a4911db7dc1df20306108f,7d1aee54ebd66b5f6541f1af4efedc077913db45c4fb7ea01f732b52411d52d0,2023-08-12 07:24:00,2024-02-04 10:55:00,2023-08-12 07:29:00,2024-02-04 11:00:00,0
rico,5,1,fit,19504,92,6ee52ff8fe9690ae5115a57209a508595441a4a3b6b581b38125c551278606e4,84246378617fad7ed9362b2b9c95fd531f494ba46a078f4dfac92189894fd9b8,2023-07-26 15:24:00,2024-01-30 02:55:00,2023-07-26 15:29:00,2024-01-30 03:00:00,0
rico,5,1,calibration,6572,31,4d83dd044f717bdf8661bea073afa529e1512ac6e386ee355c982604d0f35a64,7337c2ebc9668a70d2ac69b24654fb3b56cdfdc294020203337d7bb406b9694a,2024-01-30 03:24:00,2024-02-04 10:55:00,2024-01-30 03:29:00,2024-02-04 11:00:00,0
rico,5,1,test,8692,41,2d950d50e07e1f6069acdc1cc654d01d6218dd5537de36b8da16ffc1ddf5a6b8,82d373352eb0987ce1e89cb109bddde9345800f53fa0a9320c89a765623579a4,2024-02-04 11:24:00,2024-05-11 02:55:00,2024-02-04 11:29:00,2024-05-11 03:00:00,0
rico,5,1,inner0_train,6360,30,4a1318a71bf1aeffbbb05bac02e1da938e1fa21d0b1aecd724e787845bac99e7,14251cc0a2c5fa83fe5605b1aa72f1451785ad5a2ddf90704e9331e6227fb488,2023-07-26 15:24:00,2023-08-02 02:55:00,2023-07-26 15:29:00,2023-08-02 03:00:00,0
rico,5,1,inner0_validation,6572,31,c22f78512209efcd0b4bbd7c18504247a78312cc63ad7d683d49b4f1ee97ec3a,a5a12390c79d0f31a92c2ff8dbec8a793cc3594cb76d485a3c9a91f96fc3ddd3,2023-08-02 03:24:00,2023-08-07 22:55:00,2023-08-02 03:29:00,2023-08-07 23:00:00,0
rico,5,1,inner1_train,12932,61,3658387a50ac69383d169c4cd64e0f10af6cb1173d670d23cd36cc41340234e7,c755dd01ece762dbd51ba428c055e8553cdf95dcc026a35d8a864ea2dda9baaa,2023-07-26 15:24:00,2023-08-07 22:55:00,2023-07-26 15:29:00,2023-08-07 23:00:00,0
rico,5,1,inner1_validation,6572,31,04ca046b650426dbc6ab1a21f6d3444136bf2b18992ebb75b977720ee2d37ab1,58990c64797ce978ccb828c03fe53161f5c98c17cc68289d5da5890fec93d4eb,2023-08-07 23:24:00,2024-01-30 02:55:00,2023-08-07 23:29:00,2024-01-30 03:00:00,0
rico,5,2,fit,12932,61,3658387a50ac69383d169c4cd64e0f10af6cb1173d670d23cd36cc41340234e7,c755dd01ece762dbd51ba428c055e8553cdf95dcc026a35d8a864ea2dda9baaa,2023-07-26 15:24:00,2023-08-07 22:55:00,2023-07-26 15:29:00,2023-08-07 23:00:00,0
rico,5,2,calibration,4452,21,5d80e479d7f2d8194826bd75f476bb30f29d341ebeb04f975816feb43ded72c5,95fbd3e9e78192059585691a00d55cc264e607ec334a8f3a3988fe57e1814fdc,2023-08-07 23:24:00,2023-08-12 02:55:00,2023-08-07 23:29:00,2023-08-12 03:00:00,0
rico,5,2,test,8692,41,0083f660ce00ba82b7680ac8a176432167c878e986a4911db7dc1df20306108f,7d1aee54ebd66b5f6541f1af4efedc077913db45c4fb7ea01f732b52411d52d0,2023-08-12 07:24:00,2024-02-04 10:55:00,2023-08-12 07:29:00,2024-02-04 11:00:00,0
rico,5,2,inner0_train,4240,20,c1a4e771c1a038bd72f692838b5d8582f89cb22ed86367cf0f4b67f5ee82d04c,d0fae55550952c749ca4cb3c93ec3f59e8b3a9f62c2bdde723c9cc80c6bf88de,2023-07-26 15:24:00,2023-07-30 22:55:00,2023-07-26 15:29:00,2023-07-30 23:00:00,0
rico,5,2,inner0_validation,4240,20,e3a07ebc686275bff2d1dc7d8558595990613af830655e24b8a205e8d43a0609,28e29d294b80eeb6a5f8994b0744951494a3e4717e07f370f158f948a33d0e48,2023-07-30 23:24:00,2023-08-03 22:55:00,2023-07-30 23:29:00,2023-08-03 23:00:00,0
rico,5,2,inner1_train,8480,40,6e488b9c421d5b5bde8e49d51a5acc9fd405fbdec90e71ed8be66f739b614b6e,2208aa8747a405f6e07db0aca45f47b897d2142c3d45af5770fdc650c204e411,2023-07-26 15:24:00,2023-08-03 22:55:00,2023-07-26 15:29:00,2023-08-03 23:00:00,0
rico,5,2,inner1_validation,4452,21,4ed20a262cd2134ba3c9e63f62e81a4e9e1ba38dc0ab4bbcbffcb4b038b50f0f,f610fdc1f2fd8e841130d8948f2add6ece5b3ea6a1cb4ee8babd9615dfaf6e16,2023-08-03 23:24:00,2023-08-07 22:55:00,2023-08-03 23:29:00,2023-08-07 23:00:00,0
rico,15,0,fit,24846,123,8d376449f9433abd235f38f6917303f5ce88563004ef7bd6af7497ca93daf41f,991b32de9cb530068ebe4df2dc94d27307c0ff11d61f69b4216d75e1b6a1a2a4,2023-07-26 15:24:00,2024-02-04 10:45:00,2023-07-26 15:39:00,2024-02-04 11:00:00,0
rico,15,0,calibration,8282,41,c899074ab6f293e3c0c3477a9b286466e9a15021ed6cdd613d67a2d9bb4cf135,bbf24d1ad5332faa4ad6d159b294ca73c5aeef66d8c7f578c80967a34b370289,2024-02-04 11:24:00,2024-05-11 02:45:00,2024-02-04 11:39:00,2024-05-11 03:00:00,0
rico,15,0,test,8686,43,89e9da18ba4aaa97c5d799f2963d144d0f7672657a284093e74a3f8d389036c0,fc3516d1488ca171acfa801f8424d14722f0994098183d401c98a38db8dab3f1,2024-05-11 03:24:00,2024-05-18 06:45:00,2024-05-11 03:39:00,2024-05-18 07:00:00,0
rico,15,0,inner0_train,8282,41,041d30739bc395cf57b95152410b69c9c9a57f06d1f7861ac3894dd1bbd40d7e,57db29479aae7b1273eb0cb523d93fa7f08c98dc3bd3faf52b5c7640bc0be505,2023-07-26 15:24:00,2023-08-04 02:45:00,2023-07-26 15:39:00,2023-08-04 03:00:00,0
rico,15,0,inner0_validation,8282,41,028802f01a9ac4022319b6332457fc071fa2a15ce3ee471501d51d701781c19b,22b2f090495f5424e68d598c2c7a8ba1f261c8ae4a828f26ce8ff04264016ae8,2023-08-04 03:24:00,2023-08-12 02:45:00,2023-08-04 03:39:00,2023-08-12 03:00:00,0
rico,15,0,inner1_train,16564,82,0b1e005abf1326a49c06014cd153fa7a1f3fd0ab7b5e2e126c27f34ecc520503,c163e534f738ec98a6b94f3bd8ec4980e866495575f4da0bd90469a1e43843e4,2023-07-26 15:24:00,2023-08-12 02:45:00,2023-07-26 15:39:00,2023-08-12 03:00:00,0
rico,15,0,inner1_validation,8282,41,94377b43ba0ad98a55be4a3e803052ff54825de93fe43932bd54dd5a5999210f,70ee9d673d19e218dbcf71db42bc92f130090496931b95a3f5272b32330ac9ff,2023-08-12 07:24:00,2024-02-04 10:45:00,2023-08-12 07:39:00,2024-02-04 11:00:00,0
rico,15,1,fit,18584,92,4e72d9df3aedaa8e8feed0329aba7ff22afe241437ac20d49589cae47d24142a,74187435eb6d345c5217481a7042c1bc3a8a740b7e7ef94f7045673a4513c104,2023-07-26 15:24:00,2024-01-30 02:45:00,2023-07-26 15:39:00,2024-01-30 03:00:00,0
rico,15,1,calibration,6262,31,55fb794c1598b24e37508cf30f985fd8a3417d0136baa1aa6baafc78122db6b0,42d936633cec60c4a6e3d59d183d7da2a98410151503d91acf4e134c73133841,2024-01-30 03:24:00,2024-02-04 10:45:00,2024-01-30 03:39:00,2024-02-04 11:00:00,0
rico,15,1,test,8282,41,c899074ab6f293e3c0c3477a9b286466e9a15021ed6cdd613d67a2d9bb4cf135,bbf24d1ad5332faa4ad6d159b294ca73c5aeef66d8c7f578c80967a34b370289,2024-02-04 11:24:00,2024-05-11 02:45:00,2024-02-04 11:39:00,2024-05-11 03:00:00,0
rico,15,1,inner0_train,6060,30,94a369b75b757b942610528fb4b520a4ffde18d786302aa157ba89678805f949,86394f86428f29339b6f1c3c878f58707085e6853054cdd0ce0fc0589e6eccb2,2023-07-26 15:24:00,2023-08-02 02:45:00,2023-07-26 15:39:00,2023-08-02 03:00:00,0
rico,15,1,inner0_validation,6262,31,2fbf842e81bce0ee4eeefaeea6b66d90e21982513c3d88b9f408227cd6eb4e99,2ec469130ac12f03c30e68e5a09d5b9acfce277fdb7c187cbd1b626167e7409c,2023-08-02 03:24:00,2023-08-07 22:45:00,2023-08-02 03:39:00,2023-08-07 23:00:00,0
rico,15,1,inner1_train,12322,61,43b916ba9404ba05674434bee730459042f5429db85147bf7480e4994566518e,78091d5eff830e5cec75e981f2374fa92a1411659cefc3dbe1f2a66d39d9d20a,2023-07-26 15:24:00,2023-08-07 22:45:00,2023-07-26 15:39:00,2023-08-07 23:00:00,0
rico,15,1,inner1_validation,6262,31,e24884374ec8f3dc8895dd151133abcebc1a5dfc5ef6e03c7228babae2900268,1bc71d21ec6bab8cd90f5337b88b49d6a00057e3fbd689ee27bbf76be085a528,2023-08-07 23:24:00,2024-01-30 02:45:00,2023-08-07 23:39:00,2024-01-30 03:00:00,0
rico,15,2,fit,12322,61,43b916ba9404ba05674434bee730459042f5429db85147bf7480e4994566518e,78091d5eff830e5cec75e981f2374fa92a1411659cefc3dbe1f2a66d39d9d20a,2023-07-26 15:24:00,2023-08-07 22:45:00,2023-07-26 15:39:00,2023-08-07 23:00:00,0
rico,15,2,calibration,4242,21,33982386d1966661ed68b05d6d47cf1b0655579aae4145632efa839b722621cd,b24b1ffac74ec3618d19e253737eb069d0f486f2215540f259dccc4a7533bdc7,2023-08-07 23:24:00,2023-08-12 02:45:00,2023-08-07 23:39:00,2023-08-12 03:00:00,0
rico,15,2,test,8282,41,94377b43ba0ad98a55be4a3e803052ff54825de93fe43932bd54dd5a5999210f,70ee9d673d19e218dbcf71db42bc92f130090496931b95a3f5272b32330ac9ff,2023-08-12 07:24:00,2024-02-04 10:45:00,2023-08-12 07:39:00,2024-02-04 11:00:00,0
rico,15,2,inner0_train,4040,20,5829454b8cc8ac6982c945339d4310a9a179cdd14bcd461b9599ce0e6d31a025,8b5377dedc5eef41e49d14b9d7048a8d4b20a24cc3f0213b3b402a19a9daf73e,2023-07-26 15:24:00,2023-07-30 22:45:00,2023-07-26 15:39:00,2023-07-30 23:00:00,0
rico,15,2,inner0_validation,4040,20,6649edb21bb9388ae4121dd285b20bb3005dcbe0c29f1f6f44aeabe295515229,e40b4a7e2ed7d0eff6a01bcacf6dd491fd4801938e5c53b8aeade8bf81122560,2023-07-30 23:24:00,2023-08-03 22:45:00,2023-07-30 23:39:00,2023-08-03 23:00:00,0
rico,15,2,inner1_train,8080,40,f9a21800560e18a5ee7609e4a2a91977dcc135238791f272cd6cd8c2fe8fb273,9180db22b831fe0e7ca58b24616399502cd01d6e796e73eda4fa4cf2184cfcec,2023-07-26 15:24:00,2023-08-03 22:45:00,2023-07-26 15:39:00,2023-08-03 23:00:00,0
rico,15,2,inner1_validation,4242,21,869e32a55876afd5037cfa569780a029ba6195f2b33156bd33c1e987f35d2fdc,57e398b6b31b811e1694aff2168883e9bc8e05d8adeeda9dcf5e072c177a184c,2023-08-03 23:24:00,2023-08-07 22:45:00,2023-08-03 23:39:00,2023-08-07 23:00:00,0
rico,30,0,fit,23001,123,35c5a234067a593c84eff667f362bf6f56cab6e1d166622c1b328c9103f7be81,22fe630aee766b378cea034fabf14b9c6c4484f0bbbaf4a3d71274f366d10b61,2023-07-26 15:24:00,2024-02-04 10:30:00,2023-07-26 15:54:00,2024-02-04 11:00:00,0
rico,30,0,calibration,7667,41,f275f32d728595bf50eed054b819b2e9789a4e94489aa083b3907bda83942f3a,22269bf773d23713c5b0f7d5e269ef1dac3f7217f94a67187f0666e9abf00f83,2024-02-04 11:24:00,2024-05-11 02:30:00,2024-02-04 11:54:00,2024-05-11 03:00:00,0
rico,30,0,test,8041,43,cf8745edafe9a3aab6899b754b74635dc65a303c0ed07aacf06123dab44e9a0f,e394c4b3be82ad20a35346e7fb78ee3ff05ea878f80ed798fc954fffcd6a5333,2024-05-11 03:24:00,2024-05-18 06:30:00,2024-05-11 03:54:00,2024-05-18 07:00:00,0
rico,30,0,inner0_train,7667,41,320ac27e2bac70e9d863a04333a1b4b353fc38a4722854c58d55affaf64288f4,4b061c1e2e5e8f78b2eb5d332185ffbf7986621536b4e51bb3f025299c3a3fb1,2023-07-26 15:24:00,2023-08-04 02:30:00,2023-07-26 15:54:00,2023-08-04 03:00:00,0
rico,30,0,inner0_validation,7667,41,fe89cdb19f8ddee3f035272abc4c0e9d5e5c066c200d4c9248fac715c934a5c5,bbb394e70a901298bf0b05fad4db5fbc2a0e9da2fb69753f048d479fc6ac279d,2023-08-04 03:24:00,2023-08-12 02:30:00,2023-08-04 03:54:00,2023-08-12 03:00:00,0
rico,30,0,inner1_train,15334,82,d693a1a5f9061afc5aa121b1ffbb614ee1f16c0626134fd73c54dd85ff9ba61e,57b58c162b417fb34b01474856919ea5b9ac5a238648589af3d2f4ca75bc3bc4,2023-07-26 15:24:00,2023-08-12 02:30:00,2023-07-26 15:54:00,2023-08-12 03:00:00,0
rico,30,0,inner1_validation,7667,41,4290f7193c9add8034e3beb246e9dc5ec1c5c7bc64043a75f4aef0370f2da91a,c55446a7da7e2c214397a68556bddc7f23f1100285beae4d6b6b40dd40de0584,2023-08-12 07:24:00,2024-02-04 10:30:00,2023-08-12 07:54:00,2024-02-04 11:00:00,0
