stage,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
stream_h5_l95_cqr,2.7023664000007557,575254528,578826240,591785984,595398656,3571712,591396864,2268110848,0.05,2.640625
stream_h5_l95_dscp,1.7086300000082701,573214720,573235200,655732736,655781888,20480,714153984,2720866304,0.05,1.671875
stream_h5_l95_quantile_uncalibrated,2.823357200002647,575238144,578830336,591785984,595398656,3592192,591396864,2277752832,0.05,2.75
stream_h5_l95_recentred_enbpi_static,2.753098700006376,577941504,581513216,627404800,631050240,3571712,600129536,2292867072,0.05,2.71875
stream_h5_l95_recentred_enbpi_updated,6.335867800007691,577961984,582516736,627437568,632094720,4554752,600129536,2274177024,0.05,6.25
stream_h60_l90_cqr,1.8174553999997443,572633088,574304256,622219264,623923200,1671168,609464320,2284154880,0.05,1.71875
stream_h60_l90_dscp,1.3690777999872807,573214720,573235200,655732736,655781888,20480,714153984,2716741632,0.05,1.328125
stream_h60_l90_quantile_uncalibrated,2.024317000003066,572600320,574287872,622219264,623923200,1687552,609464320,2262880256,0.05,1.90625
stream_h60_l90_recentred_enbpi_static,1.296930299999076,572633088,574304256,622219264,623923200,1671168,609464320,2634915840,0.05,1.28125
stream_h60_l90_recentred_enbpi_updated,3.9850634999893373,572637184,574308352,622219264,623923200,1671168,609464320,2623606784,0.05,3.734375
stream_h60_l95_cqr,2.116782500001136,572633088,574304256,622219264,623923200,1671168,609464320,2624876544,0.05,2.0625
stream_h60_l95_dscp,1.2964256999985082,573214720,573235200,655732736,655781888,20480,714153984,2741948416,0.05,1.296875
stream_h60_l95_quantile_uncalibrated,1.8525089000031585,572616704,574287872,622219264,623923200,1671168,609464320,2677727232,0.05,1.75
stream_h60_l95_recentred_enbpi_static,1.5671026000054553,572637184,574308352,622219264,623923200,1671168,609464320,2655772672,0.05,1.5
stream_h60_l95_recentred_enbpi_updated,3.7890225000010105,572637184,574308352,622219264,623923200,1671168,609464320,2678276096,0.05,3.65625
