dataset,horizon,outer_fold,model_seed,model,estimator_class,payload_seed,fit_record_seeds,source_hash,protocol_hash,source_run,passed,seed_variability,actual_wrapper_random_state,actual_booster_seed,actual_n_jobs,serialized_training_seed,rng_paths
bdg2,3,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,f93cc7009437b45a97bce046887aaf78f96bc32475a26a555e30540eb666b963,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
bdg2,3,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,f93cc7009437b45a97bce046887aaf78f96bc32475a26a555e30540eb666b963,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s46_v1,True,,46.0,46.0,1.0,,
bdg2,3,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,f93cc7009437b45a97bce046887aaf78f96bc32475a26a555e30540eb666b963,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
bdg2,6,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce484c863017f245f239e40a1cfb85455667277e7f8f3899f4fecb6301a7ab69,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
bdg2,6,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce484c863017f245f239e40a1cfb85455667277e7f8f3899f4fecb6301a7ab69,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s46_v1,True,,46.0,46.0,1.0,,
bdg2,6,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce484c863017f245f239e40a1cfb85455667277e7f8f3899f4fecb6301a7ab69,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia,1,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,4989341ff9d463b283be2be3ec47d0d71a904ea498b2ec581d160b37a8fe96a9,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia,1,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,4989341ff9d463b283be2be3ec47d0d71a904ea498b2ec581d160b37a8fe96a9,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s46_v1,True,,46.0,46.0,1.0,,
pleia,1,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,4989341ff9d463b283be2be3ec47d0d71a904ea498b2ec581d160b37a8fe96a9,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia,3,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b27f1feef915808c6510c0377190a06d1c9c41d2cf628facd895b6f01110082d,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia,3,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b27f1feef915808c6510c0377190a06d1c9c41d2cf628facd895b6f01110082d,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s46_v1,True,,46.0,46.0,1.0,,
pleia,3,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b27f1feef915808c6510c0377190a06d1c9c41d2cf628facd895b6f01110082d,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
pleia,6,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,167204fe887068fae49a0bf3704d7bec6197c99a453a7be4422e9f5affd4de08,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
pleia,6,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,167204fe887068fae49a0bf3704d7bec6197c99a453a7be4422e9f5affd4de08,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s46_v1,True,,46.0,46.0,1.0,,
pleia,6,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,167204fe887068fae49a0bf3704d7bec6197c99a453a7be4422e9f5affd4de08,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
