timestamp,observed,point_forecast,lower,upper,interval_violation,injected_event,alert_3of5,alert_4of7
2021-10-14 10:40:00,27.7,27.072875034262413,26.17919665926457,27.921174698891424,0,1,1,1
2021-10-14 10:50:00,27.8,27.25394958144224,26.24112051724166,28.064370584771176,0,1,1,1
2021-10-14 11:00:00,27.9,27.35318487976775,26.51879396170316,28.067516326177955,0,1,0,1
2021-10-14 11:10:00,27.8,27.607610587176755,26.56159999850631,28.23072712830181,0,1,0,0
2021-10-14 11:20:00,28.0,27.753784598183227,26.675852341280034,28.29272371072206,0,1,0,0
2021-10-14 11:30:00,28.1,27.63159262918428,26.651279807828967,28.20505198782549,0,1,0,0
2021-10-14 11:40:00,28.2,27.769697485862128,26.672938263882138,28.43126603250522,0,0,0,0
2021-10-14 11:50:00,28.3,27.870195036859236,26.73332444664323,28.586307044128045,0,0,0,0
2021-10-14 12:00:00,28.4,27.846085402401908,27.004964414107253,28.6487959842436,0,0,0,0
2021-10-14 12:10:00,28.5,28.094811942635456,27.238804930327337,28.63759649857874,0,0,0,0
2021-10-14 12:20:00,28.6,28.097025282294243,27.29515762901768,28.650877687228505,0,0,0,0
2021-10-14 12:30:00,28.6,28.172837746134075,27.58759018758208,28.90629068711141,0,0,0,0
2021-10-14 12:40:00,28.8,28.282371879734026,27.74232144961597,28.87626911849179,0,0,0,0
2021-10-14 12:50:00,28.7,28.27931964144564,27.762249324362305,28.89998321277795,0,0,0,0
2021-10-14 13:00:00,28.8,28.55887666865793,27.81698111512924,29.074343944607698,0,0,0,0
2021-10-14 13:10:00,28.7,28.454878986490225,27.830284035757767,28.915171332888047,0,0,0,0
2021-10-14 13:20:00,28.8,28.571832882523086,27.83262438455438,29.10018935812156,0,0,0,0
2021-10-14 13:30:00,28.9,28.4858105861698,27.82585298819216,28.90679776889821,0,0,0,0
2021-10-14 13:40:00,29.0,28.557913081133147,27.82819333698877,29.071406271981125,0,0,0,0
2021-10-14 13:50:00,29.1,28.698905399649007,27.855529662344143,29.002995370100745,1,0,0,0
2021-10-14 14:00:00,28.9,28.704706760819533,27.86731444488357,29.075217951939845,0,0,0,0
2021-10-14 14:10:00,29.0,28.86364809469625,27.85914757269505,29.168376211788555,0,0,0,0
2021-10-14 14:20:00,29.0,28.79148081828206,28.17632891764925,29.09925184509551,0,0,0,0
