dataset,target,target_kind,units,sampling_freq,horizon_steps,horizon_minutes,point_model,conformal_method,nominal_coverage,empirical_coverage,coverage_deviation,mean_interval_width,median_interval_width,winkler_score,n_valid,normalized_mean_interval_width,n_seeds,n_crossed_repaired,coverage_std,width_std,dscp_n_clusters,dscp_silhouette
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,3,30.0,HistGBR-quantile,cqr,0.95,0.9628933306946369,0.01289333069463694,0.4225132841836011,0.2955104007314904,1.6681528882066834,10106,0.17130785936342013,5,0,0.001722318046470168,0.008877568284156706,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,3,30.0,HistGBR-quantile,quantile_uncalibrated,0.95,0.8381159707104691,0.1118840292895309,0.2905523752520317,0.16354949179992087,1.7319560797620026,10106,0.11780435621937442,1,0,,,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,3,30.0,XGBRegressor,recentred_enbpi_static,0.9,0.9579457747872551,0.057945774787255044,0.8571949961284795,0.8571949961284797,1.529345602394517,10106,0.3475494033934199,3,0,0.004520332378217511,0.02975558664501326,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,3,30.0,XGBRegressor,recentred_enbpi_static,0.95,0.9806055808430635,0.03060558084306353,1.1560183148535472,1.1560183148535472,2.3318929901792083,10106,0.4687072106741483,3,0,0.005513510367323828,0.05973150689932225,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,3,30.0,XGBRegressor,recentred_enbpi_updated,0.9,0.9043142687512369,0.0043142687512368605,0.6008296762297198,0.5439388036727906,1.4919090256915029,10106,0.24360617649172833,3,0,0.0009468104818528594,0.007759456023606086,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,3,30.0,XGBRegressor,recentred_enbpi_updated,0.95,0.947654858499901,0.0023451415000989018,0.8559923075263174,0.8039794683456423,2.2929056462595163,10106,0.34706177373151403,3,0,0.0017963254573771276,0.01239293958407232,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,6,60.0,HistGBR-quantile,cqr,0.9,0.9236860338513313,0.02368603385133128,0.35837893407806204,0.23498281607569038,1.0706723235553115,10103,0.14528327426532156,5,0,0.005608483584226869,0.005677573951949574,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,6,60.0,HistGBR-quantile,quantile_uncalibrated,0.9,0.7581906364446204,0.14180936355537965,0.24176418102111483,0.11836806301874316,1.1011325527581302,10103,0.09800880710017043,1,0,,,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,6,60.0,HistGBR-quantile,cqr,0.95,0.963278234187865,0.013278234187865001,0.4763474527773683,0.34357352925511164,1.7198973316934574,10103,0.19310654462845023,5,0,0.0021071458522395367,0.004437539458675323,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,6,60.0,HistGBR-quantile,quantile_uncalibrated,0.95,0.8379689201227358,0.11203107987726413,0.3184303237939633,0.18565640027170666,1.7802883432553025,10103,0.12908850288637952,1,0,,,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,6,60.0,XGBRegressor,recentred_enbpi_static,0.9,0.9672374542215184,0.06723745422151839,0.9108345329761501,0.9108345329761505,1.544769220027453,10103,0.36924330835772906,3,0,0.005508234980951983,0.04040445227620807,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,6,60.0,XGBRegressor,recentred_enbpi_static,0.95,0.9876274373948332,0.03762743739483321,1.804061335124424,1.8040613351244246,2.9325173081864917,10103,0.7313486168393294,3,0,0.0035982584949706383,0.3232000721857374,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,6,60.0,XGBRegressor,recentred_enbpi_updated,0.9,0.9068593487083044,0.0068593487083044025,0.6334333495254743,0.5726238720119,1.4829291513081042,10103,0.2567876130460989,3,0,0.0026349395107857533,0.008594344996010306,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,6,60.0,XGBRegressor,recentred_enbpi_updated,0.95,0.9517964960902702,0.0017964960902702165,0.9942899821853172,0.8534385975864199,2.3735706948026047,10103,0.4030753218034469,3,0,0.0013064759558694082,0.05505423641485679,,
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,HistGBR-quantile,dscp,0.9,0.970404830248441,0.07040483024844102,0.70368862455887,0.6474309467686918,1.3053761378825777,10103,0.28526773745788864,1,0,,,2.0,0.6491194388361536
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,3,30.0,HistGBR-quantile,dscp,0.9,0.9702068692467584,0.07020686924675834,0.7265964383815935,0.6731548150637873,1.3405019434181755,10103,0.2945546161742412,1,0,,,2.0,0.6491194388361536
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,6,60.0,HistGBR-quantile,dscp,0.9,0.9673364347223598,0.06733643472235973,0.752999167015683,0.6942216159642344,1.3614493324273864,10103,0.3052584125362376,1,0,,,2.0,0.6491194388361536
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,1,10.0,HistGBR-quantile,dscp,0.95,0.9837671978620212,0.0337671978620212,0.8676371847766652,0.8019995514683141,1.9931488644170865,10103,0.35173070587964994,1,0,,,2.0,0.6491194388361536
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,3,30.0,HistGBR-quantile,dscp,0.95,0.9834702563594971,0.033470256359497186,0.9062501128746852,0.8453591616243992,2.0431100699073252,10103,0.36738434164395695,1,0,,,2.0,0.6491194388361536
pleia_energy,blockB-dif_cons,energy,kWh per interval,0 days 00:10:00,6,60.0,HistGBR-quantile,dscp,0.95,0.9847570028704346,0.034757002870434595,0.9349207748977728,0.8671434323614473,2.0570289467133365,10103,0.3790076325363309,1,0,,,2.0,0.6491194388361536
