dataset,target,outer_fold,horizon,model_seed,control_id,rule_id,channel,conditional_context_detection,macro_status,inference_status,restricted_ttd_equal_stratum_minutes,effective_slots,detected,misses,detected_delay_median_minutes,detected_delay_q90_minutes,supported_strata,original_eligible_rows,original_asset_days,background_episodes,background_episodes_per_asset_day,alert_rows,time_in_alert_days,fraction_time_in_alert
pleia,temperature,2,1,42,cqr_rolling,60min_4of6,combined,0.30398597019924123,supported_point_estimate,single_model_seed_descriptive,88.66522409986058,2727,856,1871,40.0,50.0,21,9907,68.79861111111111,60,0.872110628848289,752,5.222222222222222,0.0759059251034622
pleia,temperature,2,1,42,cqr_rolling,60min_4of6,numerical_only,0.24699140282329676,supported_point_estimate,single_model_seed_descriptive,93.5132098345503,2727,700,2027,40.0,80.0,21,9907,68.79861111111111,60,0.872110628848289,752,5.222222222222222,0.0759059251034622
pleia,temperature,2,1,42,cqr_rolling,single_sample,availability_only,0.2857142857142857,supported_point_estimate,single_model_seed_descriptive,82.30504841862118,2727,687,2040,10.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,cqr_rolling,single_sample,combined,0.6967007195480398,supported_point_estimate,single_model_seed_descriptive,46.480817221437576,2727,1866,861,10.0,60.0,21,9907,68.79861111111111,212,3.0814575552639547,910,6.319444444444444,0.0918542444736045
pleia,temperature,2,1,42,cqr_rolling,single_sample,numerical_only,0.46328844849101225,supported_point_estimate,single_model_seed_descriptive,70.39868776436597,2727,1304,1423,10.0,60.0,21,9907,68.79861111111111,212,3.0814575552639547,910,6.319444444444444,0.0918542444736045
pleia,temperature,2,1,42,cqr_static,180min_3of18,availability_only,0.1299780213837644,supported_point_estimate,single_model_seed_descriptive,99.3854099069868,2727,357,2370,30.0,40.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,cqr_static,180min_3of18,combined,0.16897140507728073,supported_point_estimate,single_model_seed_descriptive,97.75020216555151,2727,467,2260,30.0,80.0,21,9907,68.79861111111111,36,0.5232663773089734,7504,52.11111111111111,0.7574442313515695
pleia,temperature,2,1,42,cqr_static,180min_3of18,numerical_only,0.13353557273006542,supported_point_estimate,single_model_seed_descriptive,100.9036482049017,2727,375,2352,30.0,80.0,21,9907,68.79861111111111,36,0.5232663773089734,7504,52.11111111111111,0.7574442313515695
pleia,temperature,2,1,42,cqr_static,30min_3of3,availability_only,0.1098438320818269,supported_point_estimate,single_model_seed_descriptive,100.8119051481722,2727,307,2420,30.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,cqr_static,30min_3of3,combined,0.3327099232782016,supported_point_estimate,single_model_seed_descriptive,90.98001412602679,2727,932,1795,50.0,80.0,21,9907,68.79861111111111,103,1.497123246189563,6382,44.31944444444444,0.6441909760775208
pleia,temperature,2,1,42,cqr_static,30min_3of3,numerical_only,0.46098869463424563,supported_point_estimate,single_model_seed_descriptive,86.59989821285427,2727,1232,1495,60.0,80.0,21,9907,68.79861111111111,103,1.497123246189563,6382,44.31944444444444,0.6441909760775208
pleia,temperature,2,1,42,cqr_static,360min_4of36,availability_only,0.0625634927072711,supported_point_estimate,single_model_seed_descriptive,105.22304529371775,2727,172,2555,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,cqr_static,360min_4of36,combined,0.10240348370042372,supported_point_estimate,single_model_seed_descriptive,103.50146858305297,2727,285,2442,40.0,80.0,21,9907,68.79861111111111,17,0.24709801150701524,7901,54.86805555555555,0.7975169072373068
pleia,temperature,2,1,42,cqr_static,360min_4of36,numerical_only,0.077780085914963,supported_point_estimate,single_model_seed_descriptive,104.98452459341947,2727,221,2506,40.0,80.0,21,9907,68.79861111111111,17,0.24709801150701524,7901,54.86805555555555,0.7975169072373068
pleia,temperature,2,1,42,cqr_static,60min_4of6,availability_only,0.0625634927072711,supported_point_estimate,single_model_seed_descriptive,105.22304529371775,2727,172,2555,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,cqr_static,60min_4of6,combined,0.2509289731466889,supported_point_estimate,single_model_seed_descriptive,97.42750655177711,2727,706,2021,60.0,90.0,21,9907,68.79861111111111,77,1.1192086403553043,6579,45.6875,0.6640759059251035
pleia,temperature,2,1,42,cqr_static,60min_4of6,numerical_only,0.3183877237624446,supported_point_estimate,single_model_seed_descriptive,96.69496473151234,2727,888,1839,80.0,90.0,21,9907,68.79861111111111,77,1.1192086403553043,6579,45.6875,0.6640759059251035
pleia,temperature,2,1,42,cqr_static,single_sample,availability_only,0.2857142857142857,supported_point_estimate,single_model_seed_descriptive,82.30504841862118,2727,687,2040,10.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,cqr_static,single_sample,combined,0.4408863723945126,supported_point_estimate,single_model_seed_descriptive,75.03102480041335,2727,1204,1523,20.0,60.0,21,9907,68.79861111111111,183,2.6599374179872814,6691,46.46527777777778,0.6753810437064701
pleia,temperature,2,1,42,cqr_static,single_sample,numerical_only,0.5521358486613334,supported_point_estimate,single_model_seed_descriptive,70.17116617088107,2727,1475,1252,40.0,60.0,21,9907,68.79861111111111,183,2.6599374179872814,6691,46.46527777777778,0.6753810437064701
pleia,temperature,2,1,42,persistence_static,180min_3of18,availability_only,0.1299780213837644,supported_point_estimate,single_model_seed_descriptive,99.3854099069868,2727,357,2370,30.0,40.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,persistence_static,180min_3of18,combined,0.5127071330641276,supported_point_estimate,single_model_seed_descriptive,74.29511464303437,2727,1412,1315,40.0,60.0,21,9907,68.79861111111111,56,0.8139699202584031,620,4.305555555555555,0.06258201271828
pleia,temperature,2,1,42,persistence_static,180min_3of18,numerical_only,0.3539444208897056,supported_point_estimate,single_model_seed_descriptive,88.61295260316975,2727,998,1729,50.0,100.0,21,9907,68.79861111111111,56,0.8139699202584031,620,4.305555555555555,0.06258201271828
pleia,temperature,2,1,42,persistence_static,30min_3of3,availability_only,0.1098438320818269,supported_point_estimate,single_model_seed_descriptive,100.8119051481722,2727,307,2420,30.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,persistence_static,30min_3of3,combined,0.1850230175619891,supported_point_estimate,single_model_seed_descriptive,95.49640348108744,2727,516,2211,30.0,50.0,21,9907,68.79861111111111,8,0.11628141717977188,8,0.05555555555555555,0.0008075098415261935
pleia,temperature,2,1,42,persistence_static,30min_3of3,numerical_only,0.05987394957983193,supported_point_estimate,single_model_seed_descriptive,105.77731092436976,2727,171,2556,30.0,60.0,21,9907,68.79861111111111,8,0.11628141717977188,8,0.05555555555555555,0.0008075098415261935
pleia,temperature,2,1,42,persistence_static,360min_4of36,availability_only,0.0625634927072711,supported_point_estimate,single_model_seed_descriptive,105.22304529371775,2727,172,2555,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,persistence_static,360min_4of36,combined,0.37020936091828033,supported_point_estimate,single_model_seed_descriptive,84.03717931851523,2727,1024,1703,40.0,70.0,21,9907,68.79861111111111,48,0.6976885030786313,990,6.875,0.09992934288886646
pleia,temperature,2,1,42,persistence_static,360min_4of36,numerical_only,0.24313463623606482,supported_point_estimate,single_model_seed_descriptive,94.11617583438309,2727,687,2040,40.0,90.0,21,9907,68.79861111111111,48,0.6976885030786313,990,6.875,0.09992934288886646
pleia,temperature,2,1,42,persistence_static,60min_4of6,availability_only,0.0625634927072711,supported_point_estimate,single_model_seed_descriptive,105.22304529371775,2727,172,2555,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,persistence_static,60min_4of6,combined,0.18040031960220815,supported_point_estimate,single_model_seed_descriptive,97.55457305407563,2727,504,2223,40.0,50.0,21,9907,68.79861111111111,7,0.10174624003230039,14,0.09722222222222221,0.0014131422226708386
pleia,temperature,2,1,42,persistence_static,60min_4of6,numerical_only,0.09733893557422968,supported_point_estimate,single_model_seed_descriptive,103.82352941176471,2727,278,2449,50.0,50.0,21,9907,68.79861111111111,7,0.10174624003230039,14,0.09722222222222221,0.0014131422226708386
pleia,temperature,2,1,42,persistence_static,single_sample,availability_only,0.2857142857142857,supported_point_estimate,single_model_seed_descriptive,82.30504841862118,2727,687,2040,10.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,persistence_static,single_sample,combined,0.9086134453781511,supported_point_estimate,single_model_seed_descriptive,24.62449807956927,2727,2466,261,10.0,50.0,21,9907,68.79861111111111,292,4.244271727061673,345,2.395833333333333,0.03482386191581709
pleia,temperature,2,1,42,persistence_static,single_sample,numerical_only,0.7236068867845646,supported_point_estimate,single_model_seed_descriptive,47.26795652151191,2727,2027,700,10.0,60.0,21,9907,68.79861111111111,292,4.244271727061673,345,2.395833333333333,0.03482386191581709
pleia,temperature,2,1,42,quantile_static,180min_3of18,availability_only,0.1299780213837644,supported_point_estimate,single_model_seed_descriptive,99.3854099069868,2727,357,2370,30.0,40.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,quantile_static,180min_3of18,combined,0.107620394442657,supported_point_estimate,single_model_seed_descriptive,101.99921778007113,2727,290,2437,30.0,80.0,21,9907,68.79861111111111,45,0.6540829716362168,8720,60.55555555555555,0.8801857272635509
pleia,temperature,2,1,42,quantile_static,180min_3of18,numerical_only,0.11080399064233092,supported_point_estimate,single_model_seed_descriptive,103.0076089285487,2727,297,2430,40.0,90.0,21,9907,68.79861111111111,45,0.6540829716362168,8720,60.55555555555555,0.8801857272635509
pleia,temperature,2,1,42,quantile_static,30min_3of3,availability_only,0.1098438320818269,supported_point_estimate,single_model_seed_descriptive,100.8119051481722,2727,307,2420,30.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,quantile_static,30min_3of3,combined,0.3303635901148259,supported_point_estimate,single_model_seed_descriptive,91.22648497669671,2727,920,1807,60.0,80.0,21,9907,68.79861111111111,106,1.5407287776319774,7255,50.38194444444444,0.7323104875340668
pleia,temperature,2,1,42,quantile_static,30min_3of3,numerical_only,0.49066677084526233,supported_point_estimate,single_model_seed_descriptive,85.63988535469346,2727,1300,1427,60.0,80.0,21,9907,68.79861111111111,106,1.5407287776319774,7255,50.38194444444444,0.7323104875340668
pleia,temperature,2,1,42,quantile_static,360min_4of36,availability_only,0.0625634927072711,supported_point_estimate,single_model_seed_descriptive,105.22304529371775,2727,172,2555,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,quantile_static,360min_4of36,combined,0.06866497004382544,supported_point_estimate,single_model_seed_descriptive,105.29319046323914,2727,186,2541,30.0,80.0,21,9907,68.79861111111111,26,0.37791460583425857,9190,63.81944444444444,0.9276269304532149
pleia,temperature,2,1,42,quantile_static,360min_4of36,numerical_only,0.06530868958550323,supported_point_estimate,single_model_seed_descriptive,106.16660088759707,2727,178,2549,50.0,90.0,21,9907,68.79861111111111,26,0.37791460583425857,9190,63.81944444444444,0.9276269304532149
pleia,temperature,2,1,42,quantile_static,60min_4of6,availability_only,0.0625634927072711,supported_point_estimate,single_model_seed_descriptive,105.22304529371775,2727,172,2555,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,quantile_static,60min_4of6,combined,0.27569706500380814,supported_point_estimate,single_model_seed_descriptive,95.77081893351112,2727,769,1958,60.0,90.0,21,9907,68.79861111111111,80,1.1628141717977187,7458,51.791666666666664,0.7528010497627939
pleia,temperature,2,1,42,quantile_static,60min_4of6,numerical_only,0.348570091972545,supported_point_estimate,single_model_seed_descriptive,95.31459748889822,2727,971,1756,80.0,90.0,21,9907,68.79861111111111,80,1.1628141717977187,7458,51.791666666666664,0.7528010497627939
pleia,temperature,2,1,42,quantile_static,single_sample,availability_only,0.2857142857142857,supported_point_estimate,single_model_seed_descriptive,82.30504841862118,2727,687,2040,10.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
pleia,temperature,2,1,42,quantile_static,single_sample,combined,0.4274250663925532,supported_point_estimate,single_model_seed_descriptive,77.95931272005882,2727,1174,1553,30.0,70.0,21,9907,68.79861111111111,282,4.098919955586958,7688,53.388888888888886,0.776016957706672
pleia,temperature,2,1,42,quantile_static,single_sample,numerical_only,0.5896135587590001,supported_point_estimate,single_model_seed_descriptive,68.1144719406257,2727,1566,1161,40.0,60.0,21,9907,68.79861111111111,282,4.098919955586958,7688,53.388888888888886,0.776016957706672
