role,candidate_id,method,rule_id,strategy,inner_fold,macro_event_recall,observed_strata_recall,custom_synthetic_f1,event_recall_micro,ordinary_matched_event_episode_precision,background_episodes_per_asset_day,exposure_asset_days,n_events,n_detected,corrupted_episode_count,unmatched_episode_count,time_in_alert_fraction,observed_strata,detected_delay_median_minutes,detected_delay_q90_minutes,undetected_fraction,delay_restriction_minutes,restricted_mean_detection_minutes,equal_group_episode_rate,equal_group_event_recall,portfolio_calendar_days,portfolio_episodes_per_calendar_day,bound_status,valid_replicates,supported_strata,recall_lcb,recall_ucb,workload_lcb,workload_ucb
inner1_selection,c0001_ee0570e08213,quantile_uncalibrated,180min_3of3,static,1,0.21235408011588458,0.21235408011588458,0.27488780972619925,0.21978021978021978,0.5779153766769866,0.08384520884520887,1085.333333333333,2548,560,969,409,0.03772266584766586,21,120.0,240.0,0.7802197802197802,360.0,314.458398744113,0.0838193812866459,0.2202672649312642,108.58333333333333,0.8380660015349195,supported,2000,21,0.1873867939505959,0.23676825211412283,0.03221172847905725,0.1447423833839136
inner1_selection,c0002_fa76e087b17d,quantile_uncalibrated,360min_4of6,static,1,0.15931174279151422,0.15931174279151422,0.2117243022997509,0.16483516483516483,0.5461638491547465,0.0681818181818182,1085.333333333333,2548,420,769,349,0.045201167076167094,21,180.0,240.0,0.8351648351648352,360.0,331.0125588697017,0.06815468248055759,0.16525980351310038,108.58333333333333,0.681504221028396,supported,2000,21,0.13208496886635906,0.18837763803120314,0.023055375288027258,0.1197250933868355
inner1_selection,c0012_23099bed3753,cqr,single_sample,static,1,0.7821910297121565,0.7821910297121565,0.3976377926941903,0.7751177394034537,0.2755685782056648,0.9895577395577398,1085.333333333333,2548,1975,7167,5192,0.07122235872235874,21,60.0,180.0,0.22488226059654626,360.0,133.0690737833595,0.989263966494496,0.7744594915560372,108.58333333333333,9.891020721412126,supported,2000,21,0.699685090316682,0.8480644613985227,0.4857889076663081,1.5450351570949006
inner1_selection,c0013_a21278d4e492,cqr,180min_3of3,static,1,0.14712385108758164,0.14712385108758164,0.20871712073719492,0.1534536891679749,0.8846153846153846,0.011977886977886982,1085.333333333333,2548,391,442,51,0.006234643734643736,21,120.0,180.0,0.8465463108320251,360.0,327.3626373626374,0.011972371450498847,0.15350966646281358,108.58333333333333,0.11972371450498849,supported,2000,21,0.11484156957947338,0.18292647784621938,0.0036855036855036856,0.022102839600920948
inner1_selection,c0014_54a0e1ef5720,cqr,360min_4of6,static,1,0.1111549394735846,0.1111549394735846,0.15360158781948935,0.11695447409733124,0.7967914438502673,0.01658476658476659,1085.333333333333,2548,298,374,76,0.008906633906633911,21,180.0,240.0,0.8830455259026687,360.0,339.6310832025118,0.016577129700690713,0.11719566193884252,108.58333333333333,0.16577129700690715,supported,2000,21,0.08646315649112618,0.1390623458458471,0.005528255528255527,0.030391404451266306
inner1_selection,c0024_ba16b82adffd,cqr,single_sample,rolling,1,0.788095453079597,0.788095453079597,0.45672801563539733,0.7817896389324961,0.33614579817752277,1.0494471744471747,1085.333333333333,2548,1992,5926,3934,0.06264588452088453,21,60.0,180.0,0.2182103610675039,360.0,130.14913657770802,1.0494240501872496,0.7816601854577196,108.58333333333333,10.489639293937069,supported,2000,21,0.7616012345332791,0.8127240119294449,0.9909242147897278,1.1056511056511056
inner1_selection,c0025_63dd1cc1601e,cqr,180min_3of3,rolling,1,0.15144592511244298,0.15144592511244298,0.20982713683230225,0.15855572998430142,0.7666034155597723,0.04883292383292385,1085.333333333333,2548,404,527,123,0.007639742014742016,21,120.0,180.0,0.8414442700156985,360.0,326.8445839874411,0.04883599971834169,0.1588297024633258,108.58333333333333,0.4881043745203377,supported,2000,21,0.13181866998563677,0.17294896466473766,0.023001276819969562,0.08019665079121216
inner1_selection,c0026_47d9fe7d15ba,cqr,360min_4of6,rolling,1,0.10086617008452325,0.10086617008452325,0.13815519973126195,0.10635792778649922,0.7787356321839081,0.031326781326781336,1085.333333333333,2548,271,348,77,0.009605343980343984,21,180.0,240.0,0.8936420722135008,360.0,341.9623233908948,0.03132939761217663,0.10672101915779911,108.58333333333333,0.31312356101304684,supported,2000,21,0.09060236120754446,0.11265087616198116,0.017498081350729083,0.047911547911547905
outer_test,c0000_f5146f1247fa,quantile_uncalibrated,single_sample,static,-1,0.8046968784809895,0.8046968784809895,0.31723602926371697,0.8060344827586207,0.20205294435440302,1.489918887601391,1438.333333333333,3248,2618,12957,10339,0.19230590961761299,21,60.0,240.0,0.19396551724137934,360.0,134.7229064039409,1.4838819893004622,0.8025805403665963,144.83333333333334,14.796317606444187,supported,2000,21,0.7445785480781779,0.8506870345378932,0.9239860950173814,2.035512082853855
outer_test,c0012_23099bed3753,cqr,single_sample,static,-1,0.8210132069015802,0.8210132069015802,0.3772107069046066,0.8205049261083743,0.2527264106211475,1.149942062572422,1438.333333333333,3248,2665,10545,7880,0.07900347624565471,21,60.0,180.0,0.17949507389162567,360.0,122.40147783251231,1.1444602650560938,0.8220620747213572,144.83333333333334,11.420023014959723,supported,2000,21,0.7787675287805077,0.8577636795848605,0.6521731573379013,1.6246260069044882
outer_test,c0013_a21278d4e492,cqr,180min_3of3,static,-1,0.14830117876730806,0.14830117876730806,0.20621042711717946,0.16071428571428573,0.7837837837837838,0.02363847045191194,1438.333333333333,3248,522,666,144,0.00667439165701043,21,120.0,180.0,0.8392857142857143,360.0,325.1970443349754,0.023526466492466088,0.16360770414421835,144.83333333333334,0.2347525891829689,supported,2000,21,0.1200796413949624,0.18418669994769887,0.009036678591953833,0.04349827387802072
outer_test,c0024_ba16b82adffd,cqr,single_sample,rolling,-1,0.7883924504903875,0.7883924504903875,0.45920446606348697,0.7863300492610837,0.34017048481619605,0.9156431054461184,1438.333333333333,3248,2554,7508,4954,0.06394553881807649,21,60.0,180.0,0.21366995073891626,360.0,130.2524630541872,0.9169509872393571,0.7909101214908169,144.83333333333334,9.093210586881472,supported,2000,21,0.750497508525629,0.8260480377428302,0.6799225878628758,1.1081906737045357
outer_test,diagnostic_persistence_split_095_single_sample,persistence_split,single_sample,static,-1,0.6346159763530951,0.6346159763530951,0.31940135461197594,0.6216133004926109,0.22336541652837702,0.9809965237543455,1438.333333333333,3248,2019,9039,7020,0.0736268829663963,21,60.0,240.0,0.3783866995073891,360.0,184.5628078817734,0.9742232451093212,0.622556468174642,144.83333333333334,9.74223245109321,supported,2000,21,0.4851749603715629,0.7780316199200144,0.3160611675912769,1.6957928599535645
