context_id,ordinal,stage,canonical_stage,alias,realization_hash,family,severity,replicate,effective,null
8b9681a4024d46b3e7ec,3,context_8b9681a4024d46b3e7ec_v3,context_8b9681a4024d46b3e7ec_v0,True,87c65fede48c4691fe716e47d3775c52489b4197afd634ebd6d29bb37c2823e4,random_missing,1.0,42,False,True
8b9681a4024d46b3e7ec,4,context_8b9681a4024d46b3e7ec_v4,context_8b9681a4024d46b3e7ec_v4,False,f75550265298a877e249fbad1412030aadb1b068d7828c7a4105e03169b67bdd,random_missing,1.0,43,True,False
8b9681a4024d46b3e7ec,5,context_8b9681a4024d46b3e7ec_v5,context_8b9681a4024d46b3e7ec_v5,False,f7b58ee1a0858223be3762019b0f37b40d79493f7eb09117896d3ddcc39007a9,random_missing,2.0,42,True,False
8b9681a4024d46b3e7ec,6,context_8b9681a4024d46b3e7ec_v6,context_8b9681a4024d46b3e7ec_v6,False,2f722782bcccfebdc37eceb8cd9ca1e2fd79d318581974bdae15d24903c20c95,random_missing,2.0,43,True,False
8b9681a4024d46b3e7ec,7,context_8b9681a4024d46b3e7ec_v7,context_8b9681a4024d46b3e7ec_v7,False,a466caa7bd55cedd27512dfa335e432b0a14e58278a90f2c7ca7921b68888bf8,block_missing,0.5,42,True,False
8b9681a4024d46b3e7ec,8,context_8b9681a4024d46b3e7ec_v8,context_8b9681a4024d46b3e7ec_v7,True,a466caa7bd55cedd27512dfa335e432b0a14e58278a90f2c7ca7921b68888bf8,block_missing,0.5,43,True,False
8b9681a4024d46b3e7ec,9,context_8b9681a4024d46b3e7ec_v9,context_8b9681a4024d46b3e7ec_v9,False,0aed90d8ca5fdcd41a03b83d1ddc3ccca927e6d084ac93f82cb74b56decc7e1c,block_missing,1.0,42,True,False
8b9681a4024d46b3e7ec,10,context_8b9681a4024d46b3e7ec_v10,context_8b9681a4024d46b3e7ec_v9,True,0aed90d8ca5fdcd41a03b83d1ddc3ccca927e6d084ac93f82cb74b56decc7e1c,block_missing,1.0,43,True,False
8b9681a4024d46b3e7ec,11,context_8b9681a4024d46b3e7ec_v11,context_8b9681a4024d46b3e7ec_v11,False,978afe8bd672483a4ad3c66bc5f90dc13405d8535fd83cb1c9d8f4dcb967b043,block_missing,2.0,42,True,False
8b9681a4024d46b3e7ec,12,context_8b9681a4024d46b3e7ec_v12,context_8b9681a4024d46b3e7ec_v11,True,978afe8bd672483a4ad3c66bc5f90dc13405d8535fd83cb1c9d8f4dcb967b043,block_missing,2.0,43,True,False
8b9681a4024d46b3e7ec,13,context_8b9681a4024d46b3e7ec_v13,context_8b9681a4024d46b3e7ec_v13,False,66acff99b88e2b4bc5166b5afd84252a2738058da5bde070d0acfeffec6fb21b,stuck,0.5,42,True,False
8b9681a4024d46b3e7ec,14,context_8b9681a4024d46b3e7ec_v14,context_8b9681a4024d46b3e7ec_v13,True,66acff99b88e2b4bc5166b5afd84252a2738058da5bde070d0acfeffec6fb21b,stuck,0.5,43,True,False
8b9681a4024d46b3e7ec,15,context_8b9681a4024d46b3e7ec_v15,context_8b9681a4024d46b3e7ec_v15,False,320d466d839b3bda5aa98a18a67f051189e72853c76f21daaf1e9791d1fee445,stuck,1.0,42,True,False
8b9681a4024d46b3e7ec,16,context_8b9681a4024d46b3e7ec_v16,context_8b9681a4024d46b3e7ec_v15,True,320d466d839b3bda5aa98a18a67f051189e72853c76f21daaf1e9791d1fee445,stuck,1.0,43,True,False
8b9681a4024d46b3e7ec,17,context_8b9681a4024d46b3e7ec_v17,context_8b9681a4024d46b3e7ec_v17,False,cf6e7e0b0d087df66902e96f1c97d8c5b460e0cff32df0372395e7b51572eb9f,stuck,2.0,42,True,False
8b9681a4024d46b3e7ec,18,context_8b9681a4024d46b3e7ec_v18,context_8b9681a4024d46b3e7ec_v17,True,cf6e7e0b0d087df66902e96f1c97d8c5b460e0cff32df0372395e7b51572eb9f,stuck,2.0,43,True,False
8b9681a4024d46b3e7ec,19,context_8b9681a4024d46b3e7ec_v19,context_8b9681a4024d46b3e7ec_v19,False,65b93ebb3e2e699070097f97e89f566e47d46f25d29be432633ece95c9fd2ee5,dropout,0.5,42,True,False
8b9681a4024d46b3e7ec,20,context_8b9681a4024d46b3e7ec_v20,context_8b9681a4024d46b3e7ec_v19,True,65b93ebb3e2e699070097f97e89f566e47d46f25d29be432633ece95c9fd2ee5,dropout,0.5,43,True,False
8b9681a4024d46b3e7ec,21,context_8b9681a4024d46b3e7ec_v21,context_8b9681a4024d46b3e7ec_v21,False,bc67d61bc56e9ea1eb94d9fd9b14fb0e81b18af97b35b8e8b73eccd5afcac8af,dropout,1.0,42,True,False
8b9681a4024d46b3e7ec,22,context_8b9681a4024d46b3e7ec_v22,context_8b9681a4024d46b3e7ec_v21,True,bc67d61bc56e9ea1eb94d9fd9b14fb0e81b18af97b35b8e8b73eccd5afcac8af,dropout,1.0,43,True,False
