priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis
11,pleia_energy,6,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s42_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.8545447921196,1025.818813543561,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
12,pleia_energy,1,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f2_s43_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f2_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.93856703201996,513.0129899572612,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
13,pleia_energy,3,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f2_s43_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f2_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.9272723960598,512.9094067717805,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
14,pleia_energy,6,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f2_s43_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f2_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.90844800279286,512.7367681293127,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
15,pleia_energy,1,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f1_s43_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f1_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.91538030533671,769.5885403928788,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
16,pleia_energy,3,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f1_s43_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f1_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.90032079072316,769.4504294789047,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
17,pleia_energy,6,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f1_s43_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f1_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.88149639745623,769.2777908364369,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
18,pleia_energy,1,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f0_s43_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f0_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.88842870000008,1026.129563100003,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
19,pleia_energy,3,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f0_s43_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f0_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.87336918538652,1025.9914521860287,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
20,pleia_energy,6,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s43_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.8545447921196,1025.818813543561,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
21,pleia_energy,1,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.93856703201996,513.0129899572612,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
22,pleia_energy,3,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f2_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f2_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.9272723960598,512.9094067717805,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
23,pleia_energy,6,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f2_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f2_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.90844800279286,512.7367681293127,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
24,pleia_energy,1,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f1_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f1_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.91538030533671,769.5885403928788,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
25,pleia_energy,3,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f1_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f1_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.90032079072316,769.4504294789047,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
26,pleia_energy,6,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f1_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f1_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.88149639745623,769.2777908364369,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
27,pleia_energy,1,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f0_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f0_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.88842870000008,1026.129563100003,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
28,pleia_energy,3,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f0_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f0_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.87336918538652,1025.9914521860287,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
29,pleia_energy,6,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.8545447921196,1025.818813543561,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
30,pleia_energy,1,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.93856703201996,513.0129899572612,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
31,pleia_energy,3,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.9272723960598,512.9094067717805,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
32,pleia_energy,6,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.90844800279286,512.7367681293127,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
33,pleia_energy,1,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f1_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f1_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.91538030533671,769.5885403928788,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
34,pleia_energy,3,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f1_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f1_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.90032079072316,769.4504294789047,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
35,pleia_energy,6,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f1_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f1_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.88149639745623,769.2777908364369,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
36,pleia_energy,1,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f0_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f0_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.88842870000008,1026.129563100003,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
37,pleia_energy,3,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f0_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f0_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.87336918538652,1025.9914521860287,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
